DE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,BE_DE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
2288,-27.5755024,-18.2385006,36.16607666,46.98133087,-58.69818497,-25.20596123,36.99395752,49.85065842,2288,20.0845871,-22.23228836,28.11336136,36.06178665
2289,-21.12363052,-25.56105423,35.34249878,46.40926743,-59.269207,-29.35099792,40.60647964,46.2721405,2289,11.305933,-20.93995857,31.16021156,36.91235352
2290,-19.13633537,-27.11869431,36.18885422,46.50622177,-55.85378647,-24.26840591,47.55185699,37.33756256,2290,13.01282215,-24.86638641,39.45251465,37.24945831
2291,-18.05244255,-27.20785904,36.2998848,47.01256561,-54.07620621,-8.455371857,56.42182159,13.35423565,2291,12.25452518,-28.09873581,56.21099472,13.14437103
2292,-9.982497215,-18.91063499,41.26588058,45.61268997,-57.06613159,-5.222910404,61.02069092,5.286648273,2292,17.50704384,-18.78521919,56.87179565,12.84212494
2293,-33.59526443,-13.3278923,41.26588058,45.61268997,-65.83815765,-33.22281647,53.07484818,13.30279446,2293,25.05935287,-13.19799137,54.47581482,13.63676453
2294,-35.30584717,-10.81130505,35.89736938,45.37802124,-59.86114883,-48.50111389,52.73272324,21.24936867,2294,19.3765831,2.918720961,50.12098694,16.87146759
2295,-35.30584717,-10.81130505,35.79675674,45.50969696,-59.86114883,-48.50111389,52.73271942,21.24935913,2295,19.07652283,-8.034814835,50.12100983,16.87088966
2296,-9.927305222,-18.09542465,36.71532822,45.77815628,-57.26907349,-5.006963253,54.5456543,8.738303185,2296,1.221862078,-13.16144753,54.16267776,11.9069376
2297,-11.13773823,-14.9341507,39.54125214,45.16866684,-68.12163544,-15.67613792,55.35869598,5.110274792,2297,7.828752518,-18.75023079,56.87875748,9.996157646
2298,-29.46249771,-15.03812313,40.0368309,42.26832962,-67.00788116,-29.48206711,54.21223831,-0.726587892,2298,16.01531029,-13.57196426,62.48284149,7.142819405
2299,-33.57661438,-13.1403904,36.40657806,41.13889313,-61.17537308,-43.95320511,55.85684967,3.674974918,2299,22.2439518,-6.918124676,57.15048218,9.832298279
2300,-27.52305412,-19.26857948,37.13441086,41.50131989,-59.95807266,-24.40259552,56.56934738,4.482323647,2300,15.3044405,-21.43253899,59.01083374,10.38064384
2301,-33.71274948,-21.58196068,39.96628571,42.14068985,-56.20476532,-47.99584198,59.67380524,-0.58389461,2301,24.69061279,-21.02005768,60.93069839,8.758935928
2302,-35.45205688,-12.94607258,40.06381607,43.23396683,-60.40839005,-46.69155121,60.80062866,-9.401618958,2302,26.34795189,-11.06327724,60.56209946,6.146846771
2303,-40.65510559,-29.20993423,41.22784424,44.03381348,21.6228714,-77.60286713,60.13204956,-1.60086751,2303,28.12545395,-16.17966652,64.11449432,8.310945511
2304,-29.82192612,-41.89931488,41.41069031,44.09107208,-43.58785248,-36.93490219,55.75629044,7.707743645,2304,21.84858894,-36.61478806,58.68886948,11.0184679
2305,-29.82191277,-41.89930725,41.41069031,44.09107208,-43.58785248,-36.93490601,55.43178558,6.448706627,2305,17.50407791,-37.78527451,57.01658249,10.60396862
2306,-39.13551331,-48.53413773,35.25675964,45.91553879,-17.10512733,-73.84266663,55.90987778,4.138505936,2306,-5.21353817,-38.26021576,57.03556824,10.00982761
2307,-43.67660141,-38.71369934,37.75145721,41.72889328,26.64471817,-72.9289856,58.90359497,7.774569035,2307,33.4023819,-27.47976875,56.24132156,13.20250702
2308,-43.90449142,-39.2872963,36.28547287,40.63452911,28.82159424,-70.57776642,59.65763855,7.711191654,2308,33.91994095,-28.8715992,56.34164429,13.68290329
2309,-44.0252037,-54.52750397,39.14316177,41.69558716,25.54099274,-61.9084816,61.87025452,25.17686844,2309,-5.39859724,-37.03617859,53.0103302,34.685112
2310,-43.26036072,-61.01650238,37.81912613,40.63751221,-10.89446735,-77.79390717,48.10443497,37.36922073,2310,-10.20066738,-40.04231644,38.17494202,38.03401947
2311,-45.77180862,-62.63218689,39.10934448,41.60613632,18.72134209,-37.82062912,49.97388458,37.17147064,2311,-23.85861015,-14.16339302,48.41440582,42.36055756
2312,-45.15506363,-61.06583405,38.39622116,41.89694214,19.60650826,-38.20898438,47.07703018,38.50972366,2312,-9.629202843,-36.22058105,38.62976074,38.54022598
2313,-46.53089905,-54.87594223,38.39744949,41.55204773,37.49111938,-46.51335907,52.687397,31.34407616,2313,-8.453648567,-34.23973465,54.89283752,39.35208511
2314,-46.32794189,-54.95362854,37.77283478,40.98423386,36.69672775,-46.93959808,50.30664063,32.35069656,2314,-8.573142052,-34.43941498,55.48048019,39.58959579
2315,-45.86780167,-44.40320206,38.13512802,42.06599426,32.0994072,-59.14174652,60.23611069,29.77202034,2315,36.08874512,-31.88319206,54.31092453,41.89536667
2316,-45.86779785,-44.40323639,39.07649612,42.23072815,32.0994072,-59.14174652,51.94688416,30.26844978,2316,35.08395004,-32.98717499,57.85183334,39.3118515
2317,-45.95542526,-40.60368347,36.70456696,46.46523285,36.43011475,-55.92720413,60.61191177,27.00279617,2317,35.71751022,-27.33736992,60.43620682,38.81315613
2318,-44.03916931,-40.35739136,41.17021179,47.22177124,29.57864571,-69.36465454,60.29115677,27.9490242,2318,34.91218185,-29.71297073,56.19696808,37.68563461
2319,-43.83726501,-39.81920624,45.05739594,47.04970551,28.63131142,-70.11846924,58.50609589,25.48996162,2319,34.5664444,-28.59473801,55.23212051,36.93662643
2320,-45.35853958,-37.5312233,44.461689,48.24869156,32.32714844,-71.87451935,61.10137177,24.62270164,2320,35.39162064,-27.11115456,56.02733612,36.63782883
2321,-40.99239349,-26.11283875,41.70576859,46.34919739,24.69304657,-79.08914948,59.54453278,25.80025291,2321,31.27179909,-28.86681747,56.02287674,37.19225693
2322,-40.8658905,-26.30322647,39.41447067,47.00008392,24.11360931,-78.79921722,58.81739044,25.92927742,2322,34.57891083,-7.401411533,55.79187012,37.14463425
2323,-37.19853592,-24.49627876,41.60319901,46.3354187,-52.07632828,-51.53882217,58.81739426,25.92927551,2323,33.32656479,-11.0306015,55.79187012,37.14464188
2324,-40.06802368,-27.63306618,44.60030746,47.06879425,20.65755844,-78.17527008,51.27518082,31.50952721,2324,31.79533768,-8.203444481,56.82287216,39.16293716
2325,-40.08788681,-27.82875061,35.43151474,46.36713028,20.90315819,-78.08241272,51.98533249,31.29039001,2325,32.17896271,-12.39163399,56.63315201,39.59245682
2326,-32.3562355,-15.34768772,35.47150803,46.35446548,-59.1590271,-42.03916931,53.02772141,27.27532196,2326,24.12480164,-10.17033863,57.6375618,38.82998276
2327,-32.3562355,-15.34768772,36.41887283,45.86571503,-59.1590271,-42.03916931,50.54587555,31.07243347,2327,18.85631371,-11.29799175,54.67202759,39.18586349
2328,-32.62312698,-15.75158787,40.73700714,44.2215004,-58.36809158,-42.07209015,49.96860123,24.79148674,2328,22.23356438,-18.58245087,53.39413071,38.76774979
2329,-32.70246124,-16.16093254,40.46310806,44.50136948,-56.70917511,-42.07588196,46.51200104,38.60619736,2329,23.71696854,-14.72857475,38.07324219,37.85028458
2330,-10.60458565,-13.70428181,40.46305084,44.50134277,-63.61651993,-9.198600769,52.9896431,20.64510918,2330,20.89115906,-6.271645069,47.59022903,35.96929169
2331,-7.511948109,-6.194962025,40.31771851,42.18929672,-61.43478775,4.450175285,57.70881653,25.12812042,2331,-2.235588551,-12.29514313,54.85507584,37.06898117
2332,-7.438211918,-5.714431286,39.75880051,46.47934723,-65.48202515,2.269559383,50.68664551,25.40446854,2332,2.267398357,-16.3892765,53.65605164,37.68395233
2333,-25.98001671,-0.859887183,41.36543655,44.9218483,-73.4794693,-26.82113647,50.94128036,25.61957741,2333,13.25174427,-7.073086262,53.75701523,37.55745316
2334,-25.98905754,-0.849238694,44.91966248,45.62334824,-73.51126099,-26.76559258,52.10232925,26.99990845,2334,19.26635361,-5.266074657,54.17791367,37.53417969
2335,-8.006910324,-5.224384785,40.46282578,45.74453354,-61.41987228,4.339313984,58.69817734,25.46973038,2335,6.525470257,-12.12384796,55.22898102,37.20325851
2336,-7.958764076,-5.176275253,42.20160294,44.31875229,-65.69377899,1.698758364,60.11218262,25.93374825,2336,1.157993793,-16.97423172,56.19916534,37.40769958
2337,-29.55622482,-7.650354385,42.68869019,45.22990799,-68.39105225,-32.73314667,59.01392365,26.0305233,2337,24.60759735,-13.09289455,55.79366302,37.69654846
2338,-25.24440956,3.681490898,40.45967484,47.48226929,-74.58698273,-24.59928703,69.30664063,17.49987411,2338,21.47734642,-4.295385361,64.15117645,36.06949997
2339,-32.20568466,-2.039158583,44.05721664,46.82513046,-67.36521149,-42.04713821,68.58821869,15.18994999,2339,27.96048355,2.334843636,65.87362671,35.74144745
2340,-32.45818329,12.69148064,39.73826981,47.197155,-60.97223282,-51.40526199,70.28829956,14.37692451,2340,29.09134674,1.018990397,66.31104279,35.853405
2341,-27.61338043,2.240355968,44.45555115,45.72550201,-73.39199066,-34.10822296,64.84190369,23.52950096,2341,21.59375572,-0.923703492,62.73754501,38.19766998
2342,-27.47076225,13.120121,43.0610466,45.11242294,-73.32368469,-44.37652206,51.88504791,30.29647636,2342,21.16486168,8.45349884,57.63563919,39.83307266
2343,-24.65509796,10.52942085,43.0610466,45.11241531,-76.32398224,-34.85929489,60.44044876,29.44244576,2343,17.37072182,16.01676369,54.97110748,41.76078415
2344,-23.84894371,10.42267513,44.12820053,45.39192963,-74.47856903,-28.17257118,60.77980423,26.71282768,2344,22.55802536,3.161273479,61.48412323,38.71244431
2345,-23.63383293,11.82246494,44.34010315,44.80293274,-76.44904327,-25.60560799,65.00694275,24.64139557,2345,16.00011063,3.624215126,63.2618103,38.6723175
2346,-33.13137436,14.88308907,44.35984802,46.39033127,-59.86103058,-53.1917572,70.48306274,16.3390522,2346,34.95256042,-4.576996326,64.84952545,36.28238297
2347,-25.62434959,13.10378647,40.1414032,47.30973434,-77.13083649,-35.59996796,70.22992706,15.77040291,2347,15.69322491,7.222432613,65.93140411,36.42547226
2348,-6.949095726,5.511152267,42.16944504,43.83901978,-67.13883209,8.010394096,70.18824768,17.07364082,2348,6.822877407,-1.501340985,66.25580597,38.28982925
2349,-17.28368187,5.16857338,41.16267014,42.42016602,-75.20307922,-10.07213974,67.21639252,25.81064224,2349,12.61967754,-2.302149773,63.94670486,36.67345428
2350,-29.50318909,10.90480518,40.78310776,42.91741943,-69.35988617,-43.50963593,70.05686188,16.41786575,2350,17.50258446,14.27280331,65.91551208,36.88862991
2351,-18.7630043,10.80064487,40.09208679,47.13319016,-81.7790451,-12.0640173,69.83094025,17.42430305,2351,16.36392212,10.18289661,65.22252655,36.9698143
2352,-9.794280052,3.492460251,40.16326904,47.21209335,-67.27581787,2.357324123,69.03195953,17.067379,2352,16.75539398,-1.287913561,65.53052521,37.96208954
2353,-16.49524879,7.223261356,44.65372086,45.61852264,-73.62922668,-8.291033745,71.204216,14.48697758,2353,3.355101824,4.688977242,66.89419556,36.85284805
2354,-12.64162827,3.327472448,42.12634277,44.38474655,-70.19160461,-3.952490807,69.95419312,16.10012054,2354,7.646478653,-2.488769054,66.25527191,37.72500229
2355,-8.344137192,5.672565937,40.59402084,46.00920868,-65.28810883,6.806581497,69.95419312,16.10012054,2355,14.19904709,-6.271672249,66.25514984,37.72515869
2356,-8.555665016,15.32650089,40.59402084,46.00920486,-75.77684784,-0.208747923,70.15289307,16.28721046,2356,-0.507023573,4.97849369,66.15142822,37.67052078
2357,-16.61010933,6.72526598,45.94779968,46.01819992,-72.99552155,-8.757436752,61.25263596,27.91481781,2357,-1.881631255,2.278094292,62.07345581,38.87876129
2358,-18.78716087,2.032624245,44.74547958,45.56095505,-73.93707275,-10.89135075,65.19445038,24.84531975,2358,12.46705914,-4.622836113,63.1713562,38.81147385
2359,-27.58522415,11.80253029,41.68078232,42.96533203,-72.60148621,-42.28264999,70.53721619,15.07982254,2359,21.01898193,-3.018792868,67.06383514,36.97836304
2360,-26.23415565,13.1769886,36.569767,41.08169556,-76.84329987,-37.41501236,66.3006897,25.08345985,2360,12.18849182,8.114344597,64.17991638,39.65803909
2361,-10.10781288,6.193971157,41.17938232,45.18535995,-73.00151825,-0.01561169,66.53236389,26.47771645,2361,15.28846645,1.144864202,64.94605255,40.15964508
2362,-26.10231018,5.936074734,42.72023773,44.21216583,-75.36005402,-26.08670425,67.36357117,25.02219963,2362,28.06700516,2.929727554,65.92350006,40.10226822
2363,-11.34363747,3.308743238,40.53965378,43.27805328,-66.89399719,0.610679507,70.28636932,17.32479286,2363,11.61697292,2.748146296,66.06808472,39.42624283
2364,-23.60646629,9.051937103,37.19797134,41.44818878,-76.44747162,-24.33619499,66.08856964,24.76917458,2364,9.691349983,4.496446133,64.88730621,39.73091507
2365,-31.67255974,13.0181942,36.71590424,42.434021,-61.87205505,-50.58817291,65.93984222,22.78958702,2365,28.2916069,3.211065054,65.38911438,39.09840775
2366,-23.8031044,9.257432938,36.57191467,47.01222992,-74.87377167,-27.1560688,70.51439667,14.81185913,2366,15.57288551,-1.228615761,67.23752594,37.6236763
2367,-32.27133179,-2.01032114,36.9442215,47.28550339,-67.19657898,-40.85786057,68.93131256,15.273633,2367,29.06144905,1.223065615,66.89768219,37.77088928
2368,-27.84362984,2.068565845,36.59966278,47.36625671,-72.93669128,-34.78023911,69.84606934,15.85748291,2368,19.98309708,3.527118921,66.63591766,38.10426331
2369,-23.25146294,-4.01129055,36.59966278,47.36625671,-72.15774536,-27.48451042,71.36392212,14.89583778,2369,15.12000751,-2.484757185,67.54779816,38.49916458
2370,-32.16418457,12.36738014,39.73435211,53.2864418,-61.57782745,-50.40415573,66.89138031,26.08481598,2370,24.20043945,4.895586491,64.56143951,40.06217194
2371,-25.20528221,-2.741308689,44.6007309,48.02083206,-69.89658356,-20.8482399,66.33349609,26.73051643,2371,13.58628082,-10.61075687,64.54585266,40.19300079
2372,-31.24722862,13.23995972,44.20999146,49.84395218,-62.56132889,-50.22547531,72.40386963,12.50267696,2372,15.37895203,11.2912426,68.54115295,38.7507515
2373,-23.50883102,-3.818890095,44.54235077,49.34542465,-69.81706238,-19.84368706,66.4288559,26.85697556,2373,20.37363625,-5.372208595,64.22106934,40.34339523
2374,-11.4768362,-8.938042641,41.64372635,49.21107483,-56.89526749,-2.75506711,64.83419037,25.23875618,2374,-0.830941021,-16.66592789,65.46053314,40.56988525
2375,-18.51668358,7.596031189,39.13153076,46.06230545,-76.85932922,-24.52243042,66.70378113,22.70628738,2375,1.71415925,-2.643330812,65.92357635,39.48029327
2376,-27.04371452,6.250825882,35.2424469,50.83532333,-70.77173615,-33.30898285,71.54337311,13.0484457,2376,26.42166328,-9.965806961,67.82798004,36.03504944
2377,-9.226835251,8.423665047,36.22280502,48.74211884,-67.59519196,2.287268162,70.80884552,14.02894878,2377,1.074138403,2.668193102,67.6276474,36.96388245
2378,-3.028754234,0.348025709,34.87780762,49.78131866,-57.29953766,9.430577278,69.86315155,14.40127563,2378,-2.067744493,-12.00194645,67.74478912,37.69300079
2379,-17.31637764,-3.36000061,39.5329895,53.26799774,-67.33128357,-6.20939064,70.50157166,14.90299606,2379,4.267319679,-3.657356977,67.45632172,38.26024246
2380,-18.88318253,-0.463303357,40.2597847,54.3862381,-67.45668793,-11.95224285,70.00798798,13.91015053,2380,17.26919365,-2.675847769,68.05335236,37.4922142
2381,-18.79471588,0.452620506,40.25980377,54.38621902,-70.49565887,-11.00665188,71.46581268,13.29066277,2381,18.53537369,-2.130798101,68.08049774,38.05358505
2382,-26.23305702,9.015607834,44.5278244,49.59662628,-75.23391724,-34.46708679,72.5837326,13.15622044,2382,24.43052101,-2.75039053,63.79812241,36.11363983
2383,-26.29047012,6.01979351,41.89851379,49.32622528,-74.06252289,-34.24219131,66.8853302,25.37005615,2383,17.97990036,5.311109066,63.47270966,36.9480629
2384,-30.80979919,9.836545944,48.04462051,52.02353668,-66.22045135,-43.36748886,65.76846313,24.58821106,2384,20.60574341,13.165308,63.36693954,36.90213394
2385,-31.2041626,-2.31159091,42.35871887,50.3446579,-71.15348053,-35.27279663,70.40142059,15.83197308,2385,26.31745148,-10.16212273,66.01167297,36.41125107
2386,-26.78916168,2.054924011,42.30097198,50.25193024,-74.87456512,-26.6694355,72.70967102,10.37298584,2386,21.22929955,-10.10178471,69.16018677,35.87030029
2387,-17.29730415,3.808996677,45.87850571,49.22129822,-75.44335175,-10.64650822,73.34957886,9.056162834,2387,4.87815237,-0.152032122,69.875,36.02090836
2388,-9.920022011,9.820468903,49.10951233,52.43617249,-76.2975235,-1.574344993,73.1133194,9.393367767,2388,3.377399921,-3.064768791,70.07910156,36.46712875
2389,-26.27762794,10.47230816,46.05752945,53.5599556,-74.861763,-35.74028778,71.20504761,13.67559147,2389,26.83846283,-0.306633592,68.33518219,38.73474503
2390,-24.93500137,8.57448101,44.71615601,51.01092148,-77.520401,-22.13551521,66.88864899,28.18418884,2390,25.12729263,-0.548945367,68.0667572,39.5740242
2391,-25.93258286,16.27283859,45.54973984,52.91094208,-75.2405777,-39.02419662,50.82741547,36.45132065,2391,16.09964371,3.470121384,37.84573364,57.40525436
2392,-25.19548988,8.815719604,45.47134018,50.97093582,-79.88577271,-21.43159676,38.55717468,61.97784424,2392,20.01534653,3.564950705,35.44019318,57.93530273
2393,-30.42895508,9.299512863,45.29317856,53.07193375,-68.67581177,-42.79319382,15.02365589,81.1386795,2393,21.88442993,0.711971462,19.90084839,61.00533295
2394,-16.89769554,17.91407585,44.7461319,49.78122711,-81.90249634,-11.8592968,16.5849781,85.65831757,2394,9.282610893,19.53256989,29.26491737,68.92800903
2395,-10.7981081,14.10378075,44.7461319,49.78122711,-77.41261292,-1.840998054,-26.28493309,58.72738266,2395,4.040962219,18.41965866,-23.95736504,77.106987
2396,-24.62973404,17.0537014,48.24435806,52.13833618,-81.2791214,-20.2218399,-40.17644119,56.00152206,2396,15.78557396,7.371723175,-4.611739635,76.93224335
2397,-17.68153763,14.93415356,43.8809166,49.73452377,-79.49358368,-16.58156586,-22.1202774,83.80112457,2397,17.86293411,6.397670746,8.856692314,53.91342926
2398,-17.33358002,14.62925625,41.07839203,47.86226654,-78.26877594,-15.31249428,-19.00646591,66.05458069,2398,4.887475491,6.815490723,6.112673759,54.29405975
2399,-14.33415508,14.02918911,43.80860901,50.61413193,-79.40177917,-0.437673002,-22.19927216,66.3680191,2399,5.530910492,9.570847511,-1.770844221,57.21740723
2400,-13.8883419,13.37426758,43.88822937,50.46042633,-79.34255981,-0.513152599,-6.37518692,76.73738098,2400,3.980080605,10.46734524,4.05636692,55.22937775
2401,-14.02561092,11.56717873,44.03908157,51.55574417,-79.38362885,-0.950573802,-6.256597519,75.40796661,2401,3.991387129,6.030249119,4.066288948,56.18696594
2402,-14.0257616,11.56720066,41.05085754,46.3841362,-79.38300323,-0.950690746,-6.055514336,75.17896271,2402,12.55982876,4.799854279,3.358550072,56.09998703
2403,-26.0374527,16.1577816,36.68381882,40.51644135,-75.02432251,-38.70525742,-6.361295223,76.43073273,2403,14.46597385,7.389389515,4.081534386,55.32283783
2404,-26.21499252,16.23785973,37.90672302,40.79922104,-73.39614105,-40.61222458,-8.022644043,82.56026459,2404,7.406540394,10.51165962,21.05295372,66.12236023
2405,-25.60177231,17.2244606,37.2251091,41.27732468,-76.95480347,-36.56019211,-8.022643089,82.56137085,2405,14.06895733,13.91142464,21.05295372,66.12236023
2406,0.397582889,15.72690487,36.19984436,40.44783401,-65.61825562,19.00140381,-7.651044369,79.85319519,2406,0.156486198,12.32569027,5.465997219,57.03998947
2407,-25.80307388,22.24627686,36.19982529,40.44779968,-76.06023407,-44.15948868,-9.388607979,72.59976196,2407,20.29463768,13.33607006,-5.265698433,59.00185776
2408,-2.487409592,14.89533806,38.45248795,43.05546188,-71.94628906,13.44195366,-13.62653637,73.77133179,2408,0.531228423,5.201072216,-5.048038483,61.69854355
2409,-9.532967567,13.81650925,36.24450684,46.44760895,-75.90563202,2.138039589,-15.22265816,72.96838379,2409,5.514436722,-6.772815228,-7.652106762,68.6348114
2410,-25.94652748,14.25681686,40.95282745,44.98114777,-76.88254547,-36.25022125,-13.62537289,73.71102142,2410,15.14048767,17.75705147,-4.579230785,63.21712112
2411,-17.68768501,16.21116447,41.26967239,49.4315834,-79.4956665,-13.82267666,-16.24731445,76.95079803,2411,18.4715271,-0.018162249,1.515931964,70.90226746
2412,-25.8727684,24.58652878,44.58884811,49.6388588,-76.20130157,-44.47908401,-19.59116745,68.79153442,2412,19.24874496,14.61956787,13.10673237,70.16513824
2413,-25.77368546,16.78330612,39.00198364,47.92422867,-76.11761475,-39.28492737,-29.38091469,74.12818909,2413,20.66875458,5.239789009,20.90003777,65.41038513
2414,-27.12557602,17.76121521,44.83346176,49.8586731,-74.64642334,-44.80120087,-20.46743011,84.45546722,2414,18.07393837,15.85087395,23.66244125,64.96952057
2415,-27.5453434,17.93150139,44.39228439,50.67198563,-73.13380432,-46.12935638,-19.89699554,85.26773071,2415,13.42569637,9.679574013,24.66076088,64.84388733
2416,-17.76097488,14.91748238,41.95466614,48.64502335,-80.20558929,-16.11802483,-19.89699554,85.26773071,2416,19.18966484,7.521110535,24.66080475,64.8438797
2417,-15.08079815,14.2853508,45.61859894,49.54779053,-79.76681519,-1.506939769,-19.15948677,86.56229401,2417,1.871121645,5.518264771,28.21319199,64.53990936
2418,-18.85903168,15.01761436,44.15941238,52.23442078,-80.25324249,-20.68601036,8.467223167,87.13491821,2418,11.13258553,11.15681934,22.38331604,65.97548676
2419,-13.8394022,11.20121479,47.34158325,52.36826324,-79.06339264,-1.112304211,-9.31489563,82.56411743,2419,11.17220211,4.081010342,11.73426437,71.42337036
2420,-18.23041916,16.93569946,47.34158325,52.36825943,-80.85002899,-16.4617691,-21.22577667,83.30190277,2420,0.072911948,3.788446665,20.41119003,65.31754303
2421,-8.979887009,12.9946909,47.02479935,50.94177628,-76.35369873,2.449876785,-38.97296143,74.46821594,2421,10.23489952,6.958763599,30.08928871,63.28598404
2422,-17.14168739,18.0005455,47.56877136,52.59911346,-82.34733582,-11.65577507,-39.10025787,74.77462769,2422,11.8229351,18.48938179,30.24756813,63.22283173
2423,-25.33573532,23.85450554,48.05688095,53.4158783,-77.71290588,-43.33478928,-49.40166473,56.07630157,2423,8.926269531,13.32365894,18.14081764,85.42503357
2424,-8.056944847,14.10181427,47.09833145,51.60214233,-72.17379761,6.988021374,-16.22281837,40.06414032,2424,4.058849335,9.948660851,13.93448162,87.80118561
2425,-7.134169579,13.36686707,46.07473755,50.39889145,-67.57414246,8.615366936,-24.70576286,44.07701492,2425,0.98016566,8.324683189,-24.61907768,70.23809052
2426,-10.98625946,27.91096497,44.5121994,52.84519196,-77.15485382,10.17303085,2.17799139,-4.827330589,2426,4.834554195,16.25736618,14.33291149,89.26004791
2427,-21.4452343,17.91557312,47.55440521,53.35844421,-85.53663635,-17.13995934,58.72819138,-46.57924271,2427,14.82180119,12.78937626,63.65842056,23.53473282
2428,-5.916460991,16.85608673,49.3585434,53.14908981,-75.96021271,7.740169048,65.39823151,-22.75137138,2428,-4.253050327,-1.032478929,47.85905457,-6.419643402
2429,-26.00953674,24.83909035,45.77955627,53.23381042,-75.9379425,-44.39388657,55.03876495,-43.96469879,2429,19.2781601,12.55309677,48.84838104,-5.182780743
2430,-25.56414413,24.23418999,44.78607178,53.59759903,-77.06265259,-40.91769791,53.55600739,-47.08798218,2430,18.00540543,11.67411709,48.6090889,-5.108089924
2431,-3.652463675,18.99811172,48.20639801,54.04614639,-72.22312164,13.19420815,50.59539413,-47.50355911,2431,5.46872139,8.15558815,49.25033188,-5.062679768
2432,-0.387395442,15.84541702,48.75024033,54.25378036,-69.4066925,14.42777443,32.89385986,-70.19194031,2432,-6.667430878,4.77989769,57.60731125,-30.40635681
2433,-19.12983513,26.68444443,48.75024033,54.25378036,-83.65509033,-9.154417038,37.20238876,-60.87054062,2433,12.90218449,13.8970747,58.15955734,-27.43951797
2434,-22.59346008,26.14030838,49.24584198,53.76609802,-83.49635315,-17.39838028,50.21556091,-32.18341064,2434,3.784276724,12.23084545,58.6713295,-19.07584953
2435,-27.6024704,24.39162064,49.22976685,53.3182869,-71.8612442,-47.43444824,45.32537079,-41.51993561,2435,13.98577595,16.09040642,56.29210281,-22.73916435
2436,-27.57764626,23.98378944,52.21021652,56.37824631,-71.65874481,-47.51473999,45.37282944,-47.30486679,2436,25.19616127,13.96247768,57.5864296,-24.20524025
2437,-23.32677269,23.05136299,48.04290771,54.13862228,-84.758255,-18.43280029,39.7133255,-62.32318115,2437,13.99009705,16.24196815,58.33953857,-28.37191772
2438,-17.06661797,20.527668,44.15277863,61.1734581,-82.07826233,-10.14081001,38.61911011,-58.3787117,2438,2.164037943,8.773968697,56.66643524,-25.8214283
2439,-26.73203087,13.6177206,46.44266129,53.95747375,-73.23327637,-42.73414993,46.43444443,-46.32510757,2439,18.96976852,13.6999073,58.08211517,-23.95798874
2440,-18.33664322,12.52761173,52.16278458,56.03955841,-78.4309845,-11.12102985,29.70530319,-69.65979004,2440,7.683448792,4.659721851,54.80732346,-28.98449516
2441,-26.15547752,13.78506565,46.02921295,59.51843643,-74.77693176,-35.27770996,21.99346733,-74.08708191,2441,22.57444572,3.064766407,54.70118713,-30.99202156
2442,-27.41358185,16.55291748,48.67303467,59.85273743,-74.94379425,-42.61864471,27.02497101,-73.1572876,2442,12.46108437,2.782627821,58.73504257,-31.3148098
2443,-24.06181145,22.83215904,51.8581543,57.96284485,-77.96618652,-35.81675339,20.24476433,-77.56785583,2443,12.79877377,12.05557823,56.65082169,-32.2094841
2444,-8.733304977,14.86049557,48.47253418,54.13539505,-75.3069458,2.450004816,-55.5766716,-48.23646927,2444,12.34313774,2.358595371,41.90098953,-48.09749222
2445,-19.43844986,16.77082253,48.47253418,54.13539505,-83.0923996,-15.07698345,-62.93832397,-4.575703621,2445,10.61538887,12.05600834,40.83058548,-47.19691849
2446,-15.23640251,18.27269173,49.83122253,54.88123703,-81.69803619,-4.647644997,-60.81151962,-47.9948616,2446,8.902007103,0.420529544,44.62545013,-44.37146759
2447,-16.09602928,15.15296555,46.53743744,58.57116318,-77.90908813,-13.3095789,-59.9416008,-50.61671066,2447,7.581061363,10.70308304,44.76491547,-44.2538147
2448,-2.046954632,14.87011528,46.18339539,59.22590256,-68.95478058,15.27912617,-71.00569153,-44.14310455,2448,-0.624148667,6.335346222,44.49518967,-44.42252731
2449,-6.233902931,15.25526619,49.8968544,55.04232788,-73.14997101,11.21319294,-71.03675842,-44.11876678,2449,4.042022705,3.238477945,44.48574829,-44.43078995
2450,-22.95691681,22.29928589,49.40011597,53.32183075,-82.2274704,-19.15947151,-79.23752594,-7.797850609,2450,12.32381344,9.306499481,43.9813652,-44.74233246
2451,-24.68999863,23.37902832,48.78998947,54.15720367,-77.77680206,-40.85412979,-71.69723511,8.748253822,2451,21.14767456,7.685994625,43.75418472,-44.86775589
2452,-17.43234253,26.72885132,48.89683533,58.88006592,-84.608078,-9.146112442,-66.1593399,14.5401907,2452,15.07112598,9.570068359,43.7351532,-44.87291718
2453,-34.01896286,-5.096803665,45.96883392,59.25506592,-64.00970459,-36.7178421,-64.72917938,-1.809764028,2453,18.76885796,-6.406930923,43.73202896,-44.88975525
2454,-29.25886536,-1.929351091,46.17750168,59.03093338,-69.14873505,-31.80661201,-71.65406799,-43.45462036,2454,24.16562271,2.651454687,44.32899475,-44.5151825
2455,-6.375682831,15.58385277,51.81217575,58.03142929,-73.02966309,10.39343548,-74.01091003,7.297396183,2455,-3.182794333,0.791340172,43.09321594,-45.31548691
