GE_DE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,DE_GE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
1262,-42.60601425,-67.10877228,-48.73088455,-0.64934665,-64.80623627,-59.04469681,12.26495171,-0.854896963,1262,-52.90729141,-75.07718658,-6.563683033,-50.41073227
1263,-42.11654663,-66.51011658,-49.34769058,0.839359105,-64.09069824,-58.58496857,9.131575584,-1.279941678,1263,-52.69084167,-74.78265381,-9.687208176,-49.20949936
1264,-41.15295792,-65.55227661,-49.41053009,1.066132665,-62.38882446,-57.39998627,13.06559658,-0.984991252,1264,-52.31704712,-72.99871826,-4.763573647,-50.51408386
1265,-40.6280365,-64.66136169,-49.39174652,0.996215701,-61.24399185,-56.99744797,13.49200439,-0.387863755,1265,-51.48566055,-72.33829498,-5.712764263,-51.06091309
1266,-40.54853439,-64.59321594,-49.33613586,0.86247474,-61.14229202,-56.98238754,12.44233513,-0.267963797,1266,-52.05163956,-72.22464752,-6.073579788,-50.17134476
1267,-40.36758041,-64.26152039,-49.26387405,0.483272523,-60.89141846,-56.62266159,12.98064518,-0.160164997,1267,-51.82361984,-71.39656067,-5.726153374,-50.45726013
1268,-40.246315,-64.32884216,-48.65265656,-2.182442665,-60.79986954,-56.66407013,33.88537598,0.365754992,1268,-51.51394272,-71.49672699,0.928104639,-42.35330963
1269,-53.68434525,-51.40251541,-47.89142609,-4.34213686,-41.007267,-69.76585388,38.17524338,4.389105797,1269,-31.62915611,-77.92472076,41.70225143,2.062708616
1270,-51.24071121,-49.22795486,-47.80331421,-4.601064682,-40.18714905,-65.39352417,23.98926735,9.337628365,1270,-29.41882133,-76.13378143,36.31203461,5.016209602
1271,-50.13770294,-48.90625,-47.70328522,-5.001977921,-40.62459946,-64.27948761,25.18289566,17.74350357,1271,-30.54209709,-69.12186432,38.40216446,8.343342781
1272,-46.39707947,-47.04509735,-47.6180954,-5.385834694,-40.39284897,-57.37034225,13.34063053,-0.622492909,1272,-32.04232788,-67.03526306,-4.473595142,-50.38022232
1273,-46.01090622,-46.65522766,-47.61373138,-5.220742226,-40.08658981,-56.91931534,8.184205055,-1.197816133,1273,-30.72377396,-67.16374969,-9.045928001,-50.44958878
1274,-45.77421188,-46.59108353,-47.8164978,-4.593519211,-40.08706284,-56.63003922,6.942302227,0.720872998,1274,-32.68132019,-66.42980194,-13.13589096,-37.12372208
1275,-46.05216599,-46.1490593,-45.10061646,-4.767958641,-39.51585388,-56.86316681,7.412000656,-0.020107299,1275,-30.51084518,-66.5514679,-12.7293663,-37.92642212
1276,-40.24626923,-64.32888794,-43.94690323,-7.485514164,-60.79974747,-56.66417313,3.26974535,2.897831917,1276,-51.26548386,-71.27325439,-15.23909473,-31.94678307
1277,-40.06152344,-63.85390854,-20.57837105,-24.41438675,-60.24217987,-56.88382721,48.35408401,-17.60189438,1277,-51.45609665,-71.21104431,36.50116348,-25.90387535
1278,-40.37332535,-63.85665512,-20.49591064,-24.24569321,-60.28282547,-57.00504684,20.67539024,9.316626549,1278,-50.50907898,-70.92485809,39.65327454,3.772161484
1279,-40.55308533,-64.19285583,-29.72491264,-2.626260757,-60.72182083,-57.02296829,24.18147659,18.28377151,1279,-50.75204468,-71.38768005,37.5973053,8.723128319
1280,-40.11105347,-63.59687424,-34.31246185,4.547152042,-60.09106445,-56.56168365,24.33148766,19.21433067,1280,-50.89944077,-71.13004303,37.64318466,10.18854046
1281,-39.96729279,-63.10069275,-34.72639084,4.800969601,-59.73217773,-56.08964539,23.71481895,19.3139534,1281,-51.65736008,-71.37018585,30.26958084,20.18351936
1282,-39.97293854,-62.86253738,-35.03726578,5.025318623,-59.45098877,-56.11525345,17.29639626,0.121560909,1282,-51.50372696,-71.03560638,2.451506376,-53.93070984
1283,-39.88135147,-62.14912796,-34.40392685,4.765253067,-58.78450394,-56.01368713,16.82533646,0.348525614,1283,-49.42438126,-70.11724854,2.136495113,-53.79094696
1284,-39.70109177,-61.43019104,-34.34832764,4.692251205,-58.17320633,-55.80107117,18.37795639,0.646057904,1284,-49.37025833,-70.03787994,3.375239849,-52.73507309
1285,-40.02757263,-61.23231888,-33.13552475,4.494721889,-57.92392731,-56.05211639,22.51637077,17.10894966,1285,-47.05622482,-68.86676788,35.40980911,9.726326942
1286,-52.25915527,-49.81173325,-32.45066833,4.392231464,-40.21675873,-66.88788605,23.86653519,17.71750832,1286,-29.71009254,-74.19075012,36.61410904,9.467910767
1287,-52.43349075,-49.94018173,-31.7397995,4.526778698,-40.18534851,-67.09131622,12.19410801,0.818543613,1287,-26.91425705,-77.20251465,-6.138138294,-48.97653198
1288,-50.91758728,-48.22088242,-30.57709503,4.38634634,-42.84900665,-63.17687225,13.10303879,25.7596035,1288,-29.04456329,-74.71564484,28.76798248,21.28111649
1289,-56.9439621,-48.19429779,-30.99074173,4.374846935,-36.20692444,-71.34578705,13.19406891,25.72454262,1289,-26.44944763,-77.3787384,28.95141792,21.20406151
1290,-57.55952072,-53.03863525,-23.79350662,3.981697083,-39.87882996,-74.61162567,12.98281956,25.81296349,1290,-30.17809677,-81.14353943,28.51480484,21.4252224
1291,-57.32003403,-52.45857239,-19.03297424,-25.65065002,-39.66771317,-73.98670959,11.4783392,26.32081032,1291,-29.15494347,-80.75367737,27.31384087,21.95283318
1292,-55.67185211,-54.35821152,-19.27330017,-25.25782204,-42.20479584,-73.50673676,11.3763504,26.48558807,1292,-31.44173622,-78.86134338,27.2856636,22.17218781
1293,-39.77678299,-60.44303131,-29.41076279,4.288352013,-57.30628204,-55.39647293,24.57497787,10.39858723,1293,-45.68918991,-67.93824005,35.18265533,6.299368858
1294,-40.5582695,-60.60858536,-32.57365036,4.707213879,-57.27003098,-56.35119629,30.60943794,17.10210609,1294,-45.50650787,-71.46629333,39.63748932,9.066804886
1295,-40.90066147,-60.48910141,-32.57366562,4.70727253,-57.14754486,-56.71707535,48.92418671,27.01269531,1295,-45.54042816,-71.54044342,60.15588379,20.65371895
1296,-39.60916519,-58.62294006,-34.54389572,5.54416132,-52.9541893,-54.75289154,46.95737457,32.32183075,1296,-46.40775299,-66.81742096,60.18244934,23.5199337
1297,-39.78919983,-58.8126297,-34.42323303,6.130397797,-53.0162468,-54.88973999,52.8119545,27.56047249,1297,-45.59026718,-68.05751801,64.03201294,21.46164894
1298,-39.69236374,-58.57332611,-34.3989296,5.291532993,-52.86282349,-54.82679749,51.74858856,27.6156311,1298,-45.28011322,-67.49765015,62.45016861,22.08875275
1299,-38.86460876,-56.56751633,-34.88474655,4.940584183,-51.1126442,-53.70027924,52.40128708,28.27947235,1299,-43.78325653,-65.45774841,63.33667755,22.17316055
1300,-37.92430496,-54.69938278,-32.67095947,-5.556400299,-49.36460876,-52.37608337,45.35987854,32.26696014,1300,-42.31771088,-63.06379318,51.23852539,28.10771179
1301,-37.77167892,-54.22899246,-31.82040405,-4.956352711,-49.18366241,-51.82392883,45.11449814,32.24638367,1301,-42.55558014,-62.90380478,51.0267868,28.07428741
1302,-55.5917778,-52.69810867,-21.15397072,-24.22437286,-40.94964218,-72.36134338,22.1769371,35.0919342,1302,-30.45711517,-79.08452606,50.38873672,28.06583977
1303,-55.35828018,-51.88606262,-11.13873291,-56.44850159,-40.45519638,-71.61108398,21.71567917,34.76903915,1303,-30.96166039,-78.18025208,49.87578201,28.09271431
1304,-55.88493347,-52.0797348,-7.484286785,-30.16539001,-40.28889847,-72.2245636,15.80694389,20.60412025,1304,-29.95609665,-78.86083984,28.61435127,15.89729691
1305,-56.55065155,-51.75612259,-7.794348717,-29.05560875,-39.57226181,-72.65973663,18.0572834,0.118837498,1305,-28.93123055,-79.83301544,3.070171595,-53.52961731
1306,-56.11952209,-50.50196838,-19.97075462,6.466097355,-38.86948395,-71.39474487,17.6591835,3.389166832,1306,-29.01810074,-78.38789368,-1.192125797,-50.34690094
1307,-56.91197205,-50.53242874,-5.656322002,-36.11265564,-38.38671112,-72.22727966,21.16983032,34.94817352,1307,-28.17252159,-77.93047333,49.65600967,28.28017998
1308,-57.06616974,-50.84105301,-5.662827969,-36.08976364,-38.5521698,-72.56813049,20.7965126,34.93178558,1308,-28.86007881,-79.16272736,49.55128479,28.43709755
1309,-57.55937195,-54.49855804,-6.122892857,-31.22980118,-41.19844437,-75.34371185,22.1042347,16.57657242,1309,-31.12570572,-82.06910706,34.94059753,9.118332863
1310,-58.42916489,-55.0858345,-16.73326492,7.559528351,-41.07872772,-76.811203,21.99431419,16.35144806,1310,-30.47672272,-81.30632019,34.79175186,9.174042702
1311,-56.83981323,-50.13098145,7.390730381,-20.76528549,-38.09312057,-71.90097046,22.96736526,17.25115585,1311,-26.93706512,-77.14211273,35.73835373,9.268932343
1312,-37.77169037,-54.22899246,6.725295067,-20.1881485,-49.18366241,-51.82392883,13.94039059,0.678596377,1312,-43.31574631,-63.41105652,-5.643449783,-49.61181259
1313,-34.36318207,-49.63596344,-19.95482063,8.8741045,-46.26664352,-45.65625381,11.66093159,0.818881512,1313,-40.86637115,-57.80297089,-6.065112591,-48.63088608
1314,-34.3956871,-49.53051376,1.892704487,35.36392593,-46.18994904,-45.63185501,8.598614693,1.612264872,1314,-40.16889572,-58.14473724,-12.39662266,-37.73187637
1315,-31.63137245,-47.85247421,-22.61087036,9.731013298,-45.12501526,-41.34150696,49.54460144,2.251644135,1315,-41.05748367,-54.14779282,61.20283508,-18.94540977
1316,-32.70685577,-47.60289764,-19.73340988,8.781606674,-44.98502731,-42.64162064,49.13026428,4.678786755,1316,-39.91822815,-56.75996017,55.60902405,-13.58181858
1317,-32.61487198,-47.12523651,-16.62872124,8.408241272,-44.47913361,-42.28267288,63.77864456,3.050564051,1317,-39.76489639,-57.20336914,63.93638229,-10.55724716
1318,-32.34430313,-46.81329727,-14.98684216,7.7553792,-44.13792419,-41.99080658,63.83881378,3.017418146,1318,-39.2196579,-55.50329971,64.04174042,-10.64012337
1319,-32.27486801,-46.45672226,-15.71153164,7.581003189,-43.56026459,-42.05972672,21.40819168,35.26971054,1319,-39.26333618,-54.9417305,49.27466202,27.78199577
1320,-32.46284103,-46.66969299,-16.53497887,8.266239166,-44.02153397,-42.04072571,21.07796669,30.47296143,1320,-39.85165024,-56.14161301,30.92186165,21.83094978
1321,-56.8397789,-50.13101196,-7.028936386,38.13405991,-38.09305191,-71.90096283,21.7074337,15.86484241,1321,-28.4525528,-77.19088745,34.43543625,8.653971672
1322,-56.00066757,-50.34215927,3.458876848,38.32192993,-38.84281921,-71.08325958,21.78004646,15.69909286,1322,-29.55058098,-78.45843506,34.4814682,8.491101265
1323,-56.47167969,-54.82364655,-6.182463646,37.83821487,-42.10070801,-74.42710876,23.85408974,17.76987076,1323,-32.4729538,-79.25682068,36.76781845,9.447627068
1324,-58.02079391,-55.90774918,-8.812719345,38.7002449,-42.09117508,-76.5941391,33.56419373,27.33806419,1324,-32.9597435,-82.55247498,48.78458405,20.96839333
1325,-56.370327,-55.45645905,-16.11855507,9.109189987,-42.67913437,-74.75138855,49.03848267,27.83697319,1325,-34.84929276,-80.47248077,60.53421402,21.38905907
1326,-57.6862793,-50.66379929,-14.99936581,8.521286011,-38.02046204,-73.20744324,24.89772224,9.952763557,1326,-27.61307716,-79.37276459,35.87777328,5.867957115
1327,-57.3344574,-48.12950516,-15.54703999,9.057579994,-35.4837532,-71.48419952,38.86985016,5.233390331,1327,-25.56479073,-77.30451202,42.17182541,2.685273409
1328,-55.73356628,-48.00082397,-15.85588264,9.440600395,-36.23603439,-69.88069916,21.16775131,8.361235619,1328,-28.31070709,-75.98677826,38.77331543,3.550991535
1329,-56.35360718,-50.0597496,-11.48143578,39.90341568,-38.34084702,-71.455513,20.86519051,9.468405724,1329,-34.48886108,-80.06694031,40.40238953,3.045253277
1330,-55.25567627,-48.05686188,-4.886960983,39.60628128,-36.60583496,-69.46146393,46.30680847,25.67292786,1330,-27.12407875,-75.43999481,54.71523285,20.1036911
1331,-55.49048996,-49.77091599,4.691470146,37.7884903,-38.62955475,-70.41059113,46.21067047,20.65605927,1331,-27.821558,-79.28282928,55.61156464,19.76262474
1332,-32.13605881,-46.64451218,3.729360342,37.62098312,-44.02594757,-41.62343216,47.89240646,26.11793137,1332,-40.24219513,-54.67145157,59.31591415,20.22354507
1333,-31.69297409,-45.23063278,-24.41077995,7.162559986,-42.0167923,-40.76133347,23.92638016,17.95586967,1333,-38.98595428,-53.66133881,36.77844238,9.595090866
1334,-31.70110512,-44.50908279,-18.9352684,-24.12118721,-41.05990601,-40.58418655,18.61246872,19.05416298,1334,-39.46261597,-53.0959816,29.99975777,14.29407883
1335,-31.17991829,-44.09975815,-23.78192902,5.420000553,-40.54037857,-39.95968628,15.67821407,20.89025497,1335,-39.45266342,-52.91746902,28.52993202,16.57630348
1336,-30.82757378,-41.18246841,2.314754486,37.94119263,-37.71706772,-39.74763489,18.02085876,3.235051632,1336,-38.42963028,-50.51754379,-0.035116222,-50.72462082
1337,-31.47951317,-46.02751923,0.775697827,40.41127777,-42.76290512,-40.70609283,17.97493172,1.172950864,1337,-38.11077881,-55.94708252,3.220772743,-52.31229019
1338,-30.60277748,-43.97272491,-1.996186018,44.56024551,-40.73030853,-39.47457123,51.37239075,27.99576759,1338,-37.55059433,-53.88771057,62.766716,21.28171921
1339,-56.88830185,-47.77814865,-9.292629242,42.79180527,-35.63233948,-71.00193024,25.12642288,10.32414818,1339,-26.17540932,-77.11800385,35.07977676,6.073917866
1340,-57.06924057,-47.94421387,-11.10709095,40.51751709,-35.70257187,-71.24552155,30.61084747,17.47044182,1340,-25.46216774,-77.51211548,39.18735886,9.238650322
1341,-56.62392044,-47.90732574,-12.08499527,40.47758102,-36.08435822,-70.78678131,30.61081314,17.57474899,1341,-25.97975159,-77.87787628,39.15874863,9.283546448
1342,-58.0596962,-50.832798,-11.58550835,38.84191513,-37.36133194,-74.47754669,22.45688057,34.9908905,1342,-29.04493523,-81.75939941,50.56549072,27.86789131
1343,-58.50501251,-54.31105423,-11.58550835,38.84191513,-40.24130249,-76.28012848,34.17027283,23.35966682,1343,-30.75465965,-82.95179749,50.82152939,19.16761017
1344,-59.1608696,-56.04205704,-0.93534708,41.98202133,-41.29425049,-78.02783203,52.71519089,29.60663605,1344,-31.15393829,-83.45500946,63.03598785,24.02863312
1345,-58.99383545,-55.80215454,-8.932430267,39.918396,-41.17755127,-77.70536804,47.5721817,31.64531898,1345,-31.72106171,-83.15769958,59.62864304,23.4980011
1346,-59.72393036,-57.77827454,-12.02041721,38.63171768,-42.46144485,-79.88432312,22.09520531,4.330993652,1346,-33.87169266,-85.52935028,0.425397575,-44.64562607
1347,-60.11588669,-58.21585083,-9.181825638,39.94355774,-42.43635178,-80.53692627,25.26251793,6.672854424,1347,-33.60826492,-85.38777161,37.76000595,1.168135047
1348,-59.28336716,-57.29637909,-6.202274323,42.98483658,-42.50595474,-79.20042419,46.36535263,3.290098667,1348,-33.57839203,-84.46161652,53.63761139,-16.64274025
1349,-29.21315002,-42.31090164,-8.670068741,45.87553406,-38.62996674,-37.84090805,64.51166534,2.168080568,1349,-36.69179153,-53.85655594,64.53492737,-11.33789063
1350,-39.75411987,-46.3359642,-2.345334053,44.47365952,-39.83420181,-49.54573441,55.73578644,-4.852735043,1350,-40.09520721,-50.66469193,61.41440964,-19.06436539
1351,-36.41954422,-37.21938324,-7.150525093,44.44162369,-32.63441467,-45.37698364,39.5007019,-2.773673773,1351,-30.615448,-53.29201889,50.68289566,-25.92596436
1352,-36.70035934,-31.38798332,-2.221836567,45.5306282,-30.61568642,-46.23605347,47.86090851,30.76916504,1352,-10.29215622,-60.49370193,58.96993637,22.7322216
1353,-20.32271004,-5.383441448,-2.074295521,45.41931152,-21.00932312,-2.967350245,48.36167526,29.75583076,1353,-31.89720535,-39.42467499,58.36684036,21.37306595
1354,-57.05870438,-57.32792282,-4.453829288,45.66452789,-44.28646851,-77.06075287,52.96464157,27.6854229,1354,-32.64977264,-79.76531982,63.98016739,21.41778755
1355,-58.51078415,-57.36940765,-8.043628693,43.57801819,-43.22904205,-78.73026276,46.65490723,32.09136581,1355,-33.34500504,-83.82907104,59.78733826,23.13209915
1356,-56.98622894,-57.47288895,-5.842924118,44.74679947,-44.44462204,-77.10365295,51.5408287,26.02578545,1356,-35.40253067,-82.31044769,61.39225006,19.64093781
1357,-57.13027573,-57.45466614,-4.654969692,40.28717041,-44.32756805,-77.16424561,41.38646317,21.90953636,1357,-35.23062897,-82.41132355,54.79127884,17.78013039
1358,-58.31060791,-58.66801071,-0.427739203,48.55389404,-44.31431198,-79.88922882,30.64381599,11.47353363,1358,-34.86370087,-84.54869843,50.79534912,-17.01199532
1359,-58.77115631,-58.10140228,-8.227438927,43.43056488,-43.48975754,-79.74459839,44.22015762,3.785714626,1359,-35.18737793,-84.44155884,51.8457489,-16.75700951
1360,-56.78125381,-58.06677628,-9.978728294,42.66248703,-45.23189926,-77.46440887,42.22018814,22.93174934,1360,-35.5214119,-82.6267395,55.11249924,18.22667122
1361,-58.21341705,-57.8929863,-6.326285362,45.66410828,-43.77339935,-78.92884064,42.50606155,22.75457764,1361,-34.30503082,-83.78308105,55.0770607,18.52617264
1362,-59.86154175,-58.83299255,-8.393549919,44.98461533,-43.09708786,-80.89924622,49.62211227,6.557813168,1362,-33.86615372,-85.39696503,55.57228088,-12.68253994
1363,-17.50465584,-4.695649147,-7.633374214,44.1059761,-22.14492989,-0.979071081,64.67823029,2.727031231,1363,-33.01272583,-35.78992081,64.75510406,-11.05565548
1364,-14.74439144,-5.127686024,-6.001271248,45.18441391,-20.96005821,17.81010437,38.35491943,5.544951916,1364,-32.0229454,-32.52318192,40.80449295,2.760095119
1365,-13.44780731,-4.784283161,-2.833260775,45.45830917,-19.70671082,17.36329269,20.83194351,3.70613718,1365,-33.40022278,-30.79221725,-0.613125503,-43.78833389
1366,-11.69680977,-4.576135159,-10.37353134,45.96824265,-25.12031364,14.83959103,52.53993607,28.21222687,1366,-33.30669785,-29.76473236,63.48963547,22.21087456
1367,-8.102111816,-6.886793613,-10.25360107,46.0047226,-34.56279755,5.274585247,43.13426971,2.016728401,1367,-36.86083603,5.862563133,51.51276398,-17.89097977
1368,-8.704553604,-5.172726154,-7.651515484,45.28050995,-25.707407,13.9982605,52.85609436,10.20989132,1368,-34.56272888,-18.2122364,58.38908768,-11.06719589
1369,-7.718568325,0.916015148,-8.341344833,43.57810593,-50.95450211,16.07371521,61.10321426,16.65479469,1369,-42.70499802,-14.99704552,69.74247742,0.640269578
1370,-0.118011385,1.555190921,-3.416349888,44.85263824,-42.57883072,9.43040657,20.59094048,4.299031258,1370,-41.18846893,4.663217545,-0.070710197,-44.35450745
1371,8.47647953,-3.335672855,-5.84392786,41.92848206,-35.39488983,-4.659201622,16.64557838,2.810372114,1371,-32.68138504,15.56013203,-2.797844648,-49.67327118
1372,8.144592285,-3.466807127,-1.532637119,41.75516129,-36.18487549,-4.12861824,16.66474724,3.075843811,1372,-32.13707352,15.19073677,-2.957079411,-49.81065369
1373,7.672153473,-3.076532364,3.511899233,40.65037155,-40.64091492,-2.798554182,14.50757599,0.16180262,1373,-40.18228149,8.397089005,-5.117394924,-51.07494354
1374,-59.47735977,-58.40272141,1.29247725,40.39118195,-43.10726929,-80.20001221,59.30682755,25.74624825,1374,-34.6896286,-85.5401535,68.23899841,14.56034756
1375,-58.89756775,-57.64572906,-8.752437592,38.70557022,-43.30685043,-79.0415802,51.26221085,30.88474846,1375,-31.85064125,-85.74900055,60.17938232,18.83361626
1376,-56.61048126,-58.53084946,-14.99574375,8.110192299,-46.01691818,-77.94897461,52.72408676,9.922400475,1376,-36.06592941,-82.50770569,58.14680481,-11.03757858
1377,-58.01859283,-59.43797684,-16.79659081,8.286553383,-45.14057922,-80.24794769,52.31752396,24.86999702,1377,-35.77396774,-84.75333405,61.44664383,18.06217384
1378,-59.47132492,-59.20130157,-16.28643227,7.56034565,-43.63875961,-80.94182587,57.83343506,19.47289848,1378,-35.22602463,-85.68953705,65.4037323,13.35334873
1379,-58.52483368,-59.865448,6.869448662,-20.35441399,-45.04859161,-80.89533234,50.98792648,6.867438793,1379,-35.14825058,-85.30579376,56.55082703,-12.54208183
1380,-57.92740631,-59.73421097,-17.33667755,7.689011574,-45.37850571,-80.50406647,51.80004883,-0.347701699,1380,-36.35889053,-84.93984222,56.61294556,-18.03240776
1381,-56.85995102,-58.7725563,-7.024224281,-21.2848587,-46.07910919,-78.4319458,44.83178329,-8.286780357,1381,-36.1307869,-82.68300629,54.35367584,-25.93882751
1382,-56.53696823,-58.70661545,-6.951544762,-32.978508,-46.21957779,-78.03418732,43.87992859,-8.322052956,1382,-36.09024811,-82.74208832,53.94799042,-26.6242733
1383,-57.94398499,-59.84713364,-7.030325413,-33.06583023,-45.504879,-80.4983902,14.65024185,0.082223587,1383,-35.88896179,-84.846138,-5.106170177,-51.40533066
1384,-8.547719002,15.12270164,-23.04077721,7.053425312,-63.68289566,15.39705563,14.70948505,0.066368148,1384,-57.66646576,13.58641815,-5.392020226,-51.54948044
1385,-12.08305836,17.34901047,4.065294266,34.23656845,-65.99913788,19.24500847,20.77503204,8.25688839,1385,-65.75327301,17.51770782,39.19304276,3.336341619
1386,-20.4537487,20.96941948,-23.91000366,6.026411533,-70.64987183,25.51678658,21.36413002,3.555323124,1386,-68.78186798,14.69970036,-0.268775254,-43.83620071
1387,-20.83122826,21.94931602,-20.74181557,2.410977602,-71.90021515,26.77411079,20.7501812,7.024818897,1387,-72.33088684,17.49066162,-0.99553299,-48.51031876
1388,-22.21888351,21.34430313,-24.29924774,8.143745422,-71.46787262,28.90270424,20.60845757,6.876395702,1388,-71.51211548,15.79004097,-1.018185019,-48.64344788
1389,-26.02496147,22.29311562,1.884932399,39.2780838,-71.80158997,30.83448029,18.56707001,6.55728054,1389,-73.11634064,16.85908508,-0.032483414,-49.055233
1390,-57.90423584,-59.871315,2.913470268,44.93603897,-45.49170685,-80.57025146,17.56978226,3.728835344,1390,-36.27073669,-84.80013275,-1.288161635,-50.77402496
1391,-57.20861053,-60.09936142,7.177621365,47.15026093,-46.4422493,-79.99745178,14.59681797,-0.024034481,1391,-37.1908493,-83.43109894,-4.896441936,-51.38437271
1392,-48.16654205,-67.69268036,7.155107021,47.50192261,-70.41634369,-63.1626091,55.24069595,-8.823734283,1392,-51.65523148,-81.32640076,61.56122208,-22.5750103
1393,-48.33802414,-68.07558441,5.653725147,65.10135651,-70.87081909,-62.89798355,53.58551407,-9.942541122,1393,-51.57704544,-81.93566895,54.39614487,-24.80004883
1394,-48.16604996,-68.60901642,8.007703781,65.69012451,-71.2633667,-62.33676147,41.49569321,-8.29367733,1394,-52.26168442,-81.59049225,51.99164581,-26.5816288
1395,-48.21612167,-68.97694397,8.123848915,66.94574738,-71.62283325,-62.06498337,40.22488403,-7.887470722,1395,-52.27743912,-81.70767212,51.05383301,-27.15561676
1396,-48.02783203,-68.96774292,11.68326283,65.3734436,-71.48781586,-61.91939545,40.14122772,-7.843843937,1396,-52.6970253,-81.66129303,50.94439316,-27.21158409
1397,-47.60996628,-69.28329468,8.751796722,66.42713928,-71.40927124,-61.29510498,39.364151,-4.026790619,1397,-53.52632141,-81.05944824,49.89881516,-26.02687454
1398,-47.63852692,-69.05554199,11.77314949,65.65142059,-71.22453308,-61.49093246,42.10769653,0.493016452,1398,-53.07798004,-81.24022675,51.11673355,-19.79979324
1399,-46.64592361,-68.74016571,13.9483223,65.91918945,-70.24474335,-60.76247787,42.36658478,0.75650084,1399,-53.09221268,-80.23287201,51.31738663,-19.32275391
1400,-46.51464081,-68.93448639,-7.192354202,-32.93714905,-70.27809143,-60.53073883,51.09455109,7.081875324,1400,-53.36875153,-80.30407715,56.71475983,-12.36006737
1401,-46.29766846,-68.7504425,12.1131134,65.18399811,-69.8323822,-60.83533478,58.46460342,19.26924324,1401,-53.57489014,-79.49327087,65.67390442,13.11895084
1402,-45.6394043,-68.40574646,21.07794952,64.89187622,-68.73691559,-60.71272659,37.03069305,3.419113159,1402,-53.36902618,-77.99006653,41.63407135,1.005840778
1403,-42.89527512,-66.84189606,12.11983871,66.60716248,-64.94374084,-59.54933167,50.15363693,4.557385921,1403,-53.47330475,-75.16978455,55.78232574,-14.31467056
1404,-41.96574402,-65.94268036,8.459195137,64.29127502,-63.16103745,-58.82872391,50.27759171,3.98072505,1404,-53.19948196,-72.90466309,55.88700867,-14.57117653
1405,-41.96214294,-65.89576721,6.539288044,67.12767029,-63.18104172,-58.64995956,51.35064316,7.626936913,1405,-53.47997284,-73.86078644,56.87746811,-11.82701206
1406,-41.71955872,-65.29614258,18.46344185,55.6748085,-62.58805466,-58.32639694,51.17744064,2.932303667,1406,-53.22938919,-72.48901367,56.34381485,-15.54992962
1407,-43.16994095,-66.95833588,13.67172432,67.83491516,-65.32128143,-59.07164383,52.45074463,-1.023959398,1407,-53.33252335,-75.75234985,57.14504623,-18.68169403
1408,-43.83141327,-67.95513916,8.398170471,72.20770264,-66.76811218,-59.56833267,52.28047562,-0.290400088,1408,-52.84540558,-76.25429535,56.79180145,-17.96837997
1409,-42.43546295,-66.62906647,10.57738018,65.96672058,-64.40802765,-58.98698044,53.70166397,-1.78815341,1409,-53.16075134,-74.47270203,58.55003357,-19.25041199
1410,-41.82111359,-67.17171478,12.84533501,65.90200806,-63.9062767,-59.86928558,60.79527664,-6.541959763,1410,-51.95938492,-75.03000641,64.02228546,-18.97934914
1411,-41.50524902,-66.91187286,13.66335869,66.21649933,-63.58607483,-59.6353035,61.40084457,-6.563167095,1411,-52.09910583,-74.46370697,64.59269714,-18.82775879
1412,-40.07553864,-64.42725372,17.65620041,70.23806,-60.75645828,-56.58686829,53.00075531,1.807996869,1412,-50.93421173,-71.40227509,57.75534821,-16.4811039
1413,-41.02824783,-65.50430298,22.7122612,64.95716858,-62.10478973,-57.49597549,21.01474762,3.652788639,1413,-51.32434464,-72.25201416,-0.404085934,-43.68862534
1414,-40.61924362,-64.79293823,28.50955963,48.65067291,-61.43198776,-56.92739105,20.72463608,9.200761795,1414,-51.71968079,-71.55065155,40.32930756,2.75063467
1415,-39.94402313,-64.24517822,23.91767311,66.31967163,-60.76622391,-56.33924866,18.419487,4.208278656,1415,-52.09878922,-71.18773651,-1.823631167,-49.21522903
1416,-40.40764999,-65.37310791,19.77160263,66.33527374,-61.60141373,-57.68204117,16.6942997,2.836451292,1416,-53.15305328,-72.60525513,-2.742426634,-49.78400803
1417,-41.72812271,-66.60681152,18.4576149,68.89151001,-63.81670761,-58.2439537,22.05302811,6.166217327,1417,-52.11440659,-74.24118805,0.993122816,-44.1482811
1418,-41.19416046,-66.07419586,23.98426628,66.25827789,-63.0904541,-57.5027504,23.76422119,8.22379303,1418,-51.63076401,-72.70597839,35.40361404,4.47715807
1419,-42.4355545,-67.30387878,18.80385208,63.90698624,-64.7753067,-58.17794037,22.40521812,8.14547348,1419,-52.66668701,-74.95867157,37.26191711,3.967451811
1420,-41.81206131,-66.72478485,29.79351234,60.0977211,-64.07057953,-57.99196243,21.12978745,9.644347191,1420,-52.619133,-74.49977112,40.87817383,2.35764432
1421,-40.51557159,-64.5838089,42.39364243,57.28707504,-61.31279373,-56.71023941,53.23961258,-1.020200968,1421,-51.87785339,-71.75310516,57.76928711,-18.59793282
1422,-40.91912079,-64.83013153,28.29221344,56.67096329,-61.74716949,-56.89660263,52.24917603,0.193293139,1422,-51.86856079,-72.78063202,56.93280792,-17.50188255
1423,-40.36083984,-61.48850632,42.97566986,57.32397842,-58.12886047,-55.20613098,72.59949493,12.55795383,1423,-47.74695587,-70.02450562,71.30648804,-11.25932693
