GE_DE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,DE_GE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
3491,-11.50329781,-87.01535797,-21.81489754,52.66756439,57.51306534,32.89858627,-51.40927887,-61.44226074,3491,64.16217804,25.89328384,-39.71682358,-70.13850403
3492,-13.89325523,-87.38773346,64.9162674,-27.27134705,15.97785759,52.58716583,-50.80011749,-60.55197144,3492,38.96308899,40.50083923,-39.26808548,-69.09518433
3493,-24.2011261,-21.29087639,61.07818604,-22.27964783,7.601289749,12.58267689,-50.48099136,-60.00580215,3493,-13.51130867,-42.21047974,-38.74822617,-68.77924347
3494,-25.55292702,-17.38980484,65.2069397,-26.76283073,5.424920082,14.45091629,-50.06517029,-60.54607391,3494,-16.13552666,-41.45701981,-38.64965057,-68.77643585
3495,-25.50633812,-17.69896698,-21.91092491,52.63630676,5.461576462,14.23506355,-47.09883881,-60.89359665,3495,-16.24476624,-41.26891708,-33.27995682,-65.17660522
3496,-25.287117,-20.40402222,65.19882202,-26.57872391,6.263844967,12.49728489,-45.85908508,-60.80688858,3496,-14.96048069,-40.76876068,-33.24524307,-64.66197205
3497,-24.88143539,-21.3239212,61.02642822,-21.66871452,7.087574482,12.14829445,-70.13516235,-62.31636047,3497,-13.4142952,-42.19623184,-43.80318832,-76.47933197
3498,-23.84779167,-23.83817482,58.93659592,-22.25680542,10.40355968,10.78055191,-64.58374786,-63.82840347,3498,-9.791636467,-42.50849152,-43.09693909,-72.39170074
3499,-26.11440849,-20.61306953,54.98565674,-18.87439728,5.121844769,11.53435898,-64.3469696,-63.74935532,3499,-13.97957134,-39.80767059,-42.84001541,-72.77675629
3500,-6.152695656,-51.74088287,45.93779373,-6.862564087,12.22945881,10.30325603,-64.43972778,-63.11725998,3500,2.938026905,-37.62272263,-43.28364182,-73.24851227
3501,-14.23475838,-87.09588623,59.20459747,-23.49424553,46.88761139,34.14627075,-64.28166199,-63.04322052,3501,39.01455307,40.65644073,-43.12667465,-73.35086823
3502,-14.06599998,-87.25891876,59.99294662,-23.69221306,47.0351181,34.34794998,-64.12477112,-61.56083679,3502,38.96442413,40.75011063,-43.42520142,-74.29351807
3503,-14.3780899,-86.68890381,64.64453125,-23.07115173,46.7053299,33.41720963,-64.35123444,-62.14117813,3503,52.4874115,29.14442635,-43.52045441,-73.87557983
3504,-15.50882626,-82.84545898,64.97061157,-23.54356003,46.83433151,29.81462097,-70.01307678,-60.52191162,3504,54.00149155,26.25747681,-52.76344299,-78.39566803
3505,-14.49994469,-86.35466766,64.08886719,-24.01426125,46.65031052,32.96211243,-70.23696899,-60.45917892,3505,52.40675354,28.91147614,-52.83085632,-78.55526733
3506,-15.44316959,-82.61418152,60.47014236,-20.27424431,46.56695557,29.19052887,-69.36042023,-60.47533417,3506,53.87284851,26.2218895,-52.44713593,-78.08084106
3507,-14.27078629,-49.217659,54.45332336,-13.27942371,29.42530251,9.055403709,-65.70308685,-59.75030518,3507,33.30282211,2.391633034,-45.42141724,-74.46409607
3508,-14.00620842,-48.20990753,54.44834137,-13.27841187,28.89803505,8.305943489,-65.47577667,-60.34221649,3508,32.84195709,2.079748631,-44.86679077,-74.13986969
3509,-14.06499577,-49.12082291,49.75963974,4.120102882,29.47410011,8.845314026,-65.016922,-60.93060303,3509,33.2502861,2.506267309,-44.29410172,-74.28959656
3510,-14.17520809,-49.3404541,49.87197876,4.26299572,29.52631569,9.066708565,-64.68667603,-60.68142319,3510,33.32087326,2.744575262,-44.38441849,-74.1375885
3511,-23.60018539,-14.95287609,47.44333649,-1.898470759,3.013342142,15.98860073,-64.26564026,-61.03582382,3511,-18.60566521,-40.52685547,-43.89563751,-74.30590057
3512,-4.520609379,-51.19480515,45.70237732,0.420788258,10.22716427,9.885448456,-65.04412842,-61.14482117,3512,2.525331259,-38.99442291,-44.15428543,-74.2303772
3513,-4.563555241,-51.45158005,46.86329651,0.632844865,10.67319775,9.576597214,-55.24485016,-57.36566544,3513,2.820662975,-38.88481522,-43.00209427,-68.70903015
3514,-23.42096901,-16.73100662,51.08234024,-9.833817482,2.455831289,14.24786377,-56.62449265,-57.97003937,3514,-14.88167477,-39.42720413,-43.31030273,-69.68888855
3515,-24.10030365,-14.92912102,48.03773499,1.526947975,3.270088911,15.60242367,-65.02893066,-62.78588867,3515,-18.50422096,-41.24734116,-43.93290329,-73.31018066
3516,-14.2885952,-49.16349411,45.69828415,-3.189497709,29.38168907,9.036813736,-65.8732605,-61.77428818,3516,33.01683044,2.519301414,-44.52891541,-73.95609283
3517,-14.29044342,-49.26280594,48.38809967,1.063561678,29.44125175,9.097473145,-65.50141907,-62.15766144,3517,33.1154213,2.485827446,-44.45299911,-73.65140533
3518,-12.70751953,-53.59223557,50.49467087,-1.545580864,33.7411232,11.48682308,-63.22117996,-59.24555206,3518,37.27832413,6.790046692,-45.17025757,-73.85312653
3519,-12.52086926,-52.07992935,50.08598328,0.516241014,32.62494659,10.16476822,-66.96746826,-60.91783905,3519,36.83789063,6.341619015,-45.03496933,-74.50441742
3520,-11.73204994,-59.79748535,47.19487762,-3.258037806,45.25799561,27.15643883,-67.21936798,-60.60550308,3520,53.17126083,23.68235779,-45.23536682,-74.58370209
3521,-12.3926115,-50.58132172,49.51353455,3.356024265,31.54204941,8.679780006,-64.38374329,-63.34627151,3521,34.64519119,3.557193041,-43.02558899,-73.32857513
3522,-11.32531166,-51.45466614,49.51353455,3.356024265,32.65668488,8.745985985,-64.50196075,-63.34022903,3522,35.6593399,2.486352205,-43.16193771,-73.0042572
3523,-11.70972347,-52.76018906,49.81835175,1.341291785,33.58935928,9.820632935,-55.9626503,-57.96018219,3523,38.29918289,6.042840481,-42.99313354,-69.58007813
3524,-12.0581646,-53.77228165,57.72704697,-13.9036274,34.32645416,10.73386478,-55.71779633,-57.76054382,3524,38.35193634,6.337275505,-43.05391312,-69.24337006
3525,-11.6247015,-54.0423317,60.77958298,-20.32821465,34.83507538,10.34098053,-56.06612396,-57.94491959,3525,39.3116188,6.419414043,-43.21906662,-69.56944275
3526,-11.02628517,-54.45304871,62.7081337,-18.6587162,35.61683655,9.773911476,-64.93837738,-62.79089737,3526,40.84254837,6.17744875,-43.8782692,-73.24788666
3527,-14.13722801,-60.32446671,62.5645256,-18.8646946,43.71119308,30.13045692,-64.67876434,-63.57617188,3527,51.28822327,26.44875908,-43.31480026,-72.83460236
3528,-13.79915333,-59.89141083,64.86956787,-23.12198067,43.81112289,29.59405518,-55.63843155,-57.75072479,3528,51.49904633,25.95108986,-43.14083099,-69.21622467
3529,-12.85040951,-54.41149139,64.96516418,-24.33419609,34.34906006,11.82835293,-45.30529022,-78.21681976,3529,38.09835815,6.658097744,-35.03475189,-78.10382843
3530,-13.42409325,-59.37602234,65.54621124,-24.52044487,43.78409195,28.84608459,-45.43966675,-77.9360733,3530,51.66405869,25.19877052,-35.09583282,-77.90197754
3531,-13.47502804,-59.70998764,64.95584869,-22.83415222,43.87688065,29.21650887,-45.25683212,-78.15740967,3531,51.33257294,25.86274529,-35.02952194,-78.06372833
3532,-13.58285141,-59.62360001,54.7335701,-13.21858215,43.82761765,29.17514992,-45.18569183,-78.67947388,3532,51.54057312,25.84027863,-35.12438965,-78.23555756
3533,-12.24975014,-59.46131897,54.73360443,-13.21861362,44.57194901,27.63895226,-44.87859726,-78.31423187,3533,52.90474319,23.92056847,-34.9319458,-78.16702271
3534,-14.27104092,-49.70891953,51.04286957,3.001678228,29.79176521,9.406991005,-47.35110474,-79.48088074,3534,33.10047913,3.034733295,-36.2326889,-78.22780609
3535,-14.14951992,-49.70598221,50.81734467,4.267765045,29.85813141,9.316673279,-47.52626419,-79.17236328,3535,32.8923378,3.433797598,-41.31338882,-74.48357391
3536,-12.9460907,-49.34658051,50.83424759,4.610992908,30.32394028,7.856463432,-63.79133606,-64.23196411,3536,31.6410923,3.432056665,-41.68854904,-74.03999329
3537,-10.75803185,-84.53031921,51.02932739,3.161764145,51.9704628,25.90110588,-37.00865555,-75.11135864,3537,61.79369736,22.67546463,-23.45386505,-78.91319275
3538,-9.587117195,-84.68544769,58.32535553,-18.48880959,60.16395569,25.73429298,-37.47583771,-75.34470367,3538,65.7105484,21.05687332,-23.83206749,-78.84515381
3539,-6.693791389,-77.2466507,64.93050385,-21.76346588,53.47130585,12.63262653,-40.2228241,-77.20757294,3539,56.60888672,10.7954073,-24.79142189,-78.92877197
3540,-6.753214359,-77.13322449,54.5485878,-18.3953495,53.30562592,12.14570332,-40.9796257,-77.78201294,3540,57.08855057,23.75931168,-24.88606453,-79.10038757
3541,-6.685827255,-84.60482788,62.78348923,-15.54699039,62.72435379,22.47574234,-40.078022,-76.87075806,3541,68.79239655,9.424990654,-24.78523064,-78.77148438
3542,-8.743244171,-87.15822601,65.16456604,-18.50485611,63.06856537,28.54911804,-43.0041275,-77.38000488,3542,72.18102264,16.25080299,-25.26265144,-78.76032257
3543,-11.71026993,-59.75440598,65.25675964,-20.93569374,45.04788208,27.152071,-44.33439255,-78.28486633,3543,53.32457352,23.34526062,-34.71737289,-78.23695374
3544,-12.04158878,-50.91698456,65.19593811,-21.38335419,31.93322754,8.723106384,-15.52527523,-75.19839478,3544,34.57174683,2.90650034,-4.136342525,-74.46321106
3545,-11.74681377,-59.74106598,65.31051636,-21.20683098,45.0051384,27.18954086,-16.25961876,-74.78212738,3545,53.07846069,24.04891205,-4.996805668,-74.76039124
3546,-11.81094551,-48.84151077,65.15720367,-21.17211533,30.71226692,6.752409458,-16.22102737,-74.99938965,3546,31.32318306,2.137437344,-4.909670353,-74.87734222
3547,-11.44820786,-59.63206863,61.48926163,-12.97869968,44.92466354,26.92362976,-22.28684616,-78.53487396,3547,53.15162277,23.29541588,-7.509412289,-79.93262482
3548,-7.360117435,-50.18318558,58.5101738,-13.28096294,10.86122036,11.57906818,-36.88689804,-74.71478271,3548,-10.84878731,-42.47733307,-23.37791252,-78.90571594
3549,-7.360039711,-50.32823944,58.03636169,-18.24908066,11.11606121,11.44431782,18.06806755,-87.5198288,3549,3.263460159,-38.11879349,33.71569061,-71.79833984
3550,-23.91433716,-15.03482151,65.27640533,-21.65968513,3.037410975,15.48441696,17.57361031,-87.40835571,3550,-18.21194077,-41.42191696,33.3081665,-71.93727875
3551,-23.91433716,-15.03482151,65.83911896,-23.11579895,3.037410975,15.48441696,12.27439594,-84.86275482,3551,-18.28908157,-41.44361496,26.32201195,-72.34022522
3552,-24.58959961,-14.77391052,66.47650909,-25.3284626,2.87048316,15.31255245,11.68478203,-84.7304306,3552,-17.73314857,-41.93356705,25.39617729,-72.353302
3553,-22.86501884,-22.18953133,66.53881073,-25.4573822,8.893249512,13.0542717,11.26067638,-84.30780029,3553,-12.8958683,-43.33361053,24.61310768,-71.99719238
3554,-22.92852402,-22.68066597,65.3052597,-21.93723679,9.273784637,12.58937168,5.817233562,-82.01734924,3554,-12.58043194,-43.3252449,19.304245,-72.66963959
3555,-25.63700485,-17.39775085,52.92262268,-6.654699802,5.516233921,14.41232681,-15.90915871,-74.53948975,3555,-16.27087402,-41.29597092,-4.530009747,-74.43891144
3556,-22.82705116,-22.09237862,52.8588562,-6.483394146,8.832137108,13.21585178,26.57210541,-91.05463409,3556,-12.92860222,-43.44733429,42.45166779,-70.10668945
3557,-22.6414814,-23.62879944,43.69335556,1.02591002,9.888980865,12.20584488,26.65052605,-91.0752182,3557,-11.58583736,-43.47320175,42.5192337,-70.07886505
3558,-22.58347321,-23.58477974,50.95871353,3.854692459,9.910492897,12.31213379,26.70017624,-91.01474762,3558,-11.74176979,-43.48892975,42.52727509,-70.00836182
3559,-25.7945385,-17.46645737,50.28952408,2.740856647,5.743034363,14.37313557,26.3197403,-90.62553406,3559,-15.75810719,-41.8120575,41.99094772,-69.91899872
3560,-25.72491074,-17.48924637,50.05262375,3.69939661,5.64932251,14.35984612,26.96557999,-91.12762451,3560,-15.97779942,-41.61822891,42.7856369,-69.94038391
3561,-21.17439079,-9.026659012,50.31958389,2.318954229,-18.56939697,0.545277238,27.14145088,-90.30467987,3561,-19.13778687,-39.37217712,42.41439056,-69.2469635
3562,-24.17490578,-14.18276501,57.36262512,-12.32577801,3.294767857,16.27248764,26.98510742,-90.37425232,3562,-18.81174088,-41.00124359,42.33305359,-69.38910675
3563,-24.44269562,-15.61845493,58.96757507,-13.55314827,3.867778778,15.17913914,27.07499313,-90.56746674,3563,-17.72169304,-41.09140778,42.51578522,-69.49084473
3564,-25.17454529,-19.12922478,58.53435516,-17.34258652,5.481502056,13.29915524,27.22267723,-90.70028687,3564,-15.8054285,-40.64040375,42.71168518,-69.50115967
3565,-6.658842087,-51.27090073,57.91311264,-13.63357735,11.76987076,10.81785965,26.54181099,-89.84449768,3565,2.423292875,-37.04554367,41.70629883,-69.17404175
3566,-7.217089653,-53.47680664,57.2180481,-12.09630775,36.04590607,7.157532215,26.53094482,-89.75926208,3566,2.915147781,-36.40481186,41.64616013,-69.12172699
3567,-8.478561401,-54.97295761,63.15735626,-17.10278702,36.49733353,8.461935997,26.67380714,-90.04605103,3567,41.10441208,5.866325378,41.92190552,-69.2684021
3568,-8.726921082,-55.50168991,64.84403229,-20.24703979,36.7942009,8.936174393,26.78774452,-90.2324295,3568,41.20066071,6.131709099,42.1198616,-69.35137939
3569,-9.76842308,-62.73611832,65.91956329,-24.18416977,54.82339096,20.54747581,27.10755539,-90.68166351,3569,62.40748596,12.81168556,42.61770248,-69.52459717
3570,-11.28844166,-58.41230392,65.05474091,-19.30661964,37.22097778,9.651958466,27.40053749,-90.98999023,3570,41.5395546,7.075252056,43.02459335,-69.60492706
3571,-24.49903488,-15.06617641,50.86890411,4.243111134,3.483413935,15.39969254,27.40190315,-91.11978912,3571,-18.23266983,-41.3959198,43.1030426,-69.68825531
3572,-24.64352608,-21.94667625,50.93775177,1.009004116,7.840027809,11.66510391,27.41770744,-91.42123413,3572,-11.28669453,-41.81036758,43.30134583,-69.89321899
3573,-24.94314957,-21.0357399,63.53338623,-16.28857803,6.766934395,11.96742725,19.01392746,-86.97991943,3573,-12.6856842,-40.62929535,34.32774734,-70.89216614
3574,-24.52118492,-22.81661987,65.1540451,-19.40529823,9.051092148,11.08089828,20.29720879,-84.3644104,3574,-10.92442799,-41.8988533,35.10084534,-69.62109375
3575,-24.65504837,-22.83572769,63.72807693,-18.09863281,8.991066933,10.94796944,25.30084229,-87.81299591,3575,-10.72815704,-41.70563507,39.44065094,-68.11543274
3576,-24.67817307,-22.67516518,62.08906937,-13.93230724,8.76762104,11.06052113,25.88188744,-88.77404785,3576,-11.09573841,-41.9041214,40.56490707,-68.62580872
3577,-24.63676834,-21.48497772,57.83045959,-12.05723572,7.410315037,11.94501972,25.95448685,-88.91123199,3577,-11.84548569,-41.80092239,40.7048645,-68.68132782
3578,-24.18847275,-16.24097061,62.29011536,-13.92945194,3.683821678,14.5079565,26.27842331,-89.68070221,3578,-16.97857285,-39.63848495,41.41697693,-69.1601181
3579,-24.18365479,-15.9782238,63.15314865,-16.35975075,3.653296947,14.77670956,26.51059532,-89.87412262,3579,-17.02274132,-39.60774994,41.70179749,-69.20479584
3580,-24.97907448,-23.16417313,63.18029785,-16.28795242,9.24982357,10.55996513,26.72078323,-89.92029572,3580,-10.53544617,-42.06308365,41.88169861,-69.16403198
3581,-5.184492111,-50.49166107,64.38885498,-17.37320328,11.23108387,9.516363144,0.430773377,40.33863449,3581,2.2765522,-38.15420532,22.15221596,36.44950104
3582,-6.439371586,-51.7820549,62.92358398,-17.21592522,12.14695072,10.43319511,-2.377612591,42.58409882,3582,2.46838975,-37.04913712,8.20629406,41.57905579
3583,-7.530784607,-54.13106155,63.15429688,-16.80697441,36.27038574,7.443051338,18.94463921,-86.15930176,3583,3.190059185,-35.92771912,34.06606293,-70.35134125
3584,-6.357683182,-51.5787735,65.46815491,-18.75758743,11.97693348,10.41665649,18.71221542,-86.24892426,3584,2.66394496,-36.75938797,33.81544113,-70.47451782
3585,-7.021588802,-52.97449875,65.31639862,-19.06034279,35.88415146,7.042593002,6.415514946,40.84948349,3585,3.101269245,-36.02778244,26.73398781,37.0463829
3586,-25.36850929,-18.21170425,64.99262238,-19.56445313,6.212386131,13.76787567,6.327229977,40.51487732,3586,-14.99142265,-41.61441422,26.54702377,36.69681168
3587,-23.43607903,-15.25135899,62.89450455,-18.61124992,2.645323992,15.19619751,2.159923077,39.31512833,3587,-17.99774551,-42.16412735,23.37676811,35.72729492
3588,-23.26008797,-17.13288116,65.52945709,-18.95253944,2.095860958,14.07664299,28.15140343,33.39060593,3588,-17.179739,-41.67993164,45.29998779,28.50893211
3589,-4.935786247,-52.48734665,65.60882568,-18.66684532,32.83438873,2.154938459,21.44773102,39.9707222,3589,3.070131063,-38.37252808,44.53723907,30.03310966
3590,-8.686790466,-62.50844193,65.20656586,-18.09921646,55.01475143,19.28368187,17.96745872,41.65371704,3590,61.87746429,12.62143517,41.70212936,33.73482513
3591,-4.837144375,-60.50939941,61.57368851,-12.57985592,50.58195114,6.483055592,15.52249146,41.36375046,3591,56.28275681,-10.29481125,39.7376442,34.66546249
3592,-8.73868084,-62.54325485,61.26290131,-9.157608986,54.89990234,19.28541756,15.74454117,40.62912369,3592,62.12750626,12.44303322,39.514328,33.951828
3593,-8.73868084,-62.54325485,62.47040939,-10.6436758,54.89988708,19.28540611,7.699952602,40.7362442,3593,62.09332657,12.49538136,27.24938774,36.60015488
3594,-8.798042297,-62.28285599,62.46133041,-10.61046219,55.11539078,19.34117508,25.74150467,33.05256653,3594,61.50671768,12.61786079,45.12972641,26.60218811
3595,-8.265507698,-54.93315506,61.74430084,-9.78264904,36.57410812,8.281261444,23.43186951,30.43733978,3595,41.04609299,5.938259602,47.37903214,21.38060188
3596,-7.578796864,-55.18859482,47.4320755,6.771268368,36.98123169,7.793499947,32.7958374,27.18546295,3596,41.24920273,5.647276402,48.61735535,20.18699837
3597,-4.442171097,-59.40467072,60.43802643,-8.930847168,48.90748215,5.52147007,35.18224716,24.88499069,3597,44.2846489,2.068994761,50.19262695,18.14866829
3598,-7.994642735,-61.37906265,60.58856964,-9.577160835,56.17952347,18.57120895,33.89624023,24.64234734,3598,60.20480347,12.9374342,50.1911087,18.83307648
3599,-5.38254261,-59.97358322,60.58498764,-9.592980385,49.29368973,6.365108013,22.18611336,45.06428528,3599,44.46726608,2.296804428,46.60122299,34.91238785
3600,-0.483182549,-52.76314163,60.73167038,-7.417726994,30.53073883,-1.095463991,22.323246,44.90003204,3600,5.625450611,-40.55125046,46.58578873,34.74026489
3601,-22.36220551,-18.83608627,45.19042969,5.76102066,-0.328067929,12.79426861,19.90245247,38.98375702,3601,-11.16492176,-38.91145325,44.3067894,30.64424896
3602,2.963406563,-49.19822311,61.05226517,-9.597704887,-1.72283113,12.63453579,23.12735939,42.55521393,3602,8.391644478,-40.60536575,46.60318375,32.83371353
3603,-13.08493805,-20.15564537,62.59577942,-10.93067646,-5.116941452,16.13974571,29.4111824,35.82178116,3603,-7.962783813,-31.98219109,44.55456543,33.19053268
3604,-13.02278328,-19.76197815,61.73036194,-10.64422989,-5.555783272,16.24593925,22.28880882,42.8912468,3604,-8.290178299,-31.77666473,44.93900299,33.29515076
3605,-13.27933884,-18.92146492,61.03140259,-9.742222786,-6.529593468,15.94952583,20.17518425,44.31149292,3605,-9.497412682,-32.25656128,44.0790863,35.01440048
3606,8.316425323,-46.96330261,60.59381485,-9.598311424,30.00682068,-19.38641357,20.47746277,44.31667709,3606,18.76114273,-35.50466537,44.46611404,34.94309235
3607,32.91294479,-63.92947769,59.92853165,-8.757323265,74.29427338,-13.68216228,22.56106186,43.80895615,3607,31.91926575,-12.3352108,45.92564011,34.0728035
3608,33.44123077,-63.89448547,52.05702209,-5.133655071,75.15124512,-12.85166836,22.52692032,44.61773682,3608,32.04642868,-11.75750637,46.50506973,34.53473663
3609,36.9062233,-62.38245392,60.98882294,-9.273644447,42.16988754,-48.19113541,59.72583008,28.41845131,3609,26.58739662,-6.174632072,72.10266876,13.44575214
3610,40.51870346,-61.43647003,59.92066574,-13.13324833,38.86380005,-50.52505875,49.5171814,17.23425674,3610,25.81204033,-4.166594982,57.1410675,13.98079109
3611,40.1492424,-61.27804947,59.82597733,-13.99998093,38.99087906,-50.11230087,48.79784012,17.45143127,3611,26.03666306,-4.063210011,56.88920593,13.81579399
3612,40.0287056,-61.18648148,60.3707428,-12.62793922,39.01179123,-49.94802094,48.5032196,17.61117935,3612,25.70931435,-3.74420929,56.92189407,13.61068249
3613,39.8002739,-59.80294037,60.38160324,-9.958134651,33.59577942,-47.83623123,49.14030457,22.17798615,3613,27.75067329,-6.397314548,65.39231873,18.10757065
3614,40.54380798,-62.12246704,59.85700607,-9.696358681,39.71357727,-51.71715164,49.19278717,22.5338726,3614,26.84038734,-2.876754999,65.27301788,18.31305313
3615,40.83870316,-59.88729095,51.84272766,-4.860690594,31.90966034,-52.73318863,23.53909683,42.42526627,3615,24.98801994,-4.118953228,46.63113403,32.49685287
3616,40.66467667,-59.77340317,51.84272766,-4.860690594,31.9562645,-52.41939545,63.22792053,21.00587273,3616,24.10386848,-4.302785397,72.10004425,0.319267124
3617,40.43052673,-59.90800858,53.87347031,-5.731494904,32.0056572,-52.33136749,55.01464844,2.952609301,3617,24.69997025,-4.431337833,59.10108185,-15.96443462
3618,40.53641891,-59.96766281,60.47131348,-7.668321133,32.03477478,-52.39704514,55.13037872,3.469703913,3618,24.54256058,-4.228304386,59.1103363,-15.44373035
3619,41.2856369,-59.62145996,52.11919403,-4.623753071,31.50630188,-53.11591721,44.45571899,-0.658159196,3619,23.78748512,-3.98230958,52.55101776,-18.40027428
3620,42.05878067,-59.3791275,52.72794724,-4.404770851,33.1510582,-51.15037918,43.83669281,-5.882023335,3620,22.89234924,-4.27500391,54.57992172,-27.35919762
3621,37.65096664,-47.00619888,45.04608917,5.888453007,27.84364891,-38.45154953,54.50359726,7.387059689,3621,30.56750298,-7.599155426,58.64526749,-12.04883003
3622,40.25801468,-42.97744751,44.74160004,5.965200901,21.2476368,-42.79632187,62.34117508,14.29370022,3622,15.10651588,-4.40903616,70.12007904,2.023748636
3623,37.5874939,-47.0426445,51.39653397,-7.169882298,27.94326782,-38.37096405,61.20029068,27.44397736,3623,31.11177444,-8.621917725,70.5224762,14.71034431
3624,10.66884232,-46.63680649,49.67607117,-8.970153809,29.32739067,-21.10390663,59.68035507,27.53230286,3624,19.70410347,-35.04265976,70.41069794,14.08588982
3625,10.15882683,-46.47937393,48.62068176,-6.570126057,29.10814667,-20.28529167,41.079422,-8.245687485,3625,18.85984421,-35.89994812,51.51762772,-26.63991356
3626,13.93242359,-47.5687561,48.62076569,-6.570254326,30.38777351,-25.20170212,66.47003937,1.923365235,3626,19.94598198,-30.31126595,69.32337189,-11.01098919
3627,12.65360928,-49.77390671,54.73690033,-9.493171692,41.85239792,-12.65121174,58.36965561,21.09115028,3627,23.07068443,-32.69933319,66.46102905,13.75321388
3628,-14.02149105,-20.46804619,32.42614365,0.234397024,-4.053875923,15.5234127,61.49102402,17.22689438,3628,-8.318063736,-33.06066513,70.0296402,0.703252375
3629,-14.06539154,-20.45793915,54.87566757,-9.046020508,-4.044812679,15.48743248,61.50507355,16.60854721,3629,-8.254831314,-33.19579697,70.34421539,0.178994566
3630,14.44423676,-47.96677017,52.9989624,-16.30689049,31.98929977,-25.91099548,61.45848083,25.87647629,3630,20.7048912,-30.18065834,69.65785217,15.037323
3631,35.78552628,-44.60290527,57.31432724,-6.231876373,25.25482178,-35.10203934,63.13138199,31.69909286,3631,11.9287138,-8.67327404,70.72129822,16.82646561
3632,42.46919632,-58.90024185,43.17780304,9.101905823,33.90101242,-49.83080292,-5.12902689,-12.40638828,3632,21.31973457,-5.315838814,-11.68762112,-4.746549606
3633,42.64173126,-60.71946335,40.12267303,11.68841934,36.25186157,-51.44375229,-9.018863678,17.92777252,3633,23.8083477,-2.532353401,-27.88064194,-18.55291176
3634,42.46140671,-58.94059372,36.14714813,7.933785915,34.11882401,-49.7384491,15.00424385,-19.44799042,3634,22.56352234,-4.238348007,1.890895963,-13.58474922
3635,35.55760574,-43.04141617,36.32962799,8.12970829,23.33391571,-33.64957047,23.72677994,-17.33852577,3635,9.652471542,-9.331569672,0.175437242,-17.07631302
3636,9.784995079,-45.60454178,40.1821022,11.44043732,27.44637299,-19.72414398,28.84605789,-14.64801693,3636,19.18959999,-34.30323029,12.96223164,-33.19273758
3637,39.10964584,-45.28318024,-1.095990062,56.33268356,27.19761658,-41.77929688,28.52690887,-14.31133842,3637,17.45244789,-6.715119839,13.13765621,-33.44604492
3638,42.60780716,-60.47387695,-1.119394779,56.95524597,36.07282639,-51.17292023,38.50666809,-13.07266235,3638,24.14448357,-2.612659454,12.46389484,-29.83109856
3639,41.33150482,-61.9375,28.84500504,17.03458786,38.53936768,-51.24708939,41.51767731,-10.98679447,3639,25.77907753,-2.849004984,52.59024811,-27.17841911
3640,35.36668396,-59.13998032,29.41542816,18.46821976,43.70560837,-48.33896637,39.46693802,-4.098898411,3640,26.07679367,-9.60333252,50.25749588,-25.95241928
3641,26.89044189,-59.54878616,29.23126793,19.56822586,49.31483078,-37.8540802,-47.90457535,-6.714776993,3641,29.64892578,-25.82821846,-57.70442963,-8.912379265
3642,12.50775337,-50.03351212,29.29919815,19.71038628,42.60591507,-12.41525745,-55.09712982,-16.18895149,3642,23.92485428,-32.90042114,-57.03634262,-0.965427041
3643,10.94114876,-49.2879982,28.98633194,18.98209,38.42623901,-12.23566532,-15.79591846,-29.56242943,3643,21.86176491,-34.24702835,-18.08023262,10.64161396
3644,29.16981506,-50.06316757,1.761401534,55.24831772,29.19171524,-35.61012268,-2.586932898,-27.95001221,3644,24.7049675,-22.10608864,-11.58218861,5.076227665
3645,29.16984749,-50.06157684,-5.71067667,45.8343811,29.19171524,-35.61012268,0.309501499,-22.81639481,3645,23.2324791,-19.78129768,-8.686749458,1.516514659
3646,34.40904236,-54.83221054,-2.412754297,66.31542206,37.97032547,-40.58673096,-61.43988037,17.4994545,3646,21.92272186,-10.48783112,-74.80250549,-3.708714962
3647,33.91016006,-54.23991394,-1.424983978,68.13786316,37.85042191,-39.43747711,-62.7209053,12.47183895,3647,21.2616291,-11.55451393,-71.59700012,-6.756011486
3648,33.66491699,-53.59651184,7.826960564,69.48188782,37.57220459,-38.77315903,-66.72387695,13.3088541,3648,21.48133278,-9.986645699,-73.92020416,-6.351227283
3649,37.72186279,-39.73852921,7.155830383,60.08600616,25.19847488,-41.58506775,-67.6958847,14.69142056,3649,18.1871109,-6.725394249,-75.29263306,-5.675675869
3650,36.15724945,-37.52703476,21.97674942,49.41255951,16.00258446,-36.08453369,-61.96534729,17.62470055,3650,-0.551469445,12.3027916,-75.33244324,-3.741635561
3651,34.46278,-34.81761551,7.50941515,46.87565231,3.037437677,-27.64181137,-67.45199585,15.10176182,3651,-0.412041426,12.18559647,-75.2495575,-5.547843933
3652,26.0241375,-39.03680038,17.26352501,62.57086182,8.49720192,-22.56230736,-59.92580032,16.47831154,3652,1.320540786,-5.573275566,-73.54299164,-3.578842402
3653,28.0239315,-40.61657715,19.89433098,54.80330658,10.58320522,-28.18443298,-63.77363968,23.64290428,3653,17.98330498,-13.62656879,-76.90944672,-0.886532545
3654,-0.983468294,-46.19582367,22.02158165,48.25738525,10.72546959,-10.95783997,-68.71086121,11.16440201,3654,-2.259399891,-30.92542458,-74.70511627,-7.22619915
3655,-29.59662628,-22.36894226,21.71932983,52.10123062,2.546187639,0.287563324,-68.71084595,11.16441822,3655,-13.25088787,-47.96448898,-74.70613861,-7.226150513
