GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
157,-23.90364456,-3.018874407,-39.87558746,-63.00253296,11.79809189,-35.53918076,63.91950607,49.18423843,157,-67.43305969,16.9734478,-35.18447495,67.40940094
158,-23.90630722,-2.93816781,8.155929565,-83.28463745,1.227697492,-0.933629692,65.0359726,38.90374374,158,-66.80856323,16.25161934,-42.5202446,70.46852875
159,-24.67586517,-1.7053653,-23.88176727,-76.37971497,24.63163376,-24.56125641,64.40290833,-0.842548013,159,-67.76306915,17.39650345,-24.64770317,35.02035141
160,-16.6421814,-4.950116634,-5.114539623,-80.47189331,8.790009499,-17.35378647,67.98010254,3.522764921,160,-66.63436127,22.75719833,-19.12180328,31.50118065
161,-13.6844492,-15.4173851,-36.11407852,-63.86766052,18.78652191,-31.20096016,58.65330124,-5.205542564,161,-47.30194092,40.82844162,-15.82640076,55.11645126
162,-36.56819916,-5.991965771,-23.81171417,-76.42591095,28.0935936,-22.41088867,60.17811966,-16.14159966,162,-52.69935989,31.77802658,-28.93572426,58.04064941
163,-37.2934494,-5.413654327,-35.81473541,-64.50495911,19.48833275,-31.29904747,69.90313721,-12.36603165,163,-54.71534348,27.28751373,-34.06158447,56.60377121
164,-36.96873093,-5.52054739,-33.20209122,-65.13523102,17.70274734,-30.5705471,70.71268463,-9.308859825,164,-57.59158325,23.93027115,29.65793037,28.82123566
165,-37.88858032,-4.82853508,-12.20555305,-77.25896454,14.03299046,-26.25209427,66.39024353,-0.522485256,165,-76.0940094,12.06062794,-17.6817646,18.55688286
166,-37.67892075,-3.977689028,-35.83869553,-56.73976898,7.216725826,-47.75912476,70.11201477,-18.66845894,166,-69.56656647,8.011979103,-11.26363564,-77.48123932
167,-29.43147469,-2.880174398,-35.88716125,-65.29476929,19.59989929,-32.67476273,66.4278183,-21.1686573,167,-68.60456848,8.327180862,-30.15703011,30.34096718
168,-15.9453392,-4.31978178,-5.489385128,-82.10928345,18.85119438,-20.15977859,64.76345062,-22.83579254,168,-69.54355621,18.89426613,-39.99129486,69.44534302
169,-47.93861771,-0.215820745,-23.81172562,-76.42590332,28.09358025,-22.41092873,64.09445953,-26.94812012,169,-70.13006592,-2.546984911,-32.20144653,63.61035156
170,-53.95592499,-0.531096637,-20.23681641,-77.96951294,29.36878014,-23.03378868,61.25305557,-24.59572411,170,-71.55345154,-2.076658249,-17.07584763,30.38699532
171,-47.87639618,-5.517057896,-16.40492249,-77.79238892,20.95440102,-20.38279533,63.75590515,-45.78575516,171,-72.20214081,4.399588585,-28.03574562,36.59162903
172,-46.64149857,-6.888862133,-39.88209534,-62.78901291,11.24048615,-35.64008331,64.3197937,-46.46305084,172,-75.46640015,11.28099632,-31.14621544,30.09821701
173,-46.76132584,-7.353763103,-39.53365707,-63.17075348,11.96556473,-35.4629631,56.84615707,-53.19345474,173,-55.85309219,23.28880119,-20.89439583,51.79214859
174,-46.61353302,-8.213247299,-11.30645084,-77.34906006,18.75473213,-21.25597382,39.14722443,-68.47848511,174,-51.44538879,28.2532692,-20.58499527,36.19940186
175,-52.46242523,-4.964369297,-15.94488907,-75.40763855,13.77681446,-23.23021507,56.72273636,-49.99734116,175,-79.93083954,0.211250156,-19.75440979,32.57962036
176,-60.66280746,1.183989406,-7.35609293,-80.95995331,21.2803688,-20.43618584,35.23251724,-65.38228607,176,-75.88877869,-8.127269745,-26.41485405,56.3663826
177,-65.58019257,-2.27274704,-34.99717331,-64.93071747,15.55436516,-31.27224541,39.41453934,-71.00448608,177,-71.98439026,-27.98950577,-18.69254303,56.62043762
178,-70.69499207,-1.432427406,-20.38666725,-74.10679626,15.1192627,-31.9305439,30.24167633,-74.44463348,178,-70.26267242,-28.42485428,-3.471503258,-50.75815201
179,-63.08590317,-5.306331635,2.113111019,-68.43295288,7.865887642,-24.0610199,31.31014824,-75.16282654,179,-72.90856171,-16.62839127,-15.73191357,51.65122223
180,-63.21691895,-5.419139862,-41.53514481,-57.77391052,13.2453928,-41.92493439,30.03895187,-76.95715332,180,-72.8538208,-17.07869339,-14.66414833,44.45972824
181,-78.17563629,-21.86390305,-41.84212112,-60.1583252,15.85412693,-41.71689606,21.7839756,-84.3804245,181,-41.71540451,15.2918644,-18.39395714,27.25405502
182,-72.68080902,-16.48891258,-42.78807831,-52.82227707,0.681560993,-40.82228088,30.75326729,-75.9209137,182,-86.15215302,-9.560986519,-34.40031433,56.84677887
183,-68.88531494,-11.30181408,-53.40852737,37.83488083,-1.558114052,-61.95762634,28.73029137,-76.75280762,183,-81.28692627,-5.40083456,-33.72317123,56.54934692
184,-69.46674347,-11.36676788,-47.17786026,-55.68356323,3.841019869,-46.63792419,26.97595024,-77.99088287,184,-77.50536346,-27.91968155,-35.04523468,55.35153198
185,-68.94739532,-11.27904987,-4.136387348,-30.82648659,-10.7495985,83.47202301,25.52368736,-78.19208527,185,-83.1598587,-11.83025551,-21.52163887,32.86940384
186,-68.08122253,-11.39383698,-55.14929199,57.46024704,-19.68516159,-75.74203491,27.19739151,-77.46949768,186,-83.2542038,-8.45473671,-41.17657471,69.10877991
187,-73.84487152,-16.06999016,-42.22698593,-59.94102478,16.23452568,-42.518013,26.31896019,-78.65969849,187,-82.98722076,-12.37125587,-32.48875046,64.88499451
188,-62.44216156,-5.777058601,-52.9161644,58.15557861,-22.4114933,-73.03770447,22.70067024,-85.02644348,188,-79.36781311,-8.829076767,-15.45851994,18.63855362
189,-64.03205109,-8.924628258,-48.90308762,-56.13685989,5.026598454,-43.18780518,33.92935181,-75.49784851,189,-83.52501678,3.363901138,-40.12271118,68.93508911
190,-62.32556915,-9.814974785,-43.74666214,33.61203003,-7.740488052,-61.79770279,57.75648117,41.99619293,190,-50.08848572,26.35892105,-17.32896423,30.84763527
191,-45.70290756,-5.416292191,-54.95112991,57.25598145,-18.8070755,-75.73364258,65.53804016,3.919588804,191,-70.21401215,-2.061050653,-35.91236115,67.40596771
192,-31.7890377,-8.665319443,-52.2879715,35.43053055,-1.208219767,-58.7811203,59.88899612,47.71434402,192,-74.05617523,11.42140198,-25.27336121,54.13654327
193,-46.01663208,-5.617316246,-47.36933899,34.19350433,-2.379835844,-59.94789505,60.00510025,-13.5487442,193,-72.05046082,3.728970766,-28.1460495,33.21201324
194,-48.5271225,-6.845368385,-32.71376038,70.56359863,-32.76477814,-46.4548645,59.75658798,-52.58411407,194,-79.64405823,7.421990395,-24.81237984,31.1594162
195,-48.62691498,-6.807722092,-46.96336365,-55.1493988,3.766461372,-46.51973724,31.61271477,75.20797729,195,-75.68286896,6.253139019,-34.81264496,66.98560333
196,-46.71682358,-7.066277027,-64.7096405,55.08106613,-15.31092072,-84.66957092,59.00698471,48.42354584,196,-56.62369537,21.06969833,-22.86958885,35.55826187
197,-46.45813751,-7.406413555,-49.05389023,51.16126633,-20.09506035,-64.34001923,65.70585632,-11.72529793,197,-56.61211777,20.99740982,-30.53286743,54.94972229
198,-51.83163834,-5.528132439,-61.58572006,56.61253357,-16.01814651,-81.55114746,64.14705658,-48.29801941,198,-55.21961975,20.05738831,-18.81260872,56.36595154
199,-52.0233345,-5.363206387,-47.34108734,-54.5551033,3.148342609,-46.55764008,42.31907654,-65.96039581,199,-80.00270081,7.12555027,-15.43227386,54.80561447
200,-51.46521378,-5.398880005,-46.76692963,-54.66609192,2.492206812,-45.68649292,42.11977005,-69.66526031,200,-72.82860565,2.252916098,-27.73666382,34.82381821
201,-46.09793854,-8.343092918,-42.92004776,-52.81261826,0.515876472,-41.55593491,40.20481491,-70.95691681,201,-56.29940033,22.30872726,-28.76303673,60.76468658
202,-57.5499115,0.410881579,-38.71458435,-53.74101639,11.17984962,-42.41864777,48.43998337,58.02822876,202,-66.31243134,-19.50429916,-26.62275887,30.4209671
203,-72.88710785,-1.823182821,2.480141878,-67.07457733,-0.473971903,-22.64477539,29.82748032,64.88845062,203,-78.66375732,-4.874651432,-28.02732658,29.9961853
204,-64.54222107,4.118467331,-52.75125885,30.98369789,33.10074997,-21.51348686,25.93859291,62.00002289,204,-63.61778259,-24.97873497,-30.95776367,54.46291351
205,-53.65089035,2.335592985,-44.09233475,44.43663406,-21.8014164,-51.55488968,27.09609795,63.75233078,205,-59.17378998,-23.25558853,-22.23352814,51.79122925
206,-64.02404022,4.134057999,-57.4587326,57.79066849,-18.03511047,-77.0004425,67.94696808,3.287276745,206,-60.08689499,-26.74261665,-19.97913361,30.31958389
207,-66.55036163,-0.216957018,-64.39742279,55.93286514,-15.24877644,-83.68505859,68.6262207,2.821943045,207,-60.05382156,-31.78602219,-37.64340591,65.33487701
208,-65.56860352,1.947581649,-44.15168762,-55.48112488,7.892353058,-46.7726593,66.43966675,2.808408737,208,-65.59052277,-21.55765152,-13.60918331,47.17160797
209,-58.31287384,-2.770013094,-37.97982407,-55.31782532,0.990243852,-40.87506866,65.75905609,44.00979996,209,-75.13648987,-8.021947861,-17.64214134,24.93731308
210,-73.27578735,1.82340157,-52.05922699,58.03427505,-22.40582085,-72.87176514,46.17920685,58.71822357,210,-73.51099396,-24.8010273,-18.92439079,50.45985413
211,-58.52881622,-2.543740034,-53.59953308,39.73620987,-6.20857048,-64.63578796,56.77266312,48.2923317,211,-67.22052765,-16.20947266,-24.28782082,53.58985519
212,-72.5528183,-1.146261454,-53.58439255,37.39300919,-1.084999323,-61.76428604,58.93755722,40.88305664,212,-77.54233551,-6.578039646,-18.12003899,56.11395264
213,-54.76774979,-0.042447262,-36.59392929,71.15509033,-97.24173737,-1.393370271,60.21939468,40.07569122,213,-67.23196411,-15.32916164,71.47730255,5.634793758
214,-55.34389496,0.146289289,-37.01340485,-47.19270706,5.161128044,-38.35427475,64.57940674,-7.529063702,214,-69.87470245,-14.93403912,-27.63251877,31.29377174
215,-53.61707306,0.679155767,2.144857883,-68.37967682,7.220094204,-23.61691666,69.15567017,-11.57930756,215,-65.65246582,-18.32264519,-31.15302467,60.53229141
216,-46.11424637,-5.446955204,-40.59350967,-62.92193985,16.73254395,-39.46730804,68.04218292,-0.846287489,216,-69.74082947,5.42081213,-36.28323364,67.07365417
217,-46.2493782,-5.536678314,-60.88362503,56.60618591,-15.89767742,-80.78649902,66.06080627,44.87084198,217,-73.19100189,8.379925728,-26.44803238,31.60360718
218,-49.41260147,-5.217627525,-52.99755478,54.76509857,-18.279356,-68.31768799,70.51106262,-18.64548874,218,-73.9704895,7.519219398,-29.19156075,60.90656281
219,-49.32546234,-5.233267307,-39.13924026,-51.71725464,1.484782577,-43.62065887,62.37979126,-25.31903648,219,-73.94854736,8.096105576,-39.13941193,69.21279907
220,-53.34138107,-0.753659487,-49.00266647,-56.45272446,8.492156982,-47.81437683,67.82577515,-17.34381485,220,-71.36125946,-2.12428093,-43.85054398,70.99762726
221,-52.62034607,0.562824607,-40.80538177,-63.07529449,17.1802063,-39.75373459,64.19907379,-5.869704247,221,-57.88575745,-16.86969566,-29.61575699,53.95515442
222,-59.48113251,1.753334641,-42.71747589,36.54693222,-9.149446487,-58.55550385,59.67582703,40.25347519,222,-66.06552887,-16.29329681,-28.23918533,57.76681519
223,-51.91510773,-5.126195908,-46.04843521,-53.86094284,-0.121534824,-45.09793091,58.0704422,42.17023087,223,-75.7534256,6.677885532,-37.51665878,65.28523254
224,-59.86087036,-6.418699265,-38.28076553,-55.88990784,-1.929958701,-33.54636002,60.25167084,-23.58933449,224,-54.07490921,20.22563553,-23.15110016,53.17845535
225,-59.97615433,-6.375573158,-47.39494324,35.97687149,-6.023126602,-58.4700737,61.06427765,-45.42219925,225,-81.17076111,2.286105633,-23.35849762,52.62979507
226,-64.24417877,-0.92444545,-48.49991226,48.46946335,-18.45314789,-64.27261353,32.31045151,-67.20034027,226,-72.63717651,-17.77651024,-16.0357132,50.88461304
227,-61.36328125,1.129731655,-36.85478592,-46.94605637,5.261321545,-38.97529602,33.97304916,-64.27333832,227,-70.04688263,-15.91688156,-21.36727524,51.70730972
228,-59.52614212,1.528419733,-47.32654572,49.43101501,-21.19388771,-62.57924652,54.50815201,-48.92695999,228,-69.78052521,-16.24478912,-37.38838577,55.38830948
229,-64.95547485,1.114861608,-43.46813583,32.92181778,-16.50567055,-65.11769104,58.79088593,-42.38663101,229,-75.13066864,-3.587708473,-23.70011139,35.34979248
230,-50.73691559,0.083943427,-35.91629028,-56.04336548,6.650864601,-46.43650436,58.17187119,-17.72920799,230,-64.87736511,-14.13928032,-36.19176483,52.99214172
231,-49.08930206,-0.215589285,-54.18159103,39.03801727,-1.931969285,-63.61264038,43.22237015,-69.48345947,231,-66.1730423,-8.945010185,-15.33786106,32.60493851
232,-49.25188446,-0.249243975,-53.40852737,37.83488083,-1.558625102,-61.95799255,60.30348969,-51.77585602,232,-66.28400421,-8.862392426,-29.23132706,54.8297348
233,-57.21749496,0.59559536,-53.04069138,35.49622726,0.842268586,-60.43408203,41.83444214,-65.00305939,233,-67.49497223,-16.0012722,-28.75733185,29.69022179
234,-57.27229691,0.588892221,-38.13649368,-56.92071915,2.999938011,-42.71044922,56.40193176,-53.01570511,234,-65.83273315,-19.42386055,-31.43339729,30.12581444
235,-50.85495377,1.886985064,-65.30970001,56.55829239,-16.78903389,-82.88731384,60.14252853,-51.81574249,235,-62.49905396,-21.55452728,-29.08116341,56.79641342
236,-47.84682846,-0.263102949,-52.50047684,55.64856339,-17.59984589,-68.23645782,41.032444,-68.91529083,236,-68.17457581,-4.602499962,-37.65898895,55.57863617
237,-47.34845352,-0.233022198,-35.08557892,-52.99201965,16.00553513,-24.15074158,62.60213852,-45.48196793,237,-70.87289429,3.061432362,-35.70170593,53.26974106
238,-48.0870018,1.079914212,-63.59164047,56.3066864,-16.54914665,-82.12076569,60.36598969,-15.84659386,238,-65.88204956,-9.427139282,-22.05846024,36.1310463
239,-54.90874863,4.201516151,-39.84276199,-51.20798874,0.494425178,-41.27464294,57.20912552,-7.5364604,239,-65.86283875,-10.30909443,-17.88849831,57.33530045
240,-55.04197693,4.251508236,-57.84101868,57.2132988,-18.02923775,-78.22171783,71.63131714,-17.51307106,240,-67.58405304,-15.695611,-34.06147766,56.02315903
241,-48.4736824,1.276803493,-46.69639206,35.61117554,-6.687997341,-60.75103378,65.60904694,1.412920833,241,-63.41567993,-13.57357216,-33.48564911,55.81838989
242,-48.81465149,1.178039432,-42.38218307,-56.70476151,11.35333538,-40.32752228,69.50932312,-11.41108322,242,-65.24932861,-10.04332638,-33.91617966,56.58176041
243,-49.03620911,1.22058785,-40.48402405,-56.19264603,12.73597622,-42.69545746,62.09932709,-5.796853065,243,-65.03147125,-10.1401577,-36.61635208,53.25612259
244,-38.02986908,12.45455074,-57.02311707,57.43953705,-18.2785244,-76.74469757,65.30341339,-13.84531116,244,-55.17688751,-20.93484688,-13.89325047,27.53084946
245,-56.55733871,3.22486949,-43.58652878,-53.97783279,4.254889488,-44.38006592,60.4627533,-4.867054939,245,-69.72845459,-5.699475765,-40.17870712,69.60700226
246,-49.84861755,-7.038365841,-47.87999725,34.50503922,-2.093658209,-59.3371048,60.05625153,-3.330674171,246,-56.35211563,20.46138954,-28.77548027,57.31151199
247,-49.52451324,-6.673026085,-47.87420654,49.08244324,-18.90365219,-64.49861145,61.99207306,-7.04872942,247,-74.73919678,7.650431156,-15.45851898,18.63855171
248,-57.07701492,3.270474195,-52.42709351,58.2272644,-23.2190876,-72.24324799,62.68735123,-13.08565807,248,-73.37147522,-6.456914425,-28.99482536,30.37078857
249,-59.6651001,7.078908443,-48.83618164,-55.82940292,6.146553993,-47.67493057,66.64936066,-20.70355415,249,-65.21525574,-19.78744316,28.32405281,28.75053978
250,-59.95576096,7.534219742,-49.67330551,51.97542572,-18.33681679,-66.4776535,60.89635849,38.98879623,250,-70.72126007,-14.3840065,-32.77281952,65.4025116
251,-60.01079941,7.685755253,-40.41838455,-57.97544098,14.10033131,-41.04299545,50.37477493,-46.48007202,251,-70.8640213,-14.8555851,-26.91473198,56.76267624
252,-58.8799324,7.109772682,-39.33594513,-61.27274323,15.36285591,-43.76848602,62.59352112,-46.35100174,252,-59.94360733,-27.55000877,42.25960922,26.94161224
253,-48.05113602,5.387405396,-47.79151154,32.02799606,0.1370745,-63.21905518,39.14994812,-58.23685837,253,-56.72980881,-23.67046738,-25.37418747,36.57197189
254,-43.40752029,-0.052549429,-43.43160248,35.85245895,-8.292808533,-60.09925461,39.17130661,-51.91918945,254,-64.42032623,-3.283841848,-25.06382179,30.76472282
255,-61.61681747,8.892124176,-38.33961487,-53.78266907,9.367181778,-43.79084396,32.11014175,-58.90613556,255,-80.76232147,1.862906814,-33.83073807,66.06880951
256,-39.6954155,0.020942183,-52.9623909,54.39280701,-15.5620966,-75.98681641,22.58089256,-76.00260925,256,-69.26340485,5.401906013,-18.58240318,-62.29478836
257,-46.53406525,-3.680342436,-43.89417267,45.52410889,-21.26169968,-59.5930748,40.96919632,-58.62956619,257,-72.91009521,4.673422337,-15.5333252,54.91059494
258,-46.29804993,-3.413495302,-36.74506378,-52.39415359,9.865979195,-44.66828156,64.41955566,-26.03347015,258,-68.80558777,-4.125601768,-23.71741486,35.75583267
259,-46.73844528,9.90559864,-43.15108871,36.74423218,-9.852018356,-59.47590637,52.88467789,-49.04605865,259,-58.87349319,-23.11645126,-10.45209217,43.67677689
260,-46.66286087,10.14759636,-44.47505569,35.47447586,-6.993993759,-60.04451752,59.95892334,-37.44326782,260,-55.61898422,-29.66986656,-22.85377884,50.49863434
261,-51.06864929,9.224764824,-46.78512955,47.58839035,-18.3904171,-62.73792267,63.41072464,-45.78648376,261,-57.74386978,-20.21230888,-33.65032196,55.91450119
262,-55.29218674,8.023547173,-32.14321899,72.67747498,-96.52405548,10.42056084,56.31934357,-41.33550262,262,-65.80260468,-10.09028053,-18.07530212,58.16971588
263,-59.85237122,8.906769753,-41.01282883,-58.66584778,12.8583231,-40.86101913,55.38414764,-45.24698639,263,-74.34286499,-2.049758196,-36.26099396,55.07123566
264,-58.58762741,8.359420776,-49.80455017,48.10732269,-6.739805222,-65.28983307,50.19208527,-45.01089478,264,-65.52935791,-18.84933662,-10.33424664,-78.00273895
265,-48.31799316,-2.717528343,-57.13496399,56.5486412,-17.4260807,-77.34272003,69.84824371,-11.7052803,265,-71.75614929,2.93923974,-39.49948502,56.8548851
266,-56.77993774,5.742499352,-41.06673813,-55.13433838,11.33017063,-40.08584213,66.68518066,-6.281843185,266,-75.04079437,6.801857948,-34.83019257,54.72237396
267,-49.73690414,1.295740962,-49.84305954,52.05897522,-17.65918159,-66.89389038,65.51171875,-13.8756628,267,-64.02006531,-2.598861456,-23.6589241,53.4457283
268,-49.86129761,1.422195554,-60.50458527,56.44397354,-16.23098564,-80.48387146,65.68223572,-12.30664063,268,-63.50085449,-10.122715,-26.62507057,56.20903397
269,-50.13786697,2.124020338,-65.31661224,55.13931274,-15.2997818,-84.72550964,65.29450226,-24.61766815,269,-57.65406036,-20.62015724,-29.32554817,55.01901245
270,-50.34581757,2.11455512,-47.02552795,33.37932205,-0.682321906,-63.33435822,49.58568573,-41.58101273,270,-58.52083969,-24.17243958,-16.79081345,25.27156448
271,-42.11752701,10.74683762,-53.01210785,39.74139023,-6.221511841,-63.70877457,49.65200806,-50.29598999,271,-59.55841446,-13.06316185,-23.04292107,50.83728027
272,-43.96310806,10.75053215,-50.66057968,52.57981491,-8.452854156,-67.59049988,64.13990784,-14.64976692,272,-63.16031647,-10.35802841,-30.9871769,60.78539276
273,-41.5217514,10.34735489,-46.27797699,36.19699478,-8.136929512,-60.16720581,60.74854279,-15.31427002,273,-58.38027191,-12.17422676,-25.65598106,31.70362663
274,-41.35166168,10.03997898,-47.23851013,36.70644379,-7.723241329,-60.80447769,59.60150146,-21.91670799,274,-58.93412781,-9.195485115,-29.12322617,60.80832291
275,-40.88537216,3.986819267,-43.98925018,45.67655563,-19.9818306,-60.11016464,39.71032715,-64.39566803,275,-71.58738708,0.429367214,-17.37685585,18.47982979
276,-36.80667114,4.428904057,-43.5604248,36.27519608,-8.980679512,-59.44902802,54.12637329,-49.84666443,276,-67.43109894,6.447776318,-27.09634018,53.99440002
277,-44.07879257,-2.64049387,-53.72361374,34.19404984,2.804949522,-59.37467575,51.82386017,-50.0204277,277,-67.58683014,-1.315448999,-28.43531036,55.01645279
278,-38.08503342,-3.73862648,-48.45443344,-55.31268692,5.516263485,-47.25624466,62.76241684,-45.97035217,278,-69.61412048,7.302767754,28.28454018,28.62312317
279,-28.60727119,-8.044059753,-49.31766891,-58.46565628,18.74036789,-43.75928879,57.73054123,-38.56707764,279,-71.35499573,16.58185387,-29.85306931,61.42771912
280,-33.47735596,-2.133595705,-41.83737946,-50.68105316,-1.732526422,-40.78204346,66.65622711,-27.37832642,280,-70.626297,13.2816143,1.497931719,-65.21394348
281,-75.64385986,-26.95679855,-48.12046051,34.91584396,-2.386119127,-61.00419617,65.99979401,-27.71852684,281,-90.46968079,-9.14491272,-21.5088253,29.9421463
282,-73.13236237,-22.26005936,-39.72436523,-62.31225204,15.86918545,-43.79256821,56.51096344,-42.25377655,282,-87.22741699,-12.13811684,40.80173111,29.25884056
