GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
160,-32.54636765,-78.07209015,17.3201828,-5.973134518,-31.8252182,-60.58592606,17.75220871,-64.31954956,160,-58.64979935,-44.66675568,-13.39617729,-75.52301025
161,-33.99890518,-77.23826599,16.46942329,-5.10270977,-39.67147064,-58.9956665,27.93352509,-57.49617386,161,-62.91010666,-39.40255356,-10.03651142,-76.41404724
162,-34.85858917,-77.18323517,17.44574165,-6.303171158,-52.32305908,-55.6558075,18.71175766,-64.811409,162,-58.48846054,-44.17033005,0.450939208,-75.01171875
163,-32.58824921,-78.00824738,16.53046417,-5.579273224,-34.597229,-60.32462311,27.89872932,-57.22257996,163,-63.06591415,-39.15196991,-13.64137268,-75.59189606
164,-31.69229507,-78.21434784,17.20337486,-6.317192554,-24.99280548,-64.0898819,27.00458336,-58.46950912,164,-58.84935379,-44.80821609,-24.95199585,-72.95501709
165,-31.46588326,-78.13525391,18.94286919,-7.484657764,-25.40423393,-66.41400146,15.09206867,-65.57489014,165,-52.49067307,-51.82435226,-24.50271797,-72.86392212
166,-31.60387421,-78.24467468,19.01839638,-7.759517193,-25.04032135,-64.19281769,16.0504055,-64.12505341,166,-53.3595047,-51.40250015,-25.08978844,-72.79838562
167,-34.21169662,-77.71160889,18.73838806,-7.533576012,-44.68727493,-55.3818779,12.08439732,-66.59072876,167,-50.88075256,-53.38946152,-8.14471817,-76.69718933
168,-32.47324371,-78.21826172,18.64311218,-6.96848774,-31.48059654,-59.82890701,15.6541357,-65.67058563,168,-52.76833344,-51.42711639,-17.66157913,-75.49922943
169,-32.18068695,-78.28455353,18.38846207,-6.89645195,-25.79893112,-61.32067871,14.87393761,-65.80356598,169,-51.57365036,-52.79163361,-24.9447155,-73.33288574
170,-31.75548744,-78.36873627,18.89547157,-7.00696373,-25.36016464,-62.96879959,14.30718327,-66.00847626,170,-51.29172134,-53.27053833,-24.85630989,-73.14686584
171,-31.04196548,-78.42627716,20.54035378,-7.891851902,-25.6844883,-66.20448303,11.64254093,-66.48672485,171,-50.34706116,-54.61007309,-28.74522209,-70.78348541
172,-30.97401428,-78.42241669,20.85420418,-8.215957642,-29.36692047,-67.59568024,9.212668419,-66.59013367,172,-42.05207062,-60.66875839,-25.75338745,-71.65598297
173,-31.41230774,-78.65101624,21.05955505,-8.318577766,-25.90645218,-63.75915909,6.700901985,-68.22218323,173,-40.84246826,-61.23390579,-25.48035812,-72.73677063
174,-31.18498611,-78.70496368,24.30821419,-10.68779564,-16.12888336,-69.50771332,-9.460813522,-70.49429321,174,-30.12996101,-69.25016022,-30.64498901,-69.36266327
175,-30.6970768,-79.00397491,25.04381561,-11.22170734,-26.00723076,-69.27542877,-10.45025158,-65.54594421,175,-27.05548286,-72.5682373,-29.28869438,-71.14195251
176,-27.87063217,-78.64344025,32.22354889,-11.99928951,3.291884661,-79.28759766,-30.34036636,-58.12473679,176,-14.81316662,-76.31770325,-48.33320618,-52.89294052
177,-31.27507782,-79.17169189,25.01406097,-11.16384888,-31.20811844,-61.78556824,-25.11353111,-61.48902893,177,-25.45201874,-73.5455246,-27.24235725,-71.77534485
178,-29.67478371,-78.93372345,18.96277046,-7.2961483,-12.44160366,-69.42338562,11.46058559,-66.26945496,178,-50.6584053,-54.10682297,-37.98363876,-63.00756836
179,-27.0405407,-77.99459839,17.53090286,-5.786712646,3.25276041,-79.03305054,17.10243607,-64.3059845,179,-55.79526138,-47.15047836,-52.61244965,-49.42552948
180,-28.14221001,-78.0719223,17.58320427,-6.254891396,-10.97550678,-70.93533325,18.10749054,-67.09428406,180,-54.65248871,-47.33979034,-46.64419556,-54.50507736
181,-26.30315971,-77.49782562,17.60722733,-6.769889355,4.271992207,-69.92125702,14.24757767,-65.92642212,181,-53.35786438,-50.43621826,-55.87543488,-46.16876602
182,-27.49089241,-77.36746979,18.60964394,-5.64089489,-11.26045799,-71.6213913,15.83861351,-64.91537476,182,-53.74041748,-51.04546356,-46.74196243,-54.1665802
183,-27.12742996,-77.56326294,18.76649475,-6.385557652,-1.827236533,-72.2351532,12.40123558,-67.68855286,183,-51.301651,-52.78405762,-50.16965103,-51.69618607
184,-22.82746315,-75.96199036,20.78822899,-8.086946487,14.95575237,-66.6498642,4.18632555,-69.0526123,184,-40.82674789,-61.1216774,-58.75892639,-43.96411896
185,-27.22187614,-77.94281769,21.81415749,-9.012049675,-0.026068661,-71.14015961,-5.085246563,-69.35107422,185,-38.28627396,-63.51118851,-50.05916595,-51.64899063
186,-34.4090538,-79.36087036,25.89658165,-11.9998455,-45.09616852,-50.9825592,-26.12430954,-58.86434555,186,-24.95646095,-74.43766785,-13.23801136,-77.10458374
187,-35.04637909,-79.271492,32.27050781,-12.08067703,-53.02255249,-47.73529053,-36.96789551,-54.31106186,187,-13.153512,-77.06587982,-8.99597168,-79.18785858
188,-34.22488403,-79.25064087,32.29020309,-11.86029911,-36.96496201,-54.026371,-44.92476654,-52.86795425,188,-11.05000591,-77.64356232,-18.04673004,-75.91767883
189,-27.45468521,-78.14814758,18.72055054,-6.251302719,-0.576142788,-70.94282532,9.562719345,-68.27728271,189,-50.96658707,-53.49808884,-48.36069107,-53.89971924
190,-29.63537788,-78.53586578,27.03537941,-6.136846066,-11.47436905,-70.80986786,-15.7577095,-69.01430511,190,-30.94945145,-69.32077789,-38.06762314,-62.63204956
191,-36.337883,-71.53504181,27.29301453,-6.04308033,-43.51575851,-57.9161377,-16.3640728,-69.28385162,191,-30.63334846,-69.40751648,-17.93830872,-75.61830139
192,-38.21318436,-69.28417206,26.66098213,-5.715789318,-40.47060776,-67.06987,-6.287623405,-69.85292053,192,-39.32736588,-62.31369019,-22.61027336,-71.17929077
193,-30.71034241,-68.32474518,29.07400131,-0.109307766,3.736945868,-87.03392029,-38.35045242,-68.53456116,193,-22.7170887,-71.39198303,-57.38440323,-41.0820961
194,-22.53754425,-64.83757782,21.32228851,1.613028407,30.76182747,-66.58554077,18.09909248,-76.04747009,194,-57.85467911,-43.54334641,-67.59593201,-27.91304207
195,-21.37246323,-70.61315155,11.61161709,6.329196453,36.18560028,-61.1636467,40.55251312,-40.62018204,195,-74.45402527,-21.58031845,-74.75337982,-22.07499313
196,-21.44754791,-70.66049957,12.00228786,5.510528564,35.07592392,-62.05557632,42.63040543,-49.06970978,196,-66.88946533,-27.09936142,-74.33443451,-22.47742462
197,-28.25706673,-69.65559387,11.83347321,5.479176521,4.102535725,-82.83158112,41.86341858,-43.99520111,197,-74.75156403,-21.38470268,-58.49406433,-42.74942017
198,-21.72389984,-72.11499786,12.69728088,4.788135052,25.98145294,-67.4803009,42.79782867,-55.80493546,198,-67.3428421,-26.63710594,-67.01829529,-30.95160103
199,-21.50084877,-70.26914978,16.43303299,2.925638199,33.3512001,-64.03870392,27.89532852,-66.74391937,199,-61.82358932,-36.77748108,-74.73991394,-22.25489616
200,-15.44333458,-68.86382294,15.29832172,3.545258284,41.33546448,-42.73034668,35.88732147,-59.27058792,200,-64.91957855,-32.21821594,-83.72299194,-16.89967728
201,-14.84417057,-68.44789124,7.950146198,4.679838657,30.31902504,-12.06759548,24.32047844,-6.453936577,201,-88.87732697,-14.49690914,-89.02144623,-14.31825924
202,-18.56457901,-65.45378876,10.1971674,5.696816921,42.0425148,-35.9668045,29.44904518,-8.746582985,202,-84.44710541,-15.1211319,-90.19296265,-13.64782238
203,-14.42563343,-68.0925293,6.706902027,5.689653873,27.7165432,-4.173992157,12.87165928,85.30430603,203,-11.86883259,41.57350922,-19.68109894,43.2059288
204,-13.72471809,-68.95307159,6.832124233,5.315562725,27.23420715,-9.187360764,12.72076893,85.21089935,204,-13.82491493,40.66021729,-20.05094528,43.94678116
205,-13.26471806,-68.91513062,6.492285728,4.7614007,24.08836555,-6.474395275,6.922562599,86.4500351,205,-11.14992142,41.88919067,-17.7041893,42.94843292
206,-13.12595654,-68.92701721,6.590643883,4.59877634,35.70400238,27.02488518,28.47572517,37.7660408,206,-21.03945351,43.5932045,-14.81763649,42.59549332
207,-13.14533901,-68.04921722,6.631687164,4.646958351,28.61236,37.08823395,32.8826561,31.92084503,207,-90.53833771,-13.02913666,-13.69204903,42.16123962
208,-14.33252716,-67.66142273,6.803789616,4.609895706,30.85991669,24.29849243,28.57953453,39.15793228,208,-90.71927643,-13.14035892,-17.03149986,41.55643463
209,-13.24047375,-67.48219299,40.59184265,-18.73583794,28.39211273,39.56230927,23.54986572,-6.363403797,209,-80.28231812,-23.50013351,-12.96254635,41.98995209
210,-13.19038868,-67.46361542,19.96595001,7.28700161,28.2815609,40.5021553,30.86882591,24.03462982,210,-66.8085556,-21.57588768,-12.81886387,41.98681641
211,-13.03360939,-66.92569733,21.28749084,8.325685501,28.51908493,40.5587883,28.84561539,-9.835251808,211,-75.60695648,-23.76299667,-13.66685581,41.24408722
212,-13.45286179,-66.10928345,21.10751915,7.994927406,35.77788162,36.67030334,11.77409649,85.09920502,212,-80.86092377,-15.22008133,-15.92988014,40.14489746
213,-13.78716755,-66.28598022,19.8568821,7.361649036,29.576931,42.74718475,12.64389896,82.67530823,213,-80.14707947,-13.0589962,-16.84322548,40.30820084
214,-13.48871994,-65.44352722,39.92031097,-19.06119537,29.25177574,42.27720261,-14.75980473,87.92229462,214,-19.91767693,43.57817459,-14.86260414,40.2200737
215,-13.68198967,-63.61441422,11.54445553,9.914805412,35.98057556,37.04390335,29.6145401,42.88588333,215,-83.25096893,-12.07231522,-16.01479149,39.81954575
216,-14.53928947,-62.74997711,11.36768341,9.076714516,27.7076416,25.0308857,28.22805595,40.79524612,216,-86.76526642,-13.90652847,-21.22643471,42.62393188
217,-13.28991699,-61.74271774,0.586412668,15.48965454,-4.251478195,88.75694275,-46.9108429,67.87630463,217,-5.403955936,36.56188965,-12.69600487,37.25986481
218,-13.56958675,-62.17329788,0.695452273,15.41580391,7.604337215,85.17806244,-40.90595245,73.29397583,218,-5.485735416,36.2562027,-14.93467522,38.21115112
219,-13.24166679,-61.81863785,4.031462669,14.35061741,-10.40250015,87.63735199,-48.94739151,66.76252747,219,-4.492198467,32.26110458,-12.9123621,37.25993729
220,-5.034996986,-59.84778595,-10.85434532,16.25260162,-17.04382515,-39.77925491,-49.27399063,-9.546043396,220,41.29016113,23.78072548,-6.749307156,38.63428879
221,-1.8646245,-59.30926132,-9.068570137,11.31194496,-31.69228554,-18.36125755,-67.06150055,-24.80712128,221,-2.214539051,13.3023634,35.60662842,22.88099289
222,-2.633070469,-59.53845215,-9.032382965,11.29535389,-49.96178055,-5.70624876,-66.94306946,-24.87348938,222,-6.626990795,10.32719326,-9.559765816,40.31164169
223,-27.87054634,-60.7222023,-8.964363098,11.18514919,-19.25180244,81.08408356,-67.4604187,-24.67165756,223,-28.27977753,21.26625633,-91.01312256,-14.39981937
224,-28.36636734,-60.64176178,-9.198682785,10.95346642,10.20174313,86.62935638,-77.45444489,21.86636925,224,-70.94548798,31.32430649,-84.96869659,-18.48953056
225,-54.23515701,-57.54291534,-9.822257042,9.880106926,27.86491585,-10.2177515,-65.23317719,32.17057037,225,-70.49891663,30.94647789,-79.90257263,-23.42538834
226,-27.97012901,-60.77509689,42.91062546,-23.34480667,12.80242348,85.41101074,-22.18606567,67.73994446,226,-42.15084457,-48.6771431,-80.44704437,-15.86913967
227,-28.21689415,-60.69802856,43.27669907,-23.73721123,35.83198929,28.95995903,-57.8872261,-42.10961533,227,10.6867342,-63.11628342,-81.0298996,-19.03120995
228,-28.22963333,-60.72232819,39.84613037,-22.66291046,24.20175934,-6.546900749,23.15256691,33.02955627,228,-27.32477188,-33.28030014,-78.48514557,-22.83614349
229,-36.40774918,-63.68943405,-7.957906723,9.718801498,19.63456726,-76.43247223,-8.630004883,62.1912117,229,-11.91292,-19.98497963,-28.28567314,-57.58880997
230,-35.99113846,-63.66227722,-7.968099117,9.752586365,29.46848869,-62.79565811,-25.16058922,52.57742691,230,-11.28996181,-12.27119064,-46.51585007,-58.15982437
231,-28.05918884,-74.42693329,-7.967023373,9.763169289,21.53502083,-67.4585495,-28.20777893,50.20072556,231,-11.3004961,-12.26143742,-36.46134186,-60.47655106
232,-28.85410881,-82.88518524,20.5712719,11.15769672,3.842653751,-79.3248291,24.00135422,-7.261944771,232,-46.71618652,-30.59872437,-37.7856636,-61.09896469
233,-28.92381096,-82.95281219,20.54636383,11.19540787,10.4351244,-77.81182861,24.35453033,-7.558156967,233,-46.58390045,-30.91040039,-38.4632988,-60.7941246
234,-29.20728302,-83.22035217,20.53118706,11.22900581,10.59940147,-69.1337204,23.84802246,-7.185686588,234,-46.33542252,-31.13848305,-38.39812088,-60.8357811
235,-29.42749786,-83.37475586,20.48592377,11.27283573,9.755957603,-69.35527802,23.83363724,-7.247858047,235,-45.51479721,-32.44094849,-38.03752518,-61.39320374
236,-36.40468597,-84.45735931,20.46496391,11.30600739,17.31853485,-64.46756744,24.60448074,-7.84329319,236,-39.29508209,-36.32315826,-50.22557831,-59.17499542
237,-36.9875145,-84.41640472,28.2653141,-16.32772636,9.917269707,-67.54582977,28.04407883,-58.09878922,237,-52.31188202,-44.79875565,-48.85216904,-62.5020256
238,-36.7759819,-84.4082489,28.77354813,-16.07086182,13.73699379,-66.10958862,27.50769806,-60.26289368,238,-51.8697052,-44.92278671,-51.09292603,-59.88331223
239,-36.37771988,-84.46662903,28.75835419,-15.814188,17.09479523,-64.40517426,17.82329369,-67.28361511,239,-50.02935791,-59.32291794,-50.91777802,-59.32340622
240,-36.55610657,-84.51929474,28.9910202,-15.58473873,8.78761673,-67.43759155,26.13009644,-60.16579819,240,-52.13959122,-44.8327179,-40.81455612,-63.62221909
241,-37.01234818,-84.37989807,29.10412407,-15.07405949,8.668990135,-66.93898773,10.94789124,-67.48860931,241,-48.06937027,-60.89819717,-42.03108597,-62.6197319
242,-38.47396469,-84.58766174,29.4957943,-15.93525124,-8.311480522,-67.53960419,18.72706032,-64.67701721,242,-48.85183334,-59.24619675,-23.16415787,-73.43872833
243,-39.09121323,-84.32310486,29.87721252,-15.55197048,-11.17423153,-69.19065094,17.98766899,-67.74952698,243,-48.11459351,-59.28303528,-18.46581078,-68.85004425
244,-39.88472748,-83.2978363,35.77208328,-12.77896118,-26.69185257,-64.13063049,-3.835223436,-80.85803223,244,-23.62932777,-64.49674988,-2.234725475,-73.86332703
245,-39.93253708,-83.22606659,36.06322861,-12.70884895,-25.81793022,-64.02235413,11.05484581,-78.24673462,245,-28.7269783,-59.52014542,-5.657008648,-73.97077179
246,-49.218853,-67.11805725,36.01823044,-12.60543633,-34.98035812,-60.81324005,-0.439611942,-71.76605225,246,-25.6133728,-63.53014755,0.320761204,-71.29348755
247,-49.14146423,-66.89104462,35.82320404,-12.57857227,-40.05033875,-58.92942429,-11.55617809,-71.60946655,247,-18.84833717,-68.41384888,1.270633698,-70.23638916
248,-48.99084854,-66.60279083,35.79945374,-12.62356567,-36.92021942,-60.77236938,-11.17793465,-71.78746033,248,-18.87347984,-68.43447113,0.577418208,-70.00309753
249,-48.30448914,-64.74806976,36.88141251,-10.81006813,-40.73773575,-58.87269974,-8.949328423,-70.68203735,249,-26.12651253,-63.29499054,0.762243688,-69.85891724
250,-45.74773407,-64.40638733,34.59017181,-2.75359726,-25.58869934,-67.24718475,-2.609999895,-82.46695709,250,-27.2430191,-60.29375076,-11.14813423,-71.58438873
251,-46.01433182,-64.36773682,33.63004684,-1.95451808,-29.57956696,-67.73113251,10.43717957,-78.32950592,251,-32.93219757,-59.0206871,-7.560938835,-69.39522552
252,-42.52901077,-54.68064499,32.83078766,-0.916021049,-1.90296793,-83.75166321,9.646118164,-81.10382843,252,-31.77996254,-58.25156021,-24.01636887,-58.98728561
253,-43.33898163,-53.86579132,32.50092697,-0.613212824,-2.732510567,-84.20983887,19.69343567,-76.08149719,253,-31.25022697,-57.14971542,-24.12752533,-58.47309875
254,-43.39916611,-53.66676712,35.60765839,3.143357038,-0.529948175,-83.90876007,23.3128376,-69.46865845,254,-43.21927643,-40.18946075,-26.37656403,-56.75398254
255,-42.87084198,-54.24674606,45.7170372,-2.524435282,5.484259605,-82.5736618,18.55202675,-76.91291809,255,-30.58803368,-47.6588707,-27.75618362,-56.92448807
256,-43.50404739,-52.73823166,45.7170372,-2.524435282,12.81237888,-80.55091858,18.55202675,-76.91291809,256,-30.58806038,-47.65889359,-26.72035599,-55.22533417
257,-46.51572037,-49.58835602,45.72192764,-2.875165462,-9.642997742,-82.61319733,7.550410271,-82.47048187,257,-27.15235138,-50.94171906,-19.25185776,-56.88047409
258,-47.96660614,-48.87991333,45.37860489,-2.844821453,-24.46618271,-73.89758301,3.167718649,-84.29421234,258,-24.974823,-53.04345703,-9.864200592,-55.037323
259,-65.00772858,-35.08338547,46.47969055,-2.349998236,-25.21340561,-73.41094208,19.81660271,-71.59056854,259,-31.03845596,-47.01389313,-12.54046822,-53.90074921
260,-63.22809219,-35.73142242,45.92582703,-2.682656765,-8.631391525,-80.63761139,8.391644478,-80.07720184,260,-28.42074203,-49.98309708,-26.30496407,-51.3529129
261,-63.72758865,-35.54792404,47.37269974,-3.785867929,-26.25415421,-71.19364929,1.634484649,-84.14323425,261,-26.53966904,-50.81146622,-18.65810585,-56.76439667
262,-67.93366241,-35.84306717,46.78447723,-1.831619143,-35.9337616,-69.86540222,20.93436241,-70.80976105,262,-30.55212975,-47.25205994,-11.9855938,-45.56293869
263,-67.86016083,-35.8723793,47.60416794,-2.957254887,-35.84859467,-69.62516022,17.49663353,-77.11647034,263,-30.05907059,-47.21257019,-11.67355537,-45.70601654
264,-64.61990356,-35.09656143,46.96988678,-3.384075642,-10.60776043,-79.9723053,8.022307396,-80.90809631,264,-29.01976776,-48.38427734,-22.87656212,-52.75027847
265,-67.27999878,-35.31482697,46.75677109,-3.418553591,-34.05467606,-70.10553741,1.615286231,-84.11858368,265,-26.19969749,-51.42274094,-11.32914066,-45.69709778
266,-67.87587738,-35.520504,47.46443176,-3.531738758,-36.90491486,-69.42016602,8.499300957,-80.75789642,266,-29.20637512,-48.0350914,-10.91632748,-45.28477478
267,-67.56791687,-35.41991425,47.65986633,-3.851500273,-31.69669914,-70.30723572,7.286302567,-81.09119415,267,-29.02524185,-48.04362869,-11.87955952,-45.58531189
268,-67.30208588,-35.59658813,48.57876968,-4.115749359,-31.43082619,-70.01683044,12.08992004,-80.59281921,268,-29.0979805,-46.6823082,-12.51841068,-46.18761444
269,-64.16283417,-34.46033478,47.75284958,-3.424724817,-21.35163689,-75.57855225,9.346283913,-81.62904358,269,-28.69948578,-47.6882019,-12.71782303,-53.68986893
270,-4.322231293,-62.02742386,46.77022934,-1.835374355,52.23175812,-2.555908918,21.73637772,-69.72762299,270,-31.61829567,-46.88051224,46.53599548,14.3372612
271,-66.19477081,-34.90815735,-5.70058012,15.52128506,-36.17580795,-69.81827545,-17.94013023,-27.10933685,271,46.62785339,13.10835075,-11.03769398,-45.9303627
272,-66.72898865,-35.05935669,48.48186874,-3.797339678,-25.67020607,-72.97530365,20.83454514,-72.15233612,272,-39.5091362,-37.95094681,-13.23058128,-45.99071884
273,-66.43235779,-34.53873825,47.01390457,-2.845073223,-22.64461899,-75.10284424,18.61694717,-77.31890106,273,-29.55410194,-47.45307922,-12.97036076,-45.72881317
274,-68.52171326,-34.60200119,48.04473877,-1.909042239,-37.36883163,-70.07865906,26.31650734,-66.01618195,274,-40.47574997,-37.05831146,-9.557687759,-40.68214417
275,-66.19855499,-34.16472626,47.90862274,-2.341483355,-26.68037224,-72.2059021,23.22415733,-68.25198364,275,-39.28512955,-37.77013779,-11.50924301,-45.68819427
276,-67.40779877,-34.73780823,49.74728394,-5.027596951,-22.69632912,-75.26356506,8.312932968,-81.91061401,276,-28.69149017,-40.42357254,-13.24541473,-45.1472168
277,-68.61833954,-35.4689064,-5.646789551,15.47511864,-31.79450226,-70.02859497,-52.20751953,18.50660896,277,46.26953125,13.1338644,-12.74382114,-44.45289993
278,-6.261929989,-61.75579071,-8.937096596,10.1981287,-25.57984352,-8.750817299,-30.81128693,52.9663353,278,-85.99185944,-1.732579708,45.53517532,14.2317009
279,-5.108271599,-60.25485611,43.15445709,-23.70898056,-57.98927689,46.17729568,32.86656952,-48.36289597,279,1.316136718,-78.34840393,-8.758055687,39.84633636
280,-54.49943924,-57.53383255,39.94514084,-22.58403969,39.39131546,-45.34300995,-22.11180305,67.83275604,280,-63.78503418,-25.50596619,-72.81697083,-29.33729935
281,-53.20780182,-58.05888748,51.66067123,-5.399615765,28.52951241,-3.904279947,13.81004906,-75.44886017,281,-27.12776184,-39.71134567,-76.30154419,-16.09751129
282,-70.0447464,-33.63053894,51.68877792,-5.65291357,-23.27317429,-75.0946579,7.603434086,-81.09049988,282,-25.41883659,-41.49397278,-15.24451923,-39.71492386
