DE_DL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,DL_DE,F_source_embedded,,F_target_embedded,
2490,-5.965313435,-73.29837799,34.45041275,13.43721962,3.930780411,37.05660248,72.35468292,15.66578388,2490,-20.47503471,40.23564529,33.20890427,39.14793396
2491,-45.53115845,-51.81153107,-24.0626049,91.31559753,2.109328032,42.26393127,74.78627777,15.17125893,2491,-20.51566315,39.84392929,33.47483444,39.05558777
2492,32.49151611,-31.7421608,61.73616791,-14.8599577,10.40139771,32.57180405,76.52082062,16.7435894,2492,-10.32936096,20.85759926,29.25565147,40.32337189
2493,-73.87633514,0.448627204,15.01360703,60.43721008,5.649035454,38.34625626,76.81526947,16.42729187,2493,-17.68404007,30.41216278,27.39251709,35.84297562
2494,57.36979675,-12.86534214,89.71297455,12.00360203,3.376895666,37.6079216,76.8572998,16.1532135,2494,-17.96526718,30.5607338,37.16465378,34.07347107
2495,-16.97214317,-84.47930908,-50.13943863,51.7533226,4.275909424,36.25098801,76.23699951,16.05980492,2495,-9.57179451,20.18545532,36.91815948,36.32818222
2496,-47.33872223,13.98032188,46.04633713,70.22274017,3.648651838,34.83804321,62.0784111,10.24600124,2496,-10.01716805,18.4978447,25.33259201,40.61525345
2497,-15.93171215,-76.20096588,33.35046387,8.083751678,2.333217859,37.23650742,67.30950165,10.27871513,2497,-20.37064934,25.39791679,28.45685387,37.848423
2498,-31.48134232,-63.68099213,-18.37155342,65.81584167,-4.889706612,41.46725464,68.10085297,9.917180061,2498,-22.45550346,40.04050827,35.18165588,35.96260071
2499,8.943406105,-51.58054733,-3.917639732,2.597251892,-3.358605385,62.01547623,71.40241241,2.965753555,2499,-45.55752182,36.94460678,31.05177498,38.42763138
2500,-67.22568512,-31.33076668,22.7851162,34.37853622,-17.40468597,77.09694672,69.9538269,3.546800137,2500,-41.70087814,42.3724823,32.17783356,35.55088806
2501,12.23631287,-63.45443344,-4.274930477,-5.09569025,-19.67418289,78.01277161,51.46600342,8.831004143,2501,-46.55740356,32.10255432,39.44844055,21.1048584
2502,-2.00824976,-60.68129349,-16.93841743,14.60100651,-25.40491295,76.30094147,30.96200752,15.87231541,2502,-45.15335846,32.5988884,25.13073349,28.14035988
2503,-20.43055916,-73.20204163,-51.36407089,50.02035522,-9.576555252,75.55268097,59.97832108,-8.664774895,2503,-45.05992889,32.34627914,39.82567215,21.13632011
2504,-76.29943085,-17.52445793,11.75927734,71.52511597,-7.896071434,74.57491302,60.03801346,-8.243443489,2504,-24.59698677,46.37867355,40.03031921,21.31591034
2505,-79.52316284,3.335526705,15.2345562,51.05997467,-7.157062531,74.38153076,59.85815048,-8.282885551,2505,-48.09315491,31.40512848,40.51882935,27.88238907
2506,-70.65867615,15.19133472,15.9646616,68.39530182,-14.37375069,74.16360474,58.84043121,-7.921238422,2506,-48.22032166,29.53033638,33.91230774,36.52145004
2507,-35.90086746,-23.61800385,2.172388554,41.60791397,-26.29593849,63.40590668,52.14509964,-6.853308678,2507,-44.96477127,35.20310211,31.03341675,36.8515892
2508,-16.13804817,-80.92371368,23.61494064,10.62116337,-15.68648529,64.11029053,47.53993225,-12.67114353,2508,-26.64711952,43.44350815,38.04838562,20.97075081
2509,6.570025921,-33.02154922,-20.96715164,6.118689537,4.881531715,45.14270782,59.58865738,-18.93126106,2509,-14.13757229,27.28984261,39.86548615,20.42982864
2510,-74.336586,9.669800758,9.411102295,75.6259079,2.44733572,44.51268768,60.04207993,-7.44516468,2510,-14.95420456,26.92418861,38.98218536,21.6503849
2511,51.37952805,-15.1819582,82.62441254,7.239444733,4.691660881,38.06916046,57.52513885,-2.598355055,2511,-15.78044128,25.88842964,25.36997604,28.06641769
2512,-75.0770874,-0.394209564,29.91092873,56.62808609,5.285149574,37.89320755,55.85302353,-4.895127296,2512,-16.92707443,18.27256393,24.59659004,37.04067612
2513,25.89428139,-48.97011185,-0.214310855,-6.266816616,4.141551018,34.79043198,31.69246483,-25.47303391,2513,-16.86968231,19.22974586,32.24511337,15.59953213
2514,-49.67517853,5.996459484,31.6334362,56.11504364,7.427821636,40.44674683,48.26137543,-16.9622364,2514,-12.59009075,29.62858772,41.40817261,19.36755562
2515,-67.05485535,-17.46764755,14.0538063,41.72926331,3.095819473,43.31275177,-21.71388817,-22.91062737,2515,-14.20586586,22.3360405,58.79610825,19.47173309
2516,-11.68361759,-56.68507004,-29.76828766,37.4999733,5.247920513,38.69918823,-23.60001373,-21.92277145,2516,-14.7928009,21.89780998,51.73135376,20.78348923
2517,-66.52431488,-22.52058601,-16.23897934,23.27117157,4.546363354,38.72351074,-23.58377075,-21.88717842,2517,-13.42833519,21.99329185,51.75108337,19.24897766
2518,28.29402924,-19.54505348,80.9733429,-24.96905518,6.625854492,39.1643219,-40.11281204,-10.41861153,2518,-14.45502567,29.35839844,43.19566727,19.24827194
2519,50.4519577,-57.0010376,52.89838028,34.19844055,5.76059103,39.84398651,-21.70912552,-22.98104858,2519,-13.83807945,27.88055038,52.30258942,19.63912582
2520,-35.36885452,11.86279869,49.38908005,70.95658875,5.011590481,38.0354805,19.70868874,7.299921513,2520,-15.52848721,18.84976006,42.99801254,0.581050098
2521,-54.89511108,18.05582047,38.5215683,75.63840485,7.240818024,40.56959534,21.52324486,6.66838932,2521,-12.49924374,29.50267601,50.37567139,21.79561043
2522,-49.57974625,-71.12326813,12.63229275,11.55377769,6.015575409,38.67421722,34.29849625,3.666195154,2522,-14.64605713,27.19942093,55.7602005,23.43331337
2523,-65.05905151,16.28746796,30.09514809,50.50599289,7.339143753,37.94313049,34.60513306,3.898719072,2523,-15.04825497,21.37187767,62.18848801,20.69236374
2524,-28.70767021,-30.92726517,-21.09771538,37.66459656,8.490557671,36.86127472,34.18514633,3.897074461,2524,-16.45459366,20.00652695,62.07205963,21.18823624
2525,52.52094269,-6.977035999,70.91512299,11.09100723,4.225930214,34.50129318,33.83082962,4.231100082,2525,-20.18886948,20.20030785,62.47948456,21.60647583
2526,-8.578402519,-36.12984467,-21.34264183,34.63598251,4.225883961,34.50130844,24.69270134,13.148036,2526,-20.18886948,20.20030785,59.77932739,23.79250908
2527,64.79660797,-17.50842476,86.02381897,-11.98332214,0.180124953,34.24729156,17.33593178,17.43410683,2527,-17.57086754,21.77471542,12.28121948,51.53819656
2528,-40.82668304,12.50423622,32.63200378,79.32346344,-0.341463059,34.84218979,17.18901253,17.23267174,2528,-47.85836792,39.37914276,45.06298828,43.84968948
2529,35.60639954,-34.29592133,22.38208389,-17.68516159,-13.0089941,43.06248856,25.0763073,11.66927242,2529,-14.67677116,25.08411789,45.20603561,43.92386627
2530,-25.69808006,-80.82981873,24.10562897,5.420050144,-6.201382637,63.68349838,17.23476028,14.06797028,2530,-49.23854065,39.00122833,52.74440765,20.70391464
2531,10.25619411,-47.47088242,-6.193536282,6.338519573,-9.56727314,67.62236023,-42.6975441,-1.891000152,2531,-22.67421341,36.46026611,16.96748352,39.58414841
2532,-58.25677109,18.00310707,34.6221962,80.94948578,-7.849766254,60.20582962,-42.27653122,-2.424299717,2532,-23.51137352,45.12991333,17.99032211,38.1414032
2533,-45.72877502,-37.6799202,-42.34414673,55.21500015,-1.546884656,63.78407288,-40.32885361,-2.850674152,2533,-18.86893845,37.44256592,18.01338959,38.40330124
2534,64.09164429,3.654074907,71.85175323,11.01992702,-5.397163868,68.74810791,-40.61453247,-5.528234482,2534,-55.1177063,31.75449753,17.83427238,38.65345383
2535,-43.21466064,17.21114922,25.07325554,86.89828491,-7.049994469,65.43904114,17.55153847,13.78630543,2535,-50.31827927,35.6912117,17.96996117,37.46616745
2536,-65.79080963,-31.20079422,23.15881348,36.20169449,-17.4443779,69.24331665,-37.04932785,-7.095588207,2536,-28.24843407,42.2034111,18.03212357,38.20030975
2537,-17.1857338,-60.07598114,-39.60706329,64.33603668,-16.82588959,76.19353485,-37.18129349,-6.802390099,2537,-29.77481079,46.94467926,43.09082413,19.7812748
2538,-13.09012699,-37.87324905,-29.60875702,38.81961441,-28.79856682,73.00319672,19.40622902,9.481032372,2538,-38.64852905,63.26354599,48.32591248,18.14535713
2539,62.70627594,-61.76846695,57.87852478,43.92148209,-15.34390259,63.7035675,19.7221241,9.287740707,2539,-43.92445374,40.25055313,55.51335144,13.85085583
2540,-27.89984703,-24.55870819,-7.979654789,13.36544037,-9.640446663,71.35947418,19.0749054,10.04166698,2540,-43.98326874,40.15361786,44.04095078,19.27438545
2541,-73.86140442,12.1360302,21.81361389,55.99575806,-27.12408066,69.48228455,-37.43784714,-5.997672081,2541,-30.4163208,48.27156448,43.41139221,19.07282448
2542,-37.05647278,-42.61980057,-42.84895325,49.41256332,-25.14752579,72.02571106,26.50751114,4.81257391,2542,-54.88310242,33.95122528,48.25554657,19.37346458
2543,18.95713615,-48.42361832,2.866874218,-0.842140853,-16.22027016,64.54819489,23.49795914,9.141559601,2543,-27.02363968,46.41093063,56.55982971,13.74417591
2544,-37.31256485,10.43445492,7.621253014,65.56063843,-7.233884335,67.542099,18.22356606,13.77543831,2544,-27.15621185,46.44166565,53.44474411,10.08185387
2545,19.45590401,-34.01745224,3.025854349,-14.39316273,-6.640794754,63.65537262,-40.12709045,-2.853176355,2545,-51.22094727,25.24996758,8.356321335,20.1203289
2546,54.15066528,-68.56375885,36.75050354,63.19743729,-26.77550507,63.91119003,-41.82484055,-0.302873015,2546,-23.89759254,45.52234268,6.979640484,19.65920639
2547,-66.35183716,17.59087563,17.69665337,70.71486664,-8.970743179,69.22795868,-40.58132553,-0.030571671,2547,-42.42355728,41.97880554,9.736494064,21.36352348
2548,-77.58152008,14.79210281,35.19417191,62.68770218,-8.408466339,69.18094635,20.9277153,14.34493256,2548,-32.45112228,41.43751907,57.54503632,12.38184452
2549,-55.5473671,14.57701969,26.15167427,84.38761139,-7.354946136,66.90035248,20.30727577,14.63137627,2549,-45.27651978,41.5743103,64.74787903,7.561483383
2550,22.09334564,-47.5110817,4.860131264,3.938237906,-5.690121174,70.47451019,-35.74613953,1.486112595,2550,-25.1084671,46.93914413,57.53936768,13.0571413
2551,14.34261799,-31.83567429,2.385324001,-17.25214958,-7.491814137,66.28539276,-35.18753433,1.134107113,2551,-29.08002472,35.10826111,57.87225723,13.01864433
2552,2.999817133,-36.37037659,78.34597015,-24.40215683,-2.104314804,63.0714798,22.2722187,13.04805279,2552,-24.76883888,46.10119247,57.0688591,17.69122314
2553,44.94118881,-32.50128174,70.96595001,6.026749611,-6.914640903,53.0007515,22.29975128,13.08277512,2553,-29.32748413,34.79646683,57.27600098,13.29251862
2554,46.29310226,-59.65794754,-26.45621872,48.85202408,-6.903973579,66.13504028,-34.69800568,2.771636963,2554,-48.19058609,40.56884384,57.36418152,17.72238922
2555,-47.5229187,-24.67116928,21.95274544,32.97280121,-5.686314583,71.38031769,-34.69802475,2.771640778,2555,-46.94648361,40.99365234,57.36375427,17.72226334
2556,-12.87586117,-74.4990387,33.74672699,10.46091652,-5.815546036,69.91191101,-35.2404213,2.879481792,2556,-37.71614075,45.95887375,55.62260437,24.2458477
2557,68.14930725,-10.9078083,77.63505554,-6.379738808,-2.231591225,62.66553879,-34.6927681,3.36600709,2557,-29.37569809,42.52254868,54.66371536,23.63976288
2558,-18.53146935,-44.66743088,-31.68490028,72.48336792,-9.145576477,68.39903259,-34.01531601,3.597635984,2558,-22.99498177,45.5713768,51.98158646,21.7125988
2559,-8.357286453,-55.34322357,-26.33254242,32.21795654,-9.536078453,63.95986176,23.10804176,15.81631088,2559,-45.49106979,41.42449951,34.49750519,40.27557373
2560,-38.15272522,12.9800024,48.77887344,72.11898804,-8.386894226,68.43131256,-34.47688293,4.134160042,2560,-51.79120255,35.65306854,34.81007767,40.40268326
2561,-63.99381256,-32.0790329,27.75857925,50.12698746,-12.00834274,68.91705322,-40.51000595,4.953395367,2561,-29.03619194,39.87458038,46.04241562,44.40348434
2562,-59.20029449,-10.57625771,34.37407303,40.73282242,-6.652114391,68.3826828,-41.1910553,4.851302147,2562,-47.95752335,38.62290573,45.57896042,43.91233826
2563,9.304953575,-39.25142288,-1.240206718,38.92097092,-27.69244003,75.10096741,-41.42840958,4.779483795,2563,-28.29668427,42.47803879,45.49247742,43.93561935
2564,3.276745796,-65.74586487,-12.22603321,3.5641644,-10.70247746,70.61882782,-42.44631195,4.561844349,2564,-49.85343933,35.48175049,46.08558655,43.93613434
2565,20.84241867,-25.9773159,85.8380127,-11.0106926,-9.75173378,72.63426208,-42.72529984,4.648235321,2565,-49.33108139,34.90785599,45.01802826,43.90856171
2566,-53.68543625,6.318386078,17.72145081,59.57084274,-19.84589195,77.66883087,-42.33369827,4.586946487,2566,-29.8001976,47.87165451,34.75384521,40.47034073
2567,53.93218231,-60.27609634,53.77490997,34.48485947,-19.84936905,77.95036316,22.96758842,16.12273979,2567,-47.51678467,39.29135132,54.10316086,20.32278442
2568,64.06700897,-57.91840744,62.4474411,39.80276108,-7.208552837,51.82600403,-36.80750656,3.85619235,2568,-29.07911682,22.60377312,63.67011261,22.75649643
2569,-7.070745468,-73.7622757,-48.32523727,60.42243958,3.130489588,42.1788063,-42.61460876,3.837042093,2569,-30.87919044,23.46126175,53.40900803,22.59423065
2570,48.79370117,-61.81312561,61.88311386,29.23865318,3.130489588,42.1788063,-37.99237061,3.416812181,2570,-30.87875175,23.46135902,59.74258804,18.41690063
2571,68.38689423,-17.23744202,84.83286285,-18.75354958,5.832825661,39.64890671,23.34879494,15.44497204,2571,-13.65008545,28.87411499,61.19397736,10.33826065
2572,-45.26855469,14.1122303,33.19664383,80.95324707,5.675902367,40.69147491,25.74859428,11.42132473,2572,-13.51816273,28.31175613,9.385392189,21.55288506
2573,-8.544939995,-77.18667603,40.34376907,12.67178249,3.943485737,37.1883812,24.69428635,11.36705112,2573,-30.75895309,12.89982986,8.641778946,20.33361816
2574,60.49865723,-64.47460175,63.98204422,39.52908325,4.545886517,34.1317749,29.03427696,5.391599655,2574,-17.60152245,20.24556732,60.36023331,7.8677001
2575,32.33295441,-32.9962883,8.346470833,-54.2183609,3.788405418,35.0562973,29.03427696,5.391599655,2575,-19.26125908,37.86375427,60.36023331,7.8677001
2576,8.072674751,-43.7925148,-8.522194862,20.09335709,3.950076103,35.69930267,24.64961624,7.562613487,2576,-19.11371803,37.72549438,57.32685089,11.98097229
2577,-18.7047863,-25.72423744,19.80945778,39.53958893,-5.664576054,50.42586517,23.84898758,8.259547234,2577,-29.83676529,47.80059433,55.50911331,12.27768898
2578,-7.64963007,-36.85261536,-16.05888557,30.44984055,-2.132398844,64.71252441,25.22104836,7.192416191,2578,-30.16045761,48.11154938,59.48246002,10.99935913
2579,1.597175837,-35.76726532,-23.69181824,29.43871117,-26.48639297,71.81985474,27.5045681,4.316855907,2579,-28.92292595,39.48453522,6.539284706,22.41674805
2580,-77.24198151,4.480492115,24.75389099,53.72294998,-20.61838341,71.97458649,31.07126999,4.523199081,2580,-49.93294525,35.05604935,9.166395187,21.77515793
2581,-50.43188858,18.54836464,30.59877968,84.89161682,-18.62148666,68.05610657,31.14064026,4.748476028,2581,-25.53188133,46.84126282,5.528101444,23.34628487
2582,5.23753643,-68.67960358,-24.2298851,35.11674881,-12.27514744,68.52800751,27.20887947,7.833552361,2582,-25.59701729,36.27663803,60.62191391,8.164415359
2583,-31.16153717,-28.71080399,15.12959099,-9.275242805,-17.23389626,76.6888504,27.00627518,8.031189919,2583,-48.37438583,32.2278862,7.384727955,20.79968452
2584,-26.97376442,-31.94279671,-1.85690558,47.33258057,-28.41087914,62.13093185,31.71508408,18.35011292,2584,-27.64133835,41.04535675,58.54852676,11.39525127
2585,-4.84958744,-85.17173004,14.24064732,11.89224339,-27.72499466,61.49887085,30.16074562,14.90924168,2585,-51.76517105,35.85822678,57.67518616,17.914505
2586,-18.34721756,-82.721138,38.6071701,8.820079803,-25.90361214,79.55430603,26.1101799,15.20553875,2586,-33.3438797,42.51285172,59.03685379,11.94859028
2587,44.80370331,-59.16706467,44.36417389,44.6144104,-23.8524456,74.07276154,19.92893219,14.02755451,2587,-31.38401794,36.37665558,58.11442947,11.52073765
2588,57.43758774,-14.83114815,73.61739349,10.87724972,-23.14614487,73.97937012,26.33149529,15.65235806,2588,-31.30395889,37.12327957,52.97002792,14.2881422
2589,9.759856224,-39.42326736,86.64237213,-22.2189312,-7.481153488,71.7182312,26.1484623,15.54171181,2589,-32.00148773,41.21229172,52.91225815,14.32402515
2590,-28.83635712,-33.0117836,4.871025562,63.10426712,-7.756393909,74.50353241,30.84857178,13.98818588,2590,-43.4397049,41.3596077,63.83964157,15.29875755
2591,-52.78142548,1.03232336,41.95903397,39.71282959,-46.08932495,58.5098381,41.23497772,14.9490366,2591,-45.54314041,33.90876389,64.8770752,14.53345966
2592,60.19935608,-64.87121582,63.69605255,39.37114716,-19.088274,76.05670929,39.15376282,16.72110558,2592,-26.24945831,45.91023636,56.9227829,24.48648262
2593,-24.77179527,-52.54396057,-42.27827835,55.87230301,-28.58059883,73.69757843,41.15392303,15.7631855,2593,-32.79765701,41.80230331,59.60826492,23.58249855
2594,53.32515717,-59.90158463,31.58089066,46.74871826,-7.696409225,75.01145935,44.51555634,13.51617527,2594,-42.99016571,41.6789093,60.98457718,23.33012581
2595,12.76420212,-64.77178955,-6.195828438,-8.186796188,-21.76537514,69.19312286,39.32058716,19.34931564,2595,-46.65346527,34.01503754,57.87225342,26.73198318
2596,-59.74267578,8.796298981,28.72088814,59.53481674,-7.000939369,65.68758392,41.80123901,16.2443428,2596,-29.2325592,44.73035812,62.61381912,20.80634117
2597,7.872848511,-44.769207,0.165955886,-15.34626961,-7.558635712,53.62158966,44.39472198,12.70448494,2597,-23.36505699,42.34514999,66.82944489,20.28083038
2598,-21.70124626,-57.39004517,-21.83340645,69.06851196,-4.822129726,40.30541611,44.93796921,12.40744305,2598,-17.65635681,22.29436684,56.91788101,25.27972603
2599,-77.88201141,3.404666662,34.35272598,54.85320663,-0.015790764,34.71654892,53.41040039,7.496715069,2599,-52.64070892,30.17068481,60.76537704,18.67638016
2600,47.77803802,-23.94796181,72.41034698,5.072617054,-3.511151075,62.91764832,53.65682602,7.462743282,2600,-54.53639221,34.49407959,61.52762985,19.10418701
2601,-44.12730408,-39.06665802,-16.32296181,77.33338165,-24.51467705,68.89399719,53.88229752,7.428345203,2601,-28.09398079,41.98731995,59.17343521,12.1666193
2602,-52.26922226,14.35782433,33.71078873,84.86425781,-18.91500282,77.64716339,53.98791504,7.459014893,2602,-54.87880325,34.92180252,59.6427536,11.42348099
2603,3.683572292,-31.91959,-5.915056229,-23.64486504,-27.16411209,78.22847748,48.89971924,14.46219349,2603,-47.76810455,31.63824463,57.82508087,25.80396271
2604,-66.72010803,-15.43204117,-18.60586357,37.98594666,-27.66877365,70.81239319,43.13505173,15.58525848,2604,-31.16293716,41.37202835,58.23498154,25.1547451
2605,12.88470554,-65.57517242,68.55922699,5.429007053,-15.17365456,73.02835083,49.33846664,12.53380489,2605,-41.05644608,40.30150223,66.3008194,21.11946678
2606,-48.67739868,-19.44880676,-13.83455086,30.17722893,-7.982164383,67.72931671,54.27428436,12.25028801,2606,-36.81978226,44.82581329,63.45978928,22.37292099
2607,-74.9622345,-7.745522022,13.77689648,41.55237579,-10.63751793,70.41986084,54.15076065,12.47106171,2607,-43.14862442,41.2700119,58.71011734,24.41908836
2608,47.59106827,-72.3015976,64.6180191,37.72493744,-21.06647491,70.49308777,48.88790894,12.19929981,2608,-32.81824875,31.2417984,57.88519287,26.10002136
2609,-28.27724457,-64.48743439,-30.85409355,31.52334213,-9.19805336,67.14718628,57.89815521,-1.148880601,2609,-22.1245842,37.865242,63.03290939,23.64336395
2610,-76.61380005,13.99778938,30.65143394,78.77377319,-2.591447115,64.39213562,54.34655762,-3.869821548,2610,-30.62134361,41.09053421,8.27859211,21.12704277
2611,-38.77192688,11.62680435,2.913101912,62.17866516,2.858463526,47.02618027,57.60122681,-13.62699032,2611,-26.67336464,38.44981003,7.551757336,20.40304947
2612,-41.28662109,-61.82072067,-47.88368988,56.91648102,2.858464241,47.02622986,58.0084343,-18.13155556,2612,-26.67332649,38.4497757,7.922988892,20.24702072
2613,31.97756195,-17.76980591,89.05213165,9.130728722,-4.718354702,40.34203339,62.47386551,-14.6352911,2613,-22.87164688,36.68004227,9.171642303,20.88686943
2614,-27.87709236,-64.60114288,-33.24352646,60.62624359,-6.171387672,39.87432861,54.59799194,-23.53568077,2614,-29.28761864,17.80207062,8.087777138,20.35027122
2615,37.14637375,-32.591465,74.15774536,-9.326153755,-3.361245632,32.53509521,56.25123596,-20.36396408,2615,-32.46652985,13.8126049,9.544629097,20.38058281
2616,-55.31687927,-0.963402331,-3.124498844,46.57406998,-0.28008005,31.53686142,61.90240097,-14.75034046,2616,-29.79902649,23.15940475,6.464886189,21.73567009
2617,-45.30635834,-57.40175629,-17.94378853,79.82914734,-0.066712163,13.503088,63.9444046,-9.445503235,2617,-21.19275284,20.72339439,60.62608337,9.675595284
2618,-48.70367432,-26.53608513,4.410662174,43.59010315,-13.44227314,55.07912827,61.85391998,-9.944027901,2618,-33.09423828,42.17704773,57.89269638,12.5377388
2619,-62.18812943,1.655404925,37.72705841,43.67249298,-31.44592857,60.22299576,64.55141449,-7.511472225,2619,-24.1236515,45.38105774,59.39877701,12.55180931
2620,26.73127937,-14.69047165,87.16586304,-15.74451065,-14.41382217,41.93592834,64.23079681,-7.952552795,2620,-50.31428528,26.45308113,59.05097961,11.39957809
2621,-33.18069458,-62.75169373,-20.79697037,69.28652191,-9.715117455,51.94586945,73.83200073,6.961375237,2621,-51.76121902,24.78003311,71.43064117,8.352553368
2622,2.463328362,-39.96151733,-20.94736481,35.78951263,-9.71497345,51.94552231,68.52529144,8.995443344,2622,-51.76121521,24.78053665,72.18483734,17.03302193
2623,-29.36624146,-82.2625351,-13.71795559,68.68830109,-35.38611603,49.84542465,68.40930176,9.070096016,2623,-54.77654648,34.03135681,66.80418396,14.27215099
2624,-35.13770676,11.59267044,29.6586895,80.04219055,-28.85504723,37.35965347,59.8718338,9.725879669,2624,-51.94160843,35.37936401,67.69267273,14.29286861
2625,-40.29984283,-74.40621948,26.09447861,5.072255611,-19.64733505,64.02867889,59.54949951,14.26191807,2625,-60.19480133,29.5986042,64.63025665,15.341362
2626,46.71251678,-23.52664375,67.66913605,-0.862318933,-25.67992783,46.97885513,72.31176758,8.167758942,2626,-54.69108582,36.55446625,64.77313995,15.20179749
2627,21.54919624,-28.679739,76.18109894,-9.001226425,-25.72094345,47.50905609,74.22346497,7.654034138,2627,-55.21622849,34.24412155,72.05498505,16.94200325
2628,-47.76464081,-2.379895687,48.9539299,36.39839172,-7.947036266,53.44626236,60.91055298,8.338811874,2628,-27.72356415,40.2971611,68.8001709,11.03464317
2629,14.27490139,-29.71865082,-3.565021038,-7.473861217,-13.95972919,54.72729874,70.54480743,8.58029747,2629,-28.93557358,39.39224625,68.75911713,10.84976292
2630,10.53090572,-48.30276489,-5.131820679,4.741473198,-20.53039551,65.19827271,60.09957504,9.641492844,2630,-57.45805359,29.03674889,72.12745667,8.100954056
2631,-8.219682693,-40.53210831,-5.524343014,-0.722538352,-24.01345444,61.573349,73.04838562,7.766282558,2631,-27.53642845,46.74979019,66.98435974,14.25766945
2632,13.98024273,-34.57687759,85.4369278,-14.8339119,-20.34455872,65.12223816,72.4202652,4.978818417,2632,-55.41857147,35.28676224,70.9726181,13.78782749
2633,0.365386903,-36.37801361,-28.07531548,-9.895163536,-33.66366577,59.58359146,74.4875412,4.779679298,2633,-55.39850998,35.43172073,70.87767792,13.94522762
2634,49.49382782,-62.07113266,57.52287292,42.02428818,-7.497326374,49.73885727,71.50228882,3.755157948,2634,-51.67198181,21.24416542,72.63840485,15.62736225
2635,-4.035038471,-82.3470993,-21.4846096,64.41680145,-25.26303101,57.12430191,72.61035919,4.296416759,2635,-50.26166153,39.27433395,74.35135651,10.80583572
2636,-31.46041679,-63.6049118,-16.95040321,76.10588837,-26.87573624,68.37825775,71.53120422,4.818606377,2636,-54.18417358,29.72939301,69.21323395,12.49005604
2637,-69.65119171,13.21388531,10.93255615,45.75530624,-20.26203728,77.66795349,71.4778595,3.750306606,2637,-54.97806168,36.20176315,61.00593948,12.33887768
2638,-20.62359428,-73.52874756,-52.1800766,51.05499268,-10.32773304,70.87229156,71.69385529,4.407864571,2638,-48.29154587,31.63257599,69.80149841,13.53721046
2639,41.8174324,-21.48534775,72.0329361,-0.436819494,-13.79218197,71.24610901,62.58624649,9.021871567,2639,-29.23785591,42.4396286,65.99458313,18.60438156
2640,-2.751650095,-26.82221985,-2.734119177,8.968882561,-20.53921127,77.23563385,58.59949875,14.55681992,2640,-54.24749756,34.75418472,55.56213379,20.05611038
2641,-41.31082153,-19.27894402,-19.13789177,34.76121902,-11.00575733,71.22206116,58.08918381,-3.03433919,2641,-55.29890823,35.60784149,65.07304382,14.06167889
2642,-17.95939064,-56.02626038,-30.73921204,66.22922516,-7.490424633,52.13975906,58.11458969,-13.16948891,2642,-55.31882095,34.0460968,1.842912436,27.92272758
2643,-50.88404083,-68.61450958,26.40296745,14.70347595,-17.92694664,51.83597183,57.75802994,-9.124167442,2643,-55.46805191,35.7888298,4.567261219,28.03586006
2644,-21.13736343,-29.80938339,-16.1167984,31.14241409,-41.78702545,30.91242409,60.18369293,-9.081911087,2644,-58.8681221,26.40547371,61.0016098,9.166560173
2645,-22.1263485,-23.15821075,8.160981178,52.85136032,-31.98135948,38.22761917,61.01435471,-10.81214619,2645,-58.55301666,28.42008972,9.578245163,21.93793869
2646,-81.31980896,-9.240997314,11.93600464,66.78907776,-31.46655083,35.92971802,49.50600052,12.41439152,2646,-59.25222015,19.99819565,67.04333496,8.390933037
2647,-65.13356018,18.76967239,21.75603867,66.80709076,-13.71323967,54.68985367,71.09899139,8.188705444,2647,-55.27367783,26.48560715,63.84477997,16.37183952
2648,42.70824814,-5.978466034,53.4548111,-0.149354503,-11.20519161,61.01877594,72.3646698,8.240181923,2648,-47.23236465,35.09329987,64.33280182,16.3933506
2649,-25.87074089,-22.4786644,-21.72040367,29.4253006,-25.12119293,50.96633911,72.53022003,8.196511269,2649,-48.30832672,33.14596939,66.37283325,12.07236004
2650,-6.550488472,-21.78132629,-23.08505249,-1.703409433,-24.71061325,38.99791718,70.80641174,8.316635132,2650,-60.68034363,28.87162018,66.03922272,11.92838001
2651,49.74526978,-9.446802139,87.75549316,13.58231544,-28.31578064,36.03290176,67.81617737,8.674866676,2651,-59.64686203,29.65245628,66.38340759,12.04797173
2652,-11.23794365,-80.66725922,26.90758133,14.82214928,-37.48976898,48.16334915,67.58631134,8.737925529,2652,-48.73959351,30.7502861,66.60391998,11.97475624
2653,0.493657112,-82.8588028,74.52454376,5.726401806,-32.3070755,50.00177383,72.07635498,8.083364487,2653,-49.16994095,30.60254478,63.84850693,16.57670212
2654,23.90330124,-47.44809723,-10.62335205,-9.695849419,-20.27593994,65.21014404,76.2048645,7.155166149,2654,-55.18680191,28.71801758,66.96841431,11.30339527
2655,-16.93590546,-40.8240509,-19.66640091,27.07091141,-28.07297325,51.4719696,76.61690521,7.55837965,2655,-29.47127533,34.58066177,65.58449554,13.40999222
2656,-44.97706985,-25.49894905,26.74487305,36.74529648,-37.41836929,48.98402786,77.03486633,6.516484261,2656,-25.02191162,41.80646896,64.3658371,16.6899128
2657,26.09566116,-15.60749245,75.36122131,-20.5144558,-31.51937866,59.85879135,76.33410645,5.520619392,2657,-27.02682877,38.55057526,68.30776978,8.799899101
2658,-55.90619659,2.312445879,43.68081665,43.47988129,-36.80630875,38.39662933,78.05852509,6.093092918,2658,-55.94565201,35.76301575,72.174263,9.285077095
