HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
4262,-18.78183365,1.406854033,81.77477264,-19.94730377,-56.00579071,37.90175247,77.12463379,17.80349731,4262,5.765669823,6.37164259,68.62496948,34.72152328
4263,-16.25086212,1.578198552,48.46268082,-17.11086273,-55.07597733,27.47266006,73.77057648,8.468557358,4263,-30.30644035,-38.43352509,-39.2901001,46.04159546
4264,-17.47198296,-4.274598122,28.00523376,23.65514183,-30.06658173,38.50831223,-18.96809769,39.31536102,4264,54.08571243,-28.50716591,57.86646271,39.62625122
4265,-17.47198296,-4.274598122,24.80263901,27.52658081,-30.06571007,38.5083046,-49.12279892,25.36445618,4265,-62.94960022,9.699356079,-6.857587337,-40.02042389
4266,-19.24008942,2.41911459,52.64009094,-10.220047,-54.76198578,38.49430847,8.571304321,1.049293041,4266,37.58967209,2.357232332,-4.34761095,85.57006073
4267,-19.25458336,21.58699799,45.98192596,12.51432514,-84.84451294,10.1175642,-23.0852375,12.63069057,4267,29.31963921,-16.4364357,63.99059677,39.50021362
4268,-18.25077057,19.73904037,49.07225418,17.02445602,-81.72174835,16.0430069,-26.43325996,18.51529312,4268,-35.38157654,-56.25110626,87.88632965,8.297524452
4269,-24.74384689,35.97704315,-24.3944664,51.22980881,-82.81568909,-2.106392145,42.76748657,-49.27854919,4269,31.67301369,13.07408333,-7.604590416,-18.81713486
4270,-8.822789192,8.855341911,-34.15402222,73.24263,-55.73186111,29.79423714,35.58116531,-70.57146454,4270,35.03897095,-22.35874557,-32.32285309,68.15914917
4271,-6.173885345,5.067777157,48.17296982,-16.15574837,-52.83501816,27.37848663,73.81852722,13.6611414,4271,2.300331831,14.61881733,-35.26718903,48.31392288
4272,-6.339447975,1.583655834,51.18112564,-16.85316467,-52.97160339,23.44958878,76.75209045,2.911502123,4272,31.70204735,-72.76145935,-11.01309872,8.812961578
4273,-9.277129173,-1.985913634,40.25590134,46.84811783,-47.24055481,25.25953293,-21.42562103,42.43852234,4273,2.11854291,23.49983597,-2.02872467,49.2521553
4274,-7.459315777,7.880904675,32.88488388,36.8833046,-76.82158661,18.86639214,-47.48066711,12.23197269,4274,47.36668015,-25.98779869,-27.61338615,77.33095551
4275,-5.656656742,4.757845402,30.17666435,47.89226151,-47.61991119,37.97468567,-81.31969452,38.08374023,4275,-39.61047363,-53.97960281,24.16464424,71.08956909
4276,-16.76559639,5.578879833,62.67975235,-25.01540375,-59.07088089,29.00569344,71.34452057,-27.14987755,4276,21.46872711,-81.01475525,35.41129684,40.15216064
4277,-25.57972717,35.58550262,-25.76258278,63.05673599,-90.02941132,13.24259472,38.67279816,-55.22160721,4277,-0.200426534,11.5939455,-7.209994793,71.75467682
4278,-20.39603806,2.637128353,49.33575821,-43.53845978,-54.54211807,26.87684631,64.13320923,-24.92014694,4278,0.121662229,21.23225975,60.61922836,27.55709076
4279,-6.423007011,15.24215412,64.20290375,4.28366375,-48.96916199,39.12095261,-7.384716511,19.38721466,4279,34.86943436,-68.48781586,-72.16737366,16.30397606
4280,-30.67177963,7.857508183,68.55095673,-6.644386292,-56.34305954,41.21186829,55.54863358,18.37844276,4280,56.00140381,-21.65390587,-8.83391571,-41.20957184
4281,-29.45901299,4.470529556,66.27431488,-21.24105835,-55.09995651,38.82651901,71.7747879,-13.36213493,4281,31.461092,20.88887787,-4.34761095,85.57006073
4282,-30.09923744,4.844311714,51.80768585,-39.44591141,-56.30526733,38.65308762,61.24352646,-25.60773659,4282,-61.20353699,-54.13801575,-18.15044212,49.29571152
4283,-4.426279068,4.679523468,-30.35819054,74.42969513,-54.73858643,24.27218628,40.57425308,-73.78108215,4283,5.622542381,19.43068504,15.18933678,69.77249146
4284,-9.903880119,20.13404274,40.72078323,24.75519562,-59.06158066,28.7296772,5.711149216,37.8401947,4284,31.42892456,-30.10576057,42.30817795,54.84947205
4285,-24.97609138,31.39381027,77.12580872,-7.677381039,-79.04319,0.85160774,-18.19055939,-1.434915304,4285,-66.0967865,-49.01180267,29.37246895,36.1327858
4286,-27.21222878,12.54376125,-38.11487961,58.00498581,-70.02999115,0.617993772,22.00746918,-73.56401062,4286,-12.9468565,30.87539101,46.10678482,45.42198563
4287,-36.27487946,-32.19549561,9.814441681,18.82554436,39.128582,-26.35130501,1.274213791,72.55620575,4287,-54.37659454,23.07034111,-27.70559502,-86.07462311
4288,-36.27492142,-32.19554901,48.72792053,4.030947208,39.12933731,-26.35136604,-4.773714066,10.10466671,4288,40.09931946,-43.23755646,78.58825684,17.18806839
4289,-12.06273556,23.65888977,-30.985672,63.24535751,-30.77632713,66.93687439,26.15350151,-61.6165657,4289,-62.96003723,31.09177399,75.82196808,-4.131187439
4290,-11.95581341,-22.67365456,-30.81505203,77.52533722,15.72872543,46.99504089,44.54235458,-82.21913147,4290,-41.41876984,62.74457169,53.56969833,33.08579636
4291,-11.32901573,-22.59692764,12.94396019,18.15555763,15.76128387,47.55063248,-17.54254913,44.75352478,4291,-12.15102577,65.37619781,-67.80900574,12.97545815
4292,-10.65289879,-22.42403984,-7.622484207,58.63762665,15.76348495,48.38549423,-10.57232761,-18.90047073,4292,-32.65762329,-35.60743713,88.05731201,10.470541
4293,-1.998601675,-1.968237996,52.16753387,-13.08008957,-31.81881142,37.2763176,8.508024216,0.41967392,4293,-36.3954277,-29.09859848,4.321012497,-49.69519806
4294,-11.62890816,18.57220078,-32.19129181,78.2579422,-56.36574173,30.78692055,45.55392838,-82.08529663,4294,18.0827713,23.03924751,3.326311588,-5.226939201
4295,-1.153834105,0.919361472,78.18361664,20.03415108,-49.53548813,26.91430283,-26.02563095,9.425718307,4295,-1.258874059,17.1046257,64.53238678,3.884248257
4296,-14.07803917,25.72403526,69.88471985,36.91634369,-82.8112793,10.59074116,-35.49858475,3.297768354,4296,-12.39837456,71.51065063,23.96432877,37.93182373
4297,-7.536844254,-3.621483088,68.75898743,-24.12014198,-63.80833817,17.70179558,80.72711945,4.726276398,4297,-62.9268837,-52.60001373,-18.23114014,78.43147278
4298,-14.30828285,27.03885078,61.195961,31.39974213,-81.83935547,8.340257645,-31.09115791,15.05838776,4298,-80.48847198,-36.25761795,-33.00771332,1.370755196
4299,-17.14125824,2.359890699,38.60708618,63.26477814,-55.01669693,27.37569237,-36.65705872,-2.709136486,4299,-69.81694031,-51.39584732,33.61944962,62.14580917
4300,-16.38472176,2.077832222,58.2410202,35.60033035,-76.15841675,19.5819416,7.807356834,57.91523361,4300,41.22109222,-20.97343636,67.25307465,2.492118835
4301,-19.13875389,21.67816544,47.63884735,24.54932404,-82.41898346,15.62399292,-38.51898193,7.164293289,4301,29.92567444,11.9823513,-6.875216484,-29.15940857
4302,-17.90908241,2.380162954,38.26291656,-11.18776512,-62.22063828,17.51727295,64.13405609,-40.82687759,4302,-77.36216736,-29.1524334,76.0530014,-3.912422895
4303,-16.50975609,5.165888786,10.70067978,18.62394714,-77.82453156,18.6552639,-28.55509377,58.42264557,4303,17.74515152,13.07313347,35.66640091,56.01630402
4304,-19.48989105,3.670644283,5.817019463,53.84702682,-55.23177719,27.56507492,-41.80315018,54.52701187,4304,-51.07922363,23.71624947,-29.66665268,29.75398064
4305,-5.780642033,-30.47934341,-29.53992081,64.71907043,-25.74780464,-9.510046959,29.12241364,-55.61846924,4305,-55.69455338,14.88111019,78.57852173,-5.659258366
4306,-3.330832243,-32.62792587,64.14456177,24.84491348,-29.45538902,24.04698753,-22.7523632,13.30020237,4306,-46.06606674,-26.64195633,82.88994598,13.81151009
4307,-11.23361969,-36.96114731,5.34703064,42.15338898,1.027398109,25.27819061,-41.85185242,52.11855316,4307,51.90283203,-47.62678909,82.64672089,-10.41549778
4308,-8.451244354,-38.29384995,63.22809601,-10.89166355,3.86608696,25.30556297,58.88780594,17.86820221,4308,28.10441589,-26.08673096,65.36257172,23.86259842
4309,-2.364791393,-19.89402771,80.71660614,-24.15864754,-29.74228477,35.23579407,83.03090668,5.464516163,4309,-43.15269089,-26.33889008,10.695611,53.70586014
4310,-9.25099659,-42.45589828,17.82090569,59.49394608,25.64975357,51.41230011,-77.92938995,26.82254028,4310,11.15678692,-3.53037262,17.82657623,72.17330933
4311,-66.98207855,24.1213913,39.32337189,34.11990356,-57.61483765,-25.61505318,-38.43102646,15.31974125,4311,-58.13592529,-32.84574127,79.18522644,-6.453246117
4312,-20.85304451,-2.732001781,40.72314835,-2.3910954,-45.5929985,-13.43490601,11.0219059,15.17055321,4312,-39.9353447,50.51131821,70.57929993,2.39083457
4313,-19.573843,-2.926041126,38.53812027,22.35550308,-35.74502182,45.0557785,-8.678554535,36.09589005,4313,24.32265472,19.49725342,-0.832396567,48.19536209
4314,-20.09074211,-2.135933876,76.19525146,-28.43196487,-54.79838181,37.49285126,76.17685699,4.463487148,4314,40.47986603,15.3042984,67.29517365,37.58691788
4315,-19.4487381,-3.446662426,71.17094421,11.34918022,-35.60284424,44.68682861,32.79892349,36.76163101,4315,-48.42980576,-54.85334015,8.017064095,-48.22496796
4316,-26.49386787,30.04816818,26.02163124,22.29459763,-83.87467194,-1.163146496,-22.10812569,41.19610214,4316,-51.91453934,-22.22543716,-14.37321854,81.34410858
4317,-25.62240601,35.53077698,71.27748871,19.83632088,-85.88417053,8.303013802,-19.66757584,8.969323158,4317,32.3785553,-5.884357929,85.55111694,11.2205534
4318,-23.77101326,27.36082458,63.21739197,47.20808792,-83.52445221,14.54987049,-31.99533844,-0.747521043,4318,-54.21115875,23.54875183,-15.52597237,-6.862805843
4319,-18.07366371,19.60527611,39.75604248,59.426754,-80.89949799,16.73592758,-73.86277771,29.46918488,4319,16.51037216,24.16366196,89.90859985,-11.61635685
4320,-21.44031525,25.64400482,51.53514862,-14.96844673,-81.6789856,17.93913078,74.3401947,17.95903969,4320,30.13230324,-63.0504837,-32.21008682,52.62430191
4321,-7.661716938,6.312575817,78.14694214,-18.61858177,-73.05055237,23.14963913,79.7181015,14.40741634,4321,-79.16123962,-46.00380325,76.89893341,13.49236393
4322,-7.918805599,-7.365940571,25.47227669,24.99209976,-28.59119606,33.86765289,-44.72356796,24.84067345,4322,-38.77773666,5.746479988,-5.695551872,-36.93458557
4323,-9.138486862,-11.6539278,71.91468811,1.118079543,-18.51793289,34.83642197,-27.14939308,5.600741863,4323,-60.16628647,-22.68097878,-26.69412804,64.9549408
4324,-6.402825832,-14.03091526,18.30648422,55.74801254,15.18963528,49.70669937,-78.64381409,19.11093712,4324,-31.7996788,46.3224411,-13.47113323,81.3911438
4325,-5.648860455,-12.6504488,74.59274292,-23.80261803,11.42627811,54.48797989,82.0839386,6.296741009,4325,22.74921417,21.26859283,-12.94218731,43.83950806
4326,-11.49065685,-5.402325153,62.94937897,-23.91858482,-27.7798481,37.42572403,64.25078583,-32.98215485,4326,17.95146561,28.46690941,-28.52736664,-20.19139671
4327,-9.951473236,-5.718912601,30.32844543,48.11814499,-10.82743931,45.21691132,-81.79854584,40.71684647,4327,-29.77861977,-35.28683853,11.72486591,82.80615997
4328,-9.916254044,-5.659747601,24.56753731,27.10910988,-10.73029995,45.36344528,-52.74978638,20.70678711,4328,-68.82068634,14.4769125,-29.20873833,76.50627136
4329,-3.459740877,0.017417414,24.22875023,70.61500549,3.68356657,63.50373459,-20.70730782,-31.71960068,4329,-79.82402802,-45.44532394,70.49052429,21.51412201
4330,-23.81575775,-24.50753403,-16.80636597,85.93868256,43.70036316,-15.37986755,-6.952881813,-19.34727478,4330,37.28725433,-75.5568924,-11.71992397,6.202995777
4331,-19.07530022,22.03284454,-16.2717762,50.47845459,-83.49710846,10.10514355,43.17227554,-52.09493637,4331,-14.35386086,24.05350685,79.35043335,-2.241979837
4332,-24.78290749,29.50457954,17.81422043,62.11475372,-84.93435669,8.955176353,-77.65625,21.1044426,4332,45.21471405,-64.79299164,-28.85373116,52.13912201
4333,-25.67703629,31.54378891,-24.17718697,76.08998871,-85.49520874,7.742387772,41.83342743,-79.85529327,4333,38.71825027,6.157962799,-10.8007555,81.85786438
4334,-25.44359779,35.01425934,-18.53158188,50.52959824,-85.44203186,6.629884243,34.69100189,-56.35310745,4334,20.91184998,-82.48120117,-11.79298496,-23.63216209
4335,-58.89272308,16.4990406,-32.27499008,61.51148987,-65.15709686,-19.48029518,25.1649704,-58.62985229,4335,31.34095001,13.57594967,-25.60856056,77.69128418
4336,-70.14186859,33.80415344,18.64696884,57.81490326,-78.82279205,-14.01143456,-77.97762299,21.92395592,4336,46.00932693,18.59771729,-27.68774033,-78.96246338
4337,-61.14389038,25.34373283,73.2749939,-1.05886817,-59.99944687,-23.11416817,-20.44046783,-0.573844612,4337,50.13165665,-1.84518528,-24.79506302,-81.03311157
4338,-57.8323555,16.97330284,48.81896973,15.45930386,-90.40768433,-1.143463612,-5.826179028,13.21632862,4338,44.4058075,5.025095463,-48.17493439,-37.48531723
4339,-9.642506599,-0.679985344,73.19439697,-10.68100357,-65.43771362,18.00000572,6.659498692,2.280555248,4339,-34.46866608,51.32208252,61.48113251,42.23961258
4340,-16.02658844,1.146386504,53.88621902,48.12406158,-79.76224518,32.63322067,-24.10711479,35.09034729,4340,29.34888077,-22.74380875,53.53657532,25.04667854
4341,-74.80040741,30.11368179,70.83177948,-25.83234024,-45.79154205,-45.52755737,70.7950058,17.76465607,4341,-66.90036774,-47.7694931,-15.14746475,8.793130875
4342,-75.70949554,31.69034195,-27.18483162,78.04721832,-46.05619049,-45.94284058,43.03047562,-81.12245178,4342,-55.1668663,-4.674982548,-28.4692173,1.909944534
4343,14.91281128,-81.06420135,51.20174789,10.09416008,6.857956886,75.45526886,-28.41817093,-9.970405579,4343,19.29035187,-83.14180756,-34.86620712,3.040996075
4344,16.62255859,-81.46141052,22.42497063,12.04597664,-4.710803986,71.39151764,-15.84547901,38.84999466,4344,-70.36354065,-27.72998619,58.68833923,46.07141495
4345,16.3978405,-81.83660126,71.02449036,26.85260201,6.923805237,74.37687683,-35.07594299,6.954586506,4345,15.6225996,-82.54533386,-44.55282211,61.24889374
4346,16.19581795,-76.11455536,19.07836533,61.86858368,-0.534277558,70.24396515,-78.61009216,29.6007309,4346,30.44289017,-15.72119045,-66.41745758,12.48722076
4347,7.746964931,-78.16404724,42.36645889,50.16304398,47.13551712,55.56047821,-39.45848465,23.40511703,4347,26.41741562,11.40248775,86.13319397,2.543493986
4348,-18.02082634,-72.83145142,41.43886948,27.12905502,29.69851875,-1.401451826,-23.71511841,34.55779648,4348,14.85012531,35.02084351,-5.867625237,56.97128677
4349,-18.02355957,-66.5943985,64.54408264,4.170008659,30.43549919,-0.805776834,-7.21362257,19.27232933,4349,25.29197884,-77.82440948,-3.08597517,87.26770782
4350,-17.44847107,-72.07175446,68.11204529,-0.293111801,29.74656105,-0.182662249,-5.65332365,7.487613678,4350,-28.0272274,-56.95484543,-10.40174484,-67.13603973
4351,-6.976238728,-65.88746643,70.53755188,-4.455266953,46.36118698,48.66911316,-6.136855125,7.059389591,4351,21.63107872,-78.82604218,-44.61546707,-32.53691483
4352,16.61933708,-67.92133331,11.82767582,63.59423828,45.75526047,50.28486252,-81.41953278,17.28144646,4352,37.16126251,-21.36318779,44.07859039,18.11269188
4353,16.8489151,-67.82196045,65.95615387,17.466856,25.11137199,10.78627968,34.24020767,34.84335709,4353,-26.99878883,-40.24624634,63.54586411,39.8091011
4354,17.45774651,-67.80687714,67.33866119,-4.472908497,24.63988304,10.54669571,-6.942045212,7.35187149,4354,51.28712463,-41.75061035,-12.74256992,64.75341797
4355,18.35629654,-67.63440704,5.498987675,32.92671204,23.55259132,9.155080795,-29.52471924,64.65539551,4355,48.19338989,5.082337379,-14.87947941,-75.96968079
4356,7.696190834,-79.14923096,17.81970596,56.13136292,22.05368233,-2.952196598,-78.22010803,22.93401527,4356,40.93082809,-66.03149414,92.05557251,2.863095999
4357,10.90133762,-80.97562408,47.61437225,39.07142258,19.60336685,3.092869759,-36.44705963,17.8472023,4357,57.8559227,-27.05256462,-5.551107407,39.74995804
4358,14.89612961,-80.41523743,5.472900867,83.8662262,-7.873351097,68.59589386,-17.96530724,-41.09230042,4358,1.322944045,13.37783337,45.48917007,45.4131813
4359,-40.04067612,-9.119148254,54.39717484,-43.55743027,-13.42641163,61.7316246,66.25408936,-37.9961853,4359,-19.10365868,-6.41528368,-5.000945568,74.36965942
4360,11.22725487,-56.85560608,-14.90527534,77.1888504,-19.44288254,26.54327965,54.2635994,-75.20862579,4360,-13.3303194,25.41594315,-29.22282791,69.68035126
4361,19.63574409,-67.24876404,66.28339386,-4.884759903,8.293420792,83.62563324,2.201564074,11.44377518,4361,-52.93942642,-31.28563499,-25.95743942,75.01403809
4362,-34.49512863,29.15786743,47.6039238,30.66417122,-47.71715164,-27.76722527,-25.74648094,16.22874832,4362,17.73093224,31.05992508,74.95895386,30.33531952
4363,-0.486981064,2.520456791,48.80266571,-38.29692841,-43.7315712,30.29142189,48.27663803,-47.44765472,4363,9.44523716,-88.71920776,49.38043594,7.257933617
4364,-7.370737076,13.1745348,64.80224609,1.168586612,-48.76422882,39.16320801,27.0944767,33.5283165,4364,-54.26184082,-56.11633682,-6.386885643,-11.53498268
4365,-52.77456665,17.59888649,74.44041443,33.19841003,-56.27138901,-24.93490028,-29.46623039,0.349760234,4365,-33.75820541,-26.85647774,-1.835944772,-39.59621048
4366,-53.01216507,17.56573868,60.48545456,48.09614944,-60.25234985,-21.76046181,-33.5826416,-1.554540396,4366,49.56502914,-45.17406845,-8.379151344,74.54417419
4367,-26.06450844,14.51647091,41.88451767,-3.006720066,-59.83814621,-13.21404839,11.49274254,12.93953896,4367,-47.3155632,-59.2025032,5.896369457,-33.69841766
4368,-9.604867935,-9.133948326,39.05527496,-4.362454414,-35.89171219,23.5467701,50.98728943,18.14260292,4368,30.58565712,1.13087666,-18.02019882,41.50714111
4369,-0.091223612,-27.41007614,64.23504639,38.32671738,-52.21497345,6.927630901,-16.04082108,15.312747,4369,-82.55590057,-25.65719032,63.95595169,41.09369278
4370,-0.535643578,-26.71212006,60.71451569,28.61848259,-51.88527298,7.72675705,26.97735786,42.64704895,4370,14.62996578,-84.2169342,-22.25164986,-87.74609375
4371,-0.740031064,1.847800255,48.24901962,20.28056717,-67.96881104,23.87341881,-24.78100967,19.0839653,4371,44.98725128,6.011922836,-26.30804825,66.67781067
4372,-3.378194332,-32.31525803,39.6892128,59.42150879,-28.64524269,24.05326653,-74.74876404,29.78902435,4372,30.35050583,6.311656952,-37.72421646,23.74733162
4373,-0.857903898,-31.35233116,53.28715134,-43.49912262,-28.82239914,24.60440445,68.60991669,-42.3466835,4373,-69.68924713,-27.85493851,-24.13997459,-83.40120697
4374,-0.601317763,-31.14002609,49.37141418,38.28443146,-29.23895454,24.6618824,-38.22045135,7.078960896,4374,11.67744064,17.48384476,-38.93992233,17.95483398
4375,-12.06248665,-34.93966675,60.32155228,26.46896553,-20.67108154,22.3614502,17.64920235,41.22073364,4375,18.43549919,-82.74695587,81.91013336,-10.05606556
4376,-74.27710724,43.72608185,39.72026825,36.1091423,-55.87208176,-32.90378189,-48.3979454,9.153203011,4376,52.01535797,-27.43533516,79.31380463,31.19496346
4377,-74.17100525,32.92041779,75.51195526,30.9840889,-47.12257004,-46.85170746,-21.06416321,0.327186286,4377,51.06513977,-52.56610107,-35.35176468,24.71269989
4378,-73.77901459,32.44247055,34.47824097,57.47444153,-44.20077515,-47.12794876,-25.53666878,63.83897781,4378,15.61997414,28.29532433,-14.52853775,-80.18953705
4379,-68.46638489,25.8579464,38.52616119,-6.415710926,-54.92189407,-28.1158638,51.45386505,17.81274986,4379,24.60980797,21.1568222,-2.459697723,41.12866592
4380,-72.7387085,32.4635582,82.56178284,-18.65585136,-57.20365906,-29.93507004,4.52420187,-4.082945824,4380,42.05195236,-59.89118958,-23.69162941,56.44029999
4381,-20.30284309,-1.672026515,28.87044144,17.85184669,-54.80926895,37.38433456,7.025500774,29.10761452,4381,-72.96601868,-32.1376152,-28.78641319,16.4577713
4382,-24.64608002,28.12143326,58.98601913,39.23408127,-85.65016937,9.269572258,-10.41200829,36.65937805,4382,15.02342701,14.29725838,71.63835144,31.86588669
4383,-25.79776192,35.51001358,44.00187302,50.61243057,-85.66731262,9.192047119,-39.31272888,21.5368824,4383,-60.49901581,-20.15857315,-34.04278564,9.494758606
4384,-6.757271767,8.829701424,29.31376839,67.62744141,-74.82998657,23.97785568,-54.51658249,15.63835907,4384,-54.42633438,9.102712631,-21.69719887,-15.54423714
4385,-7.198944569,7.800608635,10.83508682,62.9420166,-74.53730011,24.15757179,-84.46949005,9.97451973,4385,-69.14987183,-40.41225433,78.6197052,-1.685115337
4386,-7.607684135,6.42276001,66.1578064,0.869042099,-73.28395081,23.69989395,42.73004532,19.37114716,4386,-6.451023579,26.21787262,-27.75471115,-18.37278748
4387,-7.894968033,5.800945282,63.86543274,-12.84374523,-73.61109161,17.82177353,73.01668549,14.43552017,4387,30.26386452,5.862526417,-69.20187378,20.49131393
4388,-7.680921555,7.527014732,-29.94645882,63.45719147,-77.00031281,19.1926651,29.78989029,-64.38202667,4388,-64.38152313,-5.377046108,-68.79273224,11.24591351
4389,-6.984556675,8.327606201,63.45233154,3.746498108,-75.67653656,17.73224449,-7.465763569,19.13576698,4389,45.70758438,-62.39386368,93.98379517,-0.169462442
4390,-5.718872547,6.959105015,52.20521545,-16.10184479,-56.10671997,24.65975189,74.07588959,13.46259403,4390,-51.9458046,-29.61027527,79.98330688,27.81684494
4391,-6.848851204,3.775684834,8.57612133,2.131037235,-50.13151169,25.66610336,45.41278458,55.92458344,4391,26.48378754,-69.77043152,74.70191193,26.21814537
4392,-7.669074059,-1.671528339,53.57360458,-16.68911743,-40.00099564,28.97415352,75.24500275,9.4422369,4392,-28.3036232,-45.57064438,-35.06951904,63.94654083
4393,-7.560324192,-6.875833035,-17.71245766,68.90631866,-29.57164764,32.12194443,34.25363922,-81.05387115,4393,-38.00128555,48.8056488,23.81197357,67.68615723
4394,-9.401110649,-11.77777863,-29.51023293,62.69732285,-16.25918007,35.05062485,30.20680428,-57.42911911,4394,-10.34680271,22.56616211,-21.30263329,65.64007568
4395,-7.160273075,-11.72164917,23.71427917,70.41468048,-7.939387321,44.63298035,-23.4282589,-27.35011864,4395,53.84748459,-27.22611618,-16.21205521,-0.580826163
4396,-7.993646622,-5.221694946,19.99098778,61.98976898,-22.96673393,38.67131805,-72.87689209,28.48623276,4396,-61.8920784,13.40244102,61.35928345,23.52474785
4397,-11.70445061,-2.90118432,47.72187805,24.47078514,-46.31800079,26.15817642,-35.49378586,8.322883606,4397,-66.31416321,26.94698143,-8.485643387,-39.3356514
4398,-12.35724354,19.05822182,17.54405594,41.33478928,-55.57369232,33.27422714,-51.96526718,27.86465073,4398,23.29805565,-12.50494385,79.49613953,17.74650192
4399,-17.79465103,20.23901939,39.2519989,19.02931404,-81.02054596,19.0139637,-24.32496262,18.77967453,4399,-54.64177322,-57.09048462,-17.53323936,44.05579758
4400,-25.80311584,31.53294373,65.2270813,-4.575592518,-85.27925873,7.541967392,-6.585543156,7.217907906,4400,49.9797554,-4.558430672,-11.555583,-22.0619297
4401,-33.87635422,28.83035469,20.45934868,57.31060028,-89.46515656,13.1075592,-76.51657104,22.69754601,4401,42.59213257,14.42214775,-22.69229698,-87.69020844
4402,-50.67940521,15.99006176,66.89450836,-1.896385193,-89.44911957,15.71229935,7.873587132,11.40031242,4402,37.3711319,-71.02484894,-33.96511841,-9.517965317
4403,-26.24491501,1.783812523,15.42176056,56.91651154,-35.25313187,-18.21385574,-59.9173851,26.11252022,4403,-12.56348991,65.03446198,88.26678467,-1.020726204
4404,-35.76728821,9.372566223,43.77162933,-22.25953674,-88.35475159,15.31260014,62.23659134,-40.34428406,4404,4.53932476,35.23178482,-9.01618576,55.38981247
4405,-35.85091019,9.468068123,13.09522247,56.38604736,-88.4644165,14.52091694,-83.22386169,10.66614532,4405,9.184907913,-88.85443115,-56.23727036,-2.942511082
4406,-14.79535675,-38.7389946,9.018260002,40.35973358,14.73097324,27.07349777,-44.77431107,46.99934006,4406,17.41275978,28.11847878,-48.38415909,-2.817533493
4407,-22.386549,-43.15970993,52.6675148,-14.67240715,-5.057065487,10.48605156,7.984854698,4.477101803,4407,51.19071579,-29.27869034,50.07583618,36.53643036
4408,-35.5446167,-38.43219376,60.09659958,43.89673996,36.10189819,20.15481377,-36.94203568,5.312069893,4408,-59.18305969,-56.7233429,49.25696945,33.85854721
4409,-35.70166779,-37.43881989,5.027150154,83.80554962,5.038256168,1.486527562,-18.14293289,-40.79351807,4409,-30.08758926,-9.405032158,-31.85596466,14.93103123
4410,-23.7818737,-44.2602005,66.18791962,-25.43556786,5.82627964,7.742497921,69.00003052,-14.14893436,4410,-30.41783905,-57.04875565,57.77183151,42.19598007
4411,-35.63910675,-38.11953354,38.20173645,-29.96959877,3.770270824,5.205154896,47.17469406,-46.58462524,4411,-43.89932632,-23.29215622,-6.564815998,84.24263763
4412,-16.50292015,4.461245537,47.65866089,37.85502625,-85.78311157,32.17341995,-36.30004883,17.53128815,4412,-66.74909973,30.14307594,-23.7710228,50.94461823
4413,-21.47334671,1.202878237,51.10212326,5.394387722,-50.13729095,5.070830345,-27.20444489,6.137771606,4413,-46.03904343,57.49786377,34.24994659,57.96534729
4414,-20.97053528,1.227992177,64.49110413,25.08388901,-50.91941452,16.04891205,-32.73077011,13.50398922,4414,42.76676559,-56.75237274,-20.96894455,74.98893738
4415,-43.42536545,-37.33636475,76.02285004,14.76291752,66.29312897,-15.96963215,7.457977772,10.24390602,4415,30.32110405,-13.81236172,-8.753354073,-27.55780983
4416,-14.72484303,-35.60545731,52.93357468,-38.85840607,-40.19066238,2.829052687,62.57743454,-25.5037384,4416,-42.77939987,25.62791634,-6.797138214,-26.78427505
4417,-16.77672195,-37.38920593,39.11123657,21.75022125,-26.50743484,3.98367691,2.833465815,37.76911926,4417,-29.19164467,-49.53006363,-62.39345932,8.872419357
4418,-34.45618057,-36.10857773,47.38592148,10.97856617,-4.891680241,10.46105194,9.69513607,24.84589195,4418,-6.25999403,69.03740692,-33.84481049,-0.871307313
4419,-36.17176437,-37.16809464,6.597127438,80.89048767,37.88637924,21.19161797,-20.1505909,-37.66062164,4419,26.68639565,-74.20573425,-0.89696902,-61.78759003
4420,0.275650501,-29.3292942,72.38995361,-3.227349043,-52.77891541,8.595047951,2.367106915,11.95188999,4420,-39.14908981,28.93042564,-27.92346954,-82.95504761
4421,-2.647791386,-20.29158974,59.10399628,-23.64677238,-50.54592133,17.50915718,65.17436981,-25.32282829,4421,57.52478409,-26.55511856,-29.39938545,60.24213791
4422,-3.040938854,-19.98072433,45.85017776,49.49110794,-36.16403198,24.15528297,-55.8448143,15.9854126,4422,-39.80421829,-53.05391312,-1.302663445,4.179678917
4423,-14.92023849,-35.73999023,53.25378418,38.70097351,-15.92755032,31.18260384,-23.0965519,33.84446335,4423,-25.26663017,-0.113696702,-13.53150082,-74.87639618
4424,-22.39068604,-41.33030701,-18.46627235,74.75475311,27.24675751,36.42287827,38.45425034,-79.25084686,4424,48.63685226,-31.23634911,79.60496521,16.59659958
4425,-22.93375015,-41.80101776,63.88149643,-24.22625542,11.53393459,24.5065136,68.14447784,-22.61176682,4425,-11.47174644,21.08573914,-35.47985077,14.82289219
4426,-15.41198635,-36.64556885,66.97927856,-13.26699543,-15.89890671,31.12978554,56.82986832,19.66613388,4426,-35.20006561,-41.21139145,-25.27034569,70.97957611
4427,4.532508373,-32.90109253,64.63260651,-22.44877625,-31.8365097,35.04203415,65.64989471,-23.39025688,4427,-14.83132553,27.64710999,51.48181152,25.01517296
