HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
494,-76.16986847,-24.5636692,28.41604424,-13.83755779,-2.864673853,-49.53574753,7.601087093,-77.441185,494,33.31523514,-68.48786163,-10.37240791,-13.80328941
495,-77.62192535,-27.32697105,38.8690033,-45.97382736,-6.747158051,-48.7532692,25.50828934,-54.77819061,495,-45.44583893,-47.95941544,-7.576842308,-36.19077682
496,5.331102371,-6.842648983,10.1397543,62.59918213,22.2760849,-0.403803676,-56.70114136,33.26483536,496,-10.50064373,25.92298317,-13.36914444,54.76995468
497,-36.5876236,-64.83721161,-19.08383942,77.22349548,37.622509,-19.90902328,46.77719879,-78.60848999,497,-30.64345169,-31.94017601,-13.1260519,82.3952713
498,-71.05687714,-25.04808235,34.33158875,-14.91933632,-1.670768261,-49.65736771,67.8161087,-42.57223892,498,18.92426109,-83.34991455,-2.810499907,49.09552383
499,6.439863205,-83.31536865,7.912708282,44.42189407,11.88636589,-13.98029995,1.08868587,74.51216125,499,20.65419579,7.865199566,40.82651901,53.0381813
500,-81.02223969,27.02986526,38.89089584,-13.82300186,-76.8422699,-26.12901497,63.4201355,-41.52026367,500,-48.82167816,-19.03326607,60.3020401,32.20310211
501,-72.69061279,42.69385529,18.64917374,-1.419855356,-76.62460327,-27.89310074,40.23679733,0.855061173,501,23.35759926,-78.36652374,-38.26074219,17.62683105
502,-73.74368286,43.23935318,4.004790306,31.7894268,-70.93331146,-35.2101593,7.509454727,84.631073,502,43.72248077,-56.22622681,-13.74410057,69.09594727
503,-29.61726189,-60.64263153,38.12211609,-48.4955864,43.92811203,-11.67342091,24.01117516,-56.81953049,503,40.88314438,-38.65214539,-23.28491211,51.41400528
504,-17.05469131,12.54094124,29.57269478,-29.13337517,-34.07764053,64.84696198,12.45595741,-79.59802246,504,2.456078529,14.31400967,52.23257446,16.92120171
505,-5.791110039,-51.25174332,-17.55394173,69.14045715,22.96588898,-9.253697395,33.51568222,-79.45399475,505,36.92812729,-26.36494637,-28.65470314,23.50849152
506,-5.422370434,-51.21453476,63.07286835,48.68277359,26.52005196,6.768571377,-20.16665268,-25.92810249,506,-14.26903343,79.128685,79.76250458,16.06500626
507,-23.56124115,-9.673501015,49.46596146,14.6833601,-38.41377258,53.40838623,-29.5963974,4.55568552,507,50.20648193,-40.12630463,-20.18322372,74.1006012
508,-7.73571825,-18.41587639,24.83776093,-34.5007019,29.28073502,-7.859727859,-6.043706894,-88.0358429,508,13.49908161,-84.43086243,-21.20794678,-86.00114441
509,-24.64436913,-48.22618103,7.672854424,35.11769485,32.56079483,-22.07486343,2.434401274,66.10331726,509,-58.39944839,-49.15378571,-64.91838837,3.630098581
510,-9.470477104,-27.61378098,-17.23100662,71.30271912,27.81520653,-7.867983818,36.01123428,-79.12265778,510,-18.22576714,-24.80209541,4.541107655,62.10421371
511,-11.67418861,14.73108292,23.99361992,43.91169357,9.542865753,82.85447693,-47.89887238,27.4828968,511,-56.41465378,-20.46530724,75.50074005,18.29140282
512,-39.3852272,-66.85125732,33.08311081,-15.23295593,21.29391479,-21.50499916,50.93360519,-33.24254608,512,-59.28630447,-48.38098907,73.57637024,35.47732544
513,-59.19079971,-31.98505211,22.02182007,-17.23766708,4.320761204,-29.27869987,-6.302895546,-83.56465149,513,-47.81407547,-11.85757446,-47.94382477,-11.58512115
514,-59.7374115,-29.51878929,-42.09659576,58.75971985,3.437011957,-32.01818848,20.47698784,-65.15127563,514,32.28607941,-75.52046204,-23.18465042,-85.06806946
515,-34.79992294,13.97886562,85.44519806,-16.7181797,-13.56488132,77.62787628,4.802776814,-4.892590523,515,33.3856926,-19.80292511,-5.203948021,1.658086061
516,-42.97449875,-41.59723663,62.59806824,-1.418865204,28.24858475,-34.07168961,67.1038208,-8.796023369,516,39.46018219,-53.03397751,-38.18742752,61.31735992
517,-24.65709686,-23.7852478,26.02639771,-5.267075062,53.57775116,-12.36079979,2.796082258,-74.10469818,517,43.29407501,-47.45085144,63.33064651,39.87663269
518,-47.84993362,26.69530869,-20.83077049,86.36867523,-79.96882629,-11.53206444,-7.176333427,-19.47488403,518,4.010389328,16.42464256,-6.332841396,-48.1420784
519,-40.01432037,12.42716885,38.27354431,-10.55736732,-71.27776337,1.213455915,63.46848679,-30.91820526,519,29.01895523,-53.83419418,-11.5161972,54.2602272
520,-36.78433609,-63.83077621,-19.7076149,74.54449463,36.28414154,-19.96209145,38.25997925,-78.9201355,520,-48.68873215,-24.37412071,47.98058701,22.33411789
521,-4.659134388,-55.53244019,37.5338707,-28.51764107,37.86368942,-1.045068145,48.18299866,-52.52143097,521,1.869277954,17.82485962,-1.941698432,-63.58796692
522,-65.60559845,12.79878235,-37.21606064,62.08547211,-65.28876495,-30.25462532,23.29211426,-67.42424774,522,40.23124313,15.36016655,-49.57530594,58.45734787
523,-38.98314285,-57.10713577,64.04152679,29.7966938,44.95389175,-23.19189072,2.087418079,35.93281937,523,-29.2251358,-47.93881989,65.35502625,22.66181946
524,2.463050604,-4.647864342,15.61506557,1.841482401,46.5275383,56.47891617,40.19361496,0.393574893,524,35.31494904,-19.62684059,-1.912724614,48.89226532
525,-45.56967163,-50.94094086,-19.12290192,77.60594177,33.96267319,-24.85531998,47.99477768,-78.71876526,525,32.65813828,12.72009373,78.23563385,-7.133904457
526,-19.7254715,-57.06784439,4.254833698,48.12683487,20.87185287,-15.16684628,-26.98906517,69.89332581,526,-55.06843567,15.91102791,-31.74388123,-77.50648499
527,12.14332581,-63.8523941,13.30369377,38.62717056,28.5862484,4.835566044,-22.96692467,60.85387039,527,50.97938919,-50.90724945,22.93928719,41.01612473
528,7.074800014,-38.71100998,25.1066246,45.95210648,31.9300766,62.3451767,-63.45070648,19.89726257,528,-55.18984985,-19.7241993,-34.0182724,1.24299109
529,15.76770306,-38.92346954,29.65154266,-4.291222572,22.98404503,7.83061552,55.89091873,-10.71202278,529,-59.51977158,-25.31690407,40.54832458,54.21415329
530,-59.48697662,-30.79564667,27.45477867,-12.59778023,7.658047199,-30.42262077,9.367211342,-78.41114807,530,-27.0270977,4.235760212,-8.567394257,-34.38998795
531,4.035663605,-2.297300339,65.55558777,38.03387451,47.80575943,54.92363739,-16.49048805,14.82605743,531,-72.89439392,19.26936913,-32.63872147,-9.802412033
532,-63.19246674,-35.89502335,5.111913204,82.55445862,-3.492675066,-46.0384407,-18.79056358,-38.67588043,532,16.32584763,8.122504234,-2.809497118,72.56923676
533,-73.14460754,-21.54194641,47.42463684,46.86392975,0.059252329,-49.3412323,-22.81158638,36.79573441,533,-14.51499653,26.63960457,-37.32302856,18.5192337
534,-71.11323547,42.04531097,61.97201538,-29.30832672,-75.97064209,-27.48730087,75.45608521,-11.37095642,534,11.80689907,23.43570328,-24.21855164,-83.29297638
535,-75.23937988,21.26433372,-37.59688187,56.97699738,-72.54408264,-25.30955887,32.10053635,-80.19465637,535,46.9687233,-25.98845482,-7.529351234,7.28278923
536,13.35216999,-50.98689651,40.7248764,12.91550636,6.651521206,75.27401733,21.82030869,35.86388016,536,-52.69584656,4.466419697,-9.606892586,-66.14967346
537,-47.14916611,-46.03325272,-41.98770142,69.19503784,17.10907936,-43.05401993,20.03993797,-73.97999573,537,-53.09423065,4.550055504,85.03453064,11.95248127
538,-32.66613388,5.657322407,13.05695629,39.57634735,-56.8547821,41.21385956,-28.44567299,57.62406921,538,-58.31925964,-25.21775246,3.067347765,-3.258435726
539,-3.261739254,-75.48487091,6.635658264,46.32484436,36.70325851,-2.078511,-35.19128036,62.97230911,539,31.40236473,-67.14712524,-22.37969017,62.03862381
540,-25.32385445,-72.28408051,8.763998985,49.75216293,33.1140976,-8.275891304,-28.83404922,64.99621582,540,-38.08177567,-28.8157711,-11.31311989,-25.68649101
541,12.35070419,-63.53539658,38.16154861,-48.66607666,28.72627449,4.595520496,24.02536774,-56.74906921,541,-35.03715515,-19.56876564,-4.836705208,88.15991974
542,-46.00146484,-51.10755539,16.22926903,9.51892662,24.51880074,-30.3028183,34.17191696,61.34915161,542,-44.42490005,-59.01028061,-6.370025158,-17.17122841
543,-61.90374374,-30.0965519,-44.61510849,57.7561264,0.201175988,-50.58984375,20.27524185,-75.18232727,543,28.91124535,-63.30760956,-1.425160408,48.44080353
544,-10.3492918,-27.12137794,65.02381134,-20.83383369,27.78259277,-14.28310585,64.23674011,-28.33773232,544,-51.54240036,-8.306725502,87.8629303,-7.71091795
545,-0.236450911,-73.08249664,53.59031296,-40.64401627,44.16761017,55.47719955,58.43972778,-37.77356339,545,13.27888012,-5.82117033,83.73105621,-6.827631474
546,-70.20406342,-19.21582794,6.072279453,21.00033569,8.931903839,-46.22232819,9.103189468,77.90679169,546,31.96598244,-59.88552094,-51.3112793,-36.49233246
547,-32.47941589,-45.70843124,15.74038124,48.90699005,23.32085419,-21.01192856,-35.1496048,55.84127045,547,32.92236328,-6.414157391,-1.055089712,48.31187439
548,-67.07968903,11.97080326,14.25513744,16.02595329,-71.39558411,-26.05658722,31.04899216,61.49888611,548,54.04024124,-27.10178947,-13.11444378,-24.06129837
549,-11.23523712,20.68552208,68.88030243,-10.98596096,-51.0987854,43.63964081,54.44337463,17.02254677,549,-66.40066528,27.51433945,12.39904785,77.39334869
550,-41.0267601,23.19952202,16.35223389,50.5373497,-79.54940033,-4.576952457,-51.58066559,40.31231689,550,21.02544594,-7.93849659,-23.99067497,6.276727676
551,-40.89741898,-67.14443207,68.32606506,37.8830719,13.39236259,-18.23180199,-17.47428131,10.90469933,551,-48.40815353,1.298624992,-35.12260818,25.23810005
552,-77.62756348,-19.31783104,35.82958603,41.09654236,4.085070133,-47.40102005,-50.59524536,7.778954506,552,50.05685043,3.108442545,49.05345917,7.48377943
553,-31.4781189,-9.998078346,25.34712791,40.12836075,-16.94707489,59.04183197,-37.51976013,32.87132263,553,18.95025063,11.40906811,53.73944092,24.19145584
554,-68.67416382,38.28704071,39.77476883,-48.37456894,-74.46498108,-26.99076271,36.0515976,-47.8766098,554,27.7712059,-28.83877754,16.51836967,77.61421967
555,-21.58278465,-60.31755829,18.88866425,12.95326138,-20.82688713,-66.65657043,54.20576477,1.641619205,555,25.49689484,-5.606057644,12.92105103,81.74854279
556,-50.65087891,29.1753788,-30.58320427,70.3166275,-74.70589447,-6.599170208,36.56889725,-71.96820831,556,11.75096893,-4.670444965,78.64019775,-5.319336891
557,-37.02171326,-30.90241241,62.60758972,-1.579369307,27.34866142,-30.47005272,51.56433868,17.13299561,557,31.95368958,-16.42129898,-34.65669632,-14.68750668
558,11.47492886,-63.76580429,55.14551926,36.13570404,29.54086113,5.229781151,28.93804359,59.19802856,558,11.2228241,-86.91472626,44.08771515,55.32627869
559,-43.5903511,-58.12622452,32.99867249,-16.97555542,24.37328339,-31.70597267,66.27694702,-41.53646469,559,39.85443115,-45.0728035,71.51990509,21.02592659
560,-73.72566986,43.33173752,4.492597103,42.89285278,-70.26738739,-35.92800903,-27.48145866,65.55757141,560,48.52981567,-58.17494202,26.55117607,13.40143585
561,-47.60899353,-32.78905487,37.71514511,-47.38912964,20.91449165,-19.31002235,23.1258297,-56.72031784,561,14.14186764,-85.07182312,-48.81798172,-6.377748489
562,-40.983078,14.34440136,39.70442581,-25.38437462,-14.60914993,78.56079865,53.9992218,-42.53601456,562,52.87513733,-28.27864647,-28.65740585,16.68915367
563,-23.32303429,-20.88560677,7.490782261,42.5177269,34.80634689,-20.53025818,-28.74111938,63.17089081,563,-34.2118988,-54.86862564,86.87979889,4.256066799
564,-13.72452927,-20.30508232,-20.06258392,74.56014252,52.42448425,37.51530457,39.02843475,-79.57955933,564,-51.52326202,-21.52715302,-4.299452782,-37.08392334
565,-34.05134583,-10.82519627,52.72215652,-43.61066437,-10.82433033,72.05927277,68.70881653,-43.3133049,565,-44.0210495,-55.55996704,-68.11038971,12.18708515
566,12.40876961,-48.90924835,43.48516846,-24.6309185,-18.19934273,63.66546631,46.15617371,-47.58005524,566,22.87989807,23.94947243,55.35803604,45.5209198
567,-47.27762604,-45.97379303,-35.68633652,75.00772095,17.08383179,-43.12324905,39.85573196,-75.21469879,567,17.43603897,23.65193558,-33.18887329,14.3012619
568,-39.03968048,10.28750896,38.8940506,-47.74788666,-70.23410034,-13.93457413,27.40370369,-55.28752899,568,31.28295517,-27.99441719,56.54786682,41.86304855
569,18.65037727,-66.22083282,22.87933731,7.419708729,22.12379646,0.589528441,29.73023224,60.96747971,569,56.70175171,-51.04373932,42.11329269,52.13368225
570,-76.85030365,-28.31046486,54.6203804,39.46290207,-6.478274345,-48.64696884,10.16851616,36.35788727,570,-37.45540237,-51.80580902,-15.06008339,-79.25214386
571,-20.53411102,-56.21973801,46.87023544,-24.49050522,19.20881081,-20.21627235,37.44475555,-29.5229187,571,18.23715591,32.04222488,-51.16513824,-0.866713226
572,-74.96883392,-24.75849152,82.91059113,10.73431492,-1.822081685,-46.67108917,-20.83691216,-21.25805473,572,-64.6979599,-3.784506559,-32.38636398,50.61709976
573,-64.08242798,35.19939804,-71.59042358,-47.94593048,-78.51663971,-10.31741142,-10.40438843,-84.10749054,573,27.6768074,-74.67046356,88.78857422,14.17304897
574,-39.78727341,-9.096358299,-20.36325073,80.60651398,-10.57304859,63.7816658,60.05204391,-71.62594604,574,-45.9802742,55.93753433,-7.745462418,45.30900955
575,-37.34236145,5.73019886,-16.69869041,50.98108292,-71.9587326,1.639513135,40.66732407,-52.24470139,575,18.05764198,-5.145698071,27.10041046,53.44427109
576,-45.89537048,-40.25986481,15.93106174,9.395792961,0.38538453,-51.1872406,33.8883667,59.60447693,576,48.08972549,-56.60756683,72.7347641,30.1617527
577,1.455031991,-80.89912415,15.14392853,22.48256302,26.51872063,-14.26596165,-23.75763512,-26.77061844,577,-35.06428909,-56.1381073,-28.57298851,-32.41759872
578,-59.76974106,-19.14954376,10.09850216,13.99372101,32.46942139,-30.69677353,-76.94338226,15.94311619,578,-37.24361801,29.47851372,-10.81857681,58.38155365
579,-32.06616592,-68.52224731,-18.4653244,74.11013031,31.78404808,-16.64748764,36.59660339,-77.82579803,579,-36.67492676,-28.81146431,-17.97457314,-24.15493393
580,13.94818687,-63.61727142,38.86897659,-45.97380829,25.18155098,9.988694191,25.5082798,-54.77819443,580,-13.98176193,25.69843674,-7.035530567,46.07516861
581,-34.41381454,-45.05731201,-20.35218239,75.95127869,14.18305397,-22.49632454,40.5718956,-79.35378265,581,47.97732925,-0.189062253,87.13787079,12.60261154
582,-33.10509491,-47.58763504,19.94610214,57.32826996,21.68939018,-17.44266319,-76.14693451,27.07416534,582,-23.28202438,-52.57705688,7.609243393,60.57156372
583,-76.98529816,-18.46440887,17.92443085,14.08173943,7.139848232,-48.31791687,12.22201633,58.32945251,583,51.68738556,-3.605098963,85.14988708,-9.943003654
584,-40.19983292,-62.75972366,13.53501797,55.3956871,12.36634254,-23.88008308,-50.74966049,41.21595001,584,32.29931259,-2.988223553,27.47571564,68.92639923
585,-60.48266983,-29.14174843,42.01956177,54.9478302,5.298034668,-32.46817017,-22.79728317,37.90517426,585,53.83643723,-51.22145844,-63.24576187,8.45335865
586,-61.459095,-33.08241653,7.482439518,21.95804214,3.251886368,-29.52857971,0.499287426,77.86447144,586,-38.88706589,3.350660086,-28.35180092,46.31599426
587,-33.77752304,-8.637712479,39.24847794,-24.92228508,-15.80937958,59.61346817,53.87382507,-42.16230392,587,-48.20383453,34.84815216,8.708143234,-34.12721252
588,-34.53995514,16.62573814,53.35548782,-46.13414764,-71.62435913,0.271109372,52.75627518,-42.76179886,588,-51.12914658,24.89998245,26.96520615,53.73613358
589,-48.8163681,-45.3311615,57.4622879,-24.92756271,-2.268119335,-47.7169075,67.8669281,-42.02005386,589,-7.750050545,24.23045158,-16.765625,-79.65254974
590,-12.73958302,22.40139008,-17.16845703,56.63470078,-49.09864807,48.89942932,44.91390991,-56.90214157,590,4.305358887,17.23298073,91.66631317,-8.777227402
591,-14.26890945,-74.65348053,49.15430069,-41.62245941,21.37726593,-9.855366707,53.24832916,-40.21886063,591,-11.54352093,29.48286247,11.47902393,79.38386536
592,-76.30149841,-25.61761856,29.34652328,-13.37219524,-3.384208679,-46.21463013,49.55395508,-31.97943878,592,-41.03006363,29.29727554,-1.874457598,73.80669403
593,-3.218005896,0.686446846,7.936598778,38.26859283,31.84659576,62.14510345,-29.35297012,60.08437347,593,38.10580063,-64.74452972,-6.004956245,-38.29759979
594,-9.970108032,15.14703846,4.253854752,47.32058716,-26.35722542,63.94978333,-27.49539566,68.9282608,594,22.65312767,-11.46942616,19.00896072,41.9462738
595,-57.92576218,-29.57872391,15.75271988,2.294894218,6.031729698,-30.75921631,50.28063583,42.23231125,595,-40.947052,48.49760056,36.89748001,42.36314774
596,-31.47832108,8.399879456,71.98570251,13.93605518,-15.69441414,57.98547745,47.89007187,21.43257523,596,59.3039856,-37.04384995,80.53168488,29.49720955
597,-6.790507793,-41.61754608,-19.28157425,78.15914917,17.40584183,52.93414307,54.9817276,-75.57537079,597,19.83661652,-81.51077271,-6.647107601,-43.85961533
598,2.2184484,-4.349769592,30.24922752,-4.662787914,45.62007523,58.35980988,50.37604904,-25.41381454,598,-59.7623558,13.36280823,-0.459317267,-55.75809097
599,-61.45950699,-25.71149635,74.56175232,13.06405449,4.674923897,-32.00086594,68.79594421,7.625859737,599,-28.43731308,-57.25200653,80.14776611,18.84776115
600,-16.15235138,12.00969124,30.67947578,-6.416798115,7.224921227,82.23917389,60.98587418,-14.81535625,600,-36.94650269,23.35426712,79.88008881,-6.81668663
601,-80.30751801,29.21169662,-12.15072536,52.96765137,-73.83082581,-27.39671707,69.11044312,-41.27106094,601,-52.75288391,25.8815403,77.8212204,11.7610836
602,-52.20723724,20.5621376,52.6144371,-35.14584351,-71.44921875,-4.159978867,67.44561768,-40.94029617,602,23.34385109,22.40714264,-33.82963181,21.51933098
603,-77.45337677,-27.13873291,78.6818161,19.19522095,-6.016456604,-47.62022781,-21.53336716,9.173563004,603,-42.4058342,-46.90378571,35.04476166,41.4822197
604,-32.39889145,-61.6129303,83.00617981,11.31324768,31.71012497,-17.58865738,-20.33166504,-26.99769974,604,54.43999481,-35.14324188,-6.983478069,-42.14725113
605,-35.64698792,-59.61701202,72.16283417,0.149065331,47.12887955,-15.84424114,-20.42209625,-1.2504251,605,-45.58843613,55.12010574,2.18679142,-54.24437332
606,-59.51531982,-19.08534813,66.09418488,-23.03198814,32.10884476,-30.83311272,63.60481644,-33.9963913,606,0.349492401,16.50135422,-13.09792423,-37.90723419
607,-27.67095184,-22.78995323,17.6255722,12.60963917,25.92398834,-28.68393707,29.26200485,48.95939255,607,-21.57589531,51.08203888,-19.93773651,-86.87389374
608,-63.82476807,-23.13388443,16.81124496,62.52734375,12.04153633,-43.993927,-41.79672623,49.44725418,608,6.182211399,19.00350189,-19.60240173,-83.03488159
609,-77.94452667,-27.26947021,-33.52417755,73.03324127,-6.915966988,-47.8594017,36.90491104,-71.39678192,609,-11.99963188,21.25889015,-10.0125103,0.13036488
610,-56.66451263,-32.10333252,9.139245987,70.62754822,10.08401585,-23.06747627,-89.80799866,13.23406315,610,-22.1654892,-51.39035416,-13.28215694,65.30704498
611,-42.75188828,-48.07966232,20.05681229,-4.163642406,35.2653389,-29.21038246,39.95264435,-11.19163513,611,50.01340485,-45.63682938,78.84346771,14.69484615
612,-60.83647537,-36.46525192,38.95735168,-12.11733723,-5.607199669,-54.4419136,58.76091385,-32.04338837,612,-36.76660156,-24.26349068,-29.73191643,70.23223877
613,-60.6879425,11.59860802,8.594199181,70.48156738,-73.25242615,-22.14044189,-86.23924255,6.74309063,613,33.86045456,-6.096356869,27.97337532,71.01538086
614,-54.41484451,25.32263184,17.41023064,4.399449825,-79.32951355,-12.27620029,27.90406418,52.04863358,614,57.89751816,-37.28041458,69.49324036,1.725543499
615,-75.54915619,-24.64829445,41.68179321,20.27816772,-2.560143948,-48.75643921,15.73056221,39.14723587,615,16.95724106,26.62567711,62.85375977,2.833922386
616,12.19141579,-63.90827942,5.032240391,56.49650955,28.84465408,4.774577618,-34.06515121,64.55719757,616,50.60932159,-55.331604,36.06185532,49.45069885
617,-72.35996246,42.64165878,-37.12516403,73.98204041,-71.90132141,-33.81319809,28.30555534,-70.57511139,617,43.39177704,-19.76252556,23.23760414,71.86758423
618,-48.67000198,-45.32074738,14.19041824,4.746193409,-2.236787558,-47.75307083,10.68638325,59.40484619,618,32.50549316,12.68939781,-22.01042938,51.85725784
619,-27.05628204,-12.17092991,48.86450577,-41.64037323,5.753753185,82.35336304,51.98967361,-40.72229767,619,42.7309494,7.82050848,-19.40589333,-1.567645311
620,-73.30767059,-28.83591652,49.79539108,-18.85732079,1.00816834,-41.24970627,69.61048126,-2.781240463,620,-52.99846268,-8.873016357,-28.81191063,2.80698514
621,-31.20771599,9.299001694,12.74921799,5.040389538,-71.67591095,0.376172811,36.22552109,55.70966339,621,25.39214897,13.14403343,76.66131592,27.80685425
622,-39.41741562,-62.78029633,62.47976303,-1.564191699,15.11320496,-22.91537666,67.35085297,-8.779989243,622,-41.45387268,-47.35877228,-25.98635101,53.97312164
623,-49.39625168,27.09977722,73.49774933,-3.897796631,-74.93092346,-6.885123253,69.77074432,5.784898281,623,-64.68978119,27.50976944,92.61374664,-1.532268882
624,-16.86443138,-49.98151016,-20.34035873,85.96350098,32.11151123,-14.64489841,61.88512802,-68.25424957,624,-50.18984985,-57.11885452,-50.49621582,-1.000224233
625,-4.610607147,-40.90396881,19.30119705,58.39717484,12.20917797,51.00930405,-83.53309631,31.56892776,625,30.83102226,-57.96515656,12.92307568,42.01922607
626,-47.19789505,2.857091188,17.0511322,12.05310726,-71.2154007,-15.25691223,37.80263138,54.48966217,626,-53.68484116,5.747322559,11.9646349,82.06320953
627,-28.27516937,-9.277955055,26.84365845,-0.835624695,-37.17347336,47.95815277,56.22003174,-1.217286944,627,-78.60552979,-32.60353088,-40.25997162,47.79291153
628,-60.85676575,-24.25911903,42.75334549,-24.1326046,2.023914576,-31.76603317,46.49402618,-50.1599617,628,41.22473145,1.245100141,70.80229187,1.313845754
629,15.8051939,-38.81100082,38.09479141,31.7143116,22.84016991,7.426414013,12.96247196,35.35713959,629,-41.16940689,60.15385818,-49.69644547,-36.45531845
630,-21.78429794,-36.95571518,27.13272667,-33.16266251,33.55762482,-10.23216343,9.103713036,-81.32496643,630,-52.13541794,29.70553589,-4.895501137,87.59809875
631,-74.61891937,-29.4395256,45.37578964,14.37242699,-1.57036972,-41.70128632,-1.96304667,35.50611115,631,-74.15023804,-52.80596924,92.2934494,-1.633719563
632,-44.79223633,-59.64315796,-24.06893921,77.06183624,11.4616394,-24.37496376,43.83183289,-80.15713501,632,31.40181923,-14.34759426,86.52666473,11.92991352
633,-40.08069229,15.32230568,38.44061661,-11.96288204,-13.56175804,78.75107574,59.06139755,-32.47236252,633,42.12141037,-23.18658638,36.63233566,48.84054947
634,-73.03960419,-29.32919884,26.94220924,43.05252838,6.959013462,-47.96609879,-63.40049362,21.06781006,634,20.72909355,12.50551796,10.07427692,-44.51693726
635,-60.04956818,-25.75710869,43.28483963,-47.8064537,2.253030777,-31.1330204,35.4830246,-54.54411697,635,16.06725502,-6.423570156,-30.57067108,15.89114475
636,-45.04253387,-54.55824661,9.637851715,36.61764908,23.92040062,-31.8144722,1.255894065,72.34906006,636,5.379633427,15.17682362,12.6666975,40.93384171
637,-47.44367218,-27.80154228,41.43693924,-48.0790863,35.09981537,-12.29685783,35.55653,-46.09865189,637,41.4888649,-50.00204086,88.59554291,-0.816863537
638,-46.87358856,-51.73202515,-19.21739197,58.08296967,9.667577744,-23.48056984,39.99470901,-54.86733246,638,30.36727715,24.56259918,-28.36810684,-13.58228111
639,-46.62517548,-50.62911224,12.29712009,48.33699799,13.32902145,-25.01002884,-25.15331841,65.15917969,639,-79.47255707,-28.26062584,11.05585289,-37.86050415
640,-0.949622214,-48.86779785,-16.03596115,52.02735519,-8.660974503,69.42402649,43.43861008,-53.64465332,640,-46.34331512,56.22211075,-14.99085522,51.20433426
641,-6.68763876,-6.50645256,26.51184654,-2.239130497,-16.68858719,38.1820755,49.0260849,6.042417049,641,57.96971512,-34.93864441,-4.633255482,51.29141235
642,-57.45708466,-31.80736923,-32.06349945,67.57878876,6.884242058,-29.98749352,27.37340355,-63.81608963,642,33.30947876,-70.87601471,62.04770279,30.59423256
643,-46.56763458,5.54187727,-16.6285553,83.64498138,-11.10097027,62.34043503,61.15222168,-69.66462708,643,-60.09413147,-7.616740227,67.49176788,1.79607141
644,-32.44190598,-47.23817825,62.02715302,-0.644064605,32.13153458,-14.14799118,34.98488617,33.1100502,644,38.67763519,-66.72412109,-13.80858994,-79.59554291
645,-44.19543839,-4.720973015,-24.37827873,52.33240128,-10.62403393,62.95928574,39.80852509,-47.76840973,645,56.51504135,-36.442173,-4.721678257,40.23133087
646,-43.85396194,-52.60377121,5.941082954,21.51407433,34.59466553,-25.03654861,-0.004936972,78.84056854,646,18.08515739,29.34864807,72.25975037,33.67975998
647,-76.62963867,-26.72271347,3.137373686,31.35830879,-6.352216244,-51.48302078,3.613191128,79.57846832,647,43.98321533,-26.78158188,-6.934717178,70.30944824
648,-38.67023849,-32.20163727,45.44356918,-18.07742691,13.14289093,-43.90882111,67.85195923,-29.52779198,648,-33.63739395,-55.87124634,-10.41200161,-66.44046021
649,7.174826145,-50.538414,8.30874157,21.44732857,14.7784996,56.84205246,-25.49482536,66.90067291,649,-34.67004776,-56.08711624,-68.37884521,13.62137032
650,-35.04786682,-41.73390198,65.70091248,1.095631957,40.73558044,-16.41950607,33.91917038,29.23072433,650,-83.03022766,-35.27745819,14.2114172,56.30314636
651,-32.88349152,-45.96692657,55.86395264,37.19116974,20.78489304,-22.21865463,11.37615204,38.23732758,651,-64.74330139,-4.699188232,-16.61105919,44.78501129
652,-11.66652203,13.77297783,66.31105042,-19.37948799,10.77944565,83.77218628,69.44833374,-19.34906006,652,-71.53119659,-27.67379379,-3.734136343,76.25440979
653,-9.305301666,-27.63329124,-10.12161732,60.07427216,26.2009964,-0.753103018,49.87111282,-70.29728699,653,-35.94881058,-46.38873672,-0.48110503,-57.25471878
654,-45.02069855,-52.22423172,42.04526138,-45.52376938,24.80548477,-30.11720276,43.70094299,-52.68219757,654,-30.03491592,-33.07423019,-9.987771034,-59.86669922
655,-33.94933319,-48.88101578,9.244386673,21.67285538,22.11148262,-22.29965782,-28.649189,65.37753296,655,-52.17726517,-57.71231461,-43.97268295,63.74431229
656,-57.13196564,14.87260532,-15.64899158,77.78505707,-71.31578827,-22.94487572,44.5463829,-77.76193237,656,-77.81505585,-44.30461884,-7.199700832,-27.34164047
657,9.942991257,-78.07836914,5.355823994,34.65800476,35.67971039,63.9919548,0.774871945,74.12533569,657,15.88727379,-5.890257835,-15.47756386,50.79240417
658,-31.44499588,-69.30107117,4.022170544,47.89709473,31.17578316,-13.93895912,-27.13012123,70.22235107,658,1.098213911,22.40923309,-18.44893837,50.66262436
659,-42.73072815,20.40999985,65.73107147,41.77464294,-75.02519989,-4.90921402,-35.54024887,6.433429241,659,-50.68106461,-20.91503906,-42.79130554,61.09124374
660,-20.1888504,-66.98932648,-36.36746216,58.11123276,32.93072891,-8.502308846,26.63615608,-67.67041779,660,56.1978035,-24.68534279,-8.485969543,-30.79803467
661,-34.07810593,-44.81787491,14.22220612,4.614885807,14.00189877,-23.53467941,31.11915779,53.69506073,661,40.76147842,-66.07257843,-9.301484108,9.480895042
662,-59.15732956,-32.20853806,5.88694191,82.38101196,9.223276138,-23.79530525,-18.40687561,-39.42782211,662,30.65671158,1.101821423,85.01906586,-7.817952633
