BE_BL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BL_BE,F_source_embedded,,F_target_embedded,
1053,-53.55992889,-35.34605408,-29.50365067,35.45859909,-40.35617065,-59.3560524,-67.44692993,37.8212471,1053,-57.51220322,54.81447601,-65.99235535,-10.91746235
1054,-52.89998245,-37.10261536,-26.92043686,34.58106613,-46.47674561,-58.16808701,-67.56685638,38.13606262,1054,-59.45313263,50.82284927,-62.32392502,-6.355981827
1055,-8.408308983,-21.52892685,52.24105835,-15.89787865,-0.964057922,-84.98809814,-49.03275299,-13.18174267,1055,-15.11011505,-52.94795609,-11.81466007,-44.69100952
1056,-25.8094101,-45.80688858,23.90204811,-4.19764328,-32.60659027,-74.0463562,-48.13879776,-6.014053345,1056,-30.74128342,-54.28453064,-27.87489891,-22.40434074
1057,-35.90861893,-48.31155014,7.729070187,43.59158707,-38.85610962,-68.48764038,-60.52614594,-24.15214729,1057,-34.84286499,-62.06184006,-31.73267937,-24.03972244
1058,-44.23124695,-40.67380524,-23.25743103,28.94221306,-41.52060699,-62.98500443,-30.87783623,-38.77539825,1058,-68.93148041,39.60612869,-55.62482071,-4.736617088
1059,-7.39773798,-22.30404472,33.75925446,-12.84910011,7.678616524,-49.81243896,-31.42093658,-75.75788879,1059,-22.66748619,-46.94213104,-14.8253727,-33.07339859
1060,-51.16374588,-38.03899002,-26.24954796,31.46953201,-45.94832611,-58.38693237,-64.56381226,3.068244219,1060,-65.80005646,44.25245285,-60.34567642,-7.124985218
1061,-17.73391151,-37.45854187,17.85099411,-5.150761127,-3.975592136,-60.45468903,-51.02708054,-26.63544464,1061,-32.25052261,-50.35253143,-28.76814461,-21.67490578
1062,8.155323982,-68.62793732,-66.29663849,44.7724762,-64.81756592,2.528390646,-60.31240463,27.12426567,1062,-58.971241,67.07888794,-66.92268372,41.54957581
1063,-50.78005219,-37.68598938,-26.35299492,31.30973053,-43.18627548,-59.51565552,-62.56772614,-1.224021792,1063,-66.48505402,44.40164185,-59.70563889,-7.824278355
1064,-53.38877487,-36.49650574,-28.370821,34.41233063,-44.12564468,-58.54490662,-68.61623383,37.91786575,1064,-56.43492508,54.43132019,-62.7025032,-6.404079914
1065,-49.36122894,-38.36717987,-20.57808304,31.30200386,-52.69690704,-54.18213272,-50.64115143,31.67847443,1065,-58.07282257,49.40427399,-60.18759155,-6.754993916
1066,-75.49246216,-17.33925247,-43.05395508,40.36538696,-57.64973831,-43.81721497,-61.37267685,3.075160265,1066,-64.94332886,52.80170059,-73.39974213,-11.57137966
1067,-34.53765106,-47.22474289,9.731190681,42.75214386,-19.79985428,-72.43819427,-59.50477219,-17.91762352,1067,-33.33931351,-61.43086243,-30.93811798,-23.48576927
1068,-52.67221069,-35.07161713,-22.36229324,32.15442276,-43.99476242,-56.31465912,-69.30198669,36.93764496,1068,-64.67964935,43.2259903,-59.41208649,-9.488345146
1069,-75.53954315,-15.74874401,-44.61771393,45.19630814,-68.6259079,-35.89200974,-61.0157814,4.562491417,1069,-63.44021225,55.10517883,-80.10736847,-5.013350964
1070,-74.17384338,-30.75180435,-29.51123619,35.91062546,-58.17279816,-47.78146362,-64.15059662,39.52684784,1070,-57.03492355,55.16891479,-69.08016968,-6.597500801
1071,-78.54440308,-24.47314072,-39.16676712,39.45838547,-50.25211716,-50.25986481,-63.67069244,32.92263794,1071,-57.61704254,58.82291412,-70.83352661,-11.99984264
1072,-49.16260529,-40.45650864,-23.43161964,30.77372742,-53.55998993,-55.23171997,-74.41176605,28.54275703,1072,-63.66136932,45.38568878,-58.68681335,-1.728353739
1073,-13.03705883,-30.58677292,26.79888535,-9.924278259,1.732135773,-80.40254974,-37.9402771,-71.66092682,1073,-26.99907494,-49.9325943,-19.75935173,-35.83523941
1074,-58.88378906,-35.91427231,-23.79192543,37.28565979,-70.82469177,-11.95836926,-63.14201355,41.87607574,1074,-41.34797287,63.17168427,-66.08972168,4.993848801
1075,-16.07518578,-28.84669685,20.0252018,-7.72780323,-34.23498154,-75.92173767,-49.53499222,-27.76024628,1075,-28.00615501,-51.60781097,-16.54869843,-44.1178894
1076,-26.46965981,-46.31631088,6.934273243,43.72104645,-19.42492104,-80.97048187,-65.7720871,-18.63936615,1076,-63.56287384,10.43453407,-28.38641167,-22.35459328
1077,-60.32582474,-13.08553791,-8.174320221,48.03532028,-80.46363068,-1.963213563,-4.522744656,24.60009003,1077,-17.35824585,54.49946976,-73.97568512,16.95996666
1078,-76.65553284,-26.39154243,-42.42928314,38.80105209,-51.58942032,-50.00667953,-59.45252991,-3.107764959,1078,-64.99809265,50.82886124,-69.55776215,-10.502985
1079,-12.58791924,-28.31993866,20.94235611,-5.676797867,6.172122955,-54.79145813,-38.40293503,-69.18361664,1079,-32.38040161,-26.33577728,-21.32124329,-26.23524857
1080,-43.58792114,-40.66717148,-23.02312851,28.95296478,-26.44416428,-69.95189667,-61.13692474,-4.950466633,1080,-68.55898285,40.07688522,-54.24274826,-4.676260948
1081,-58.24097443,-36.45734787,-23.7425766,37.39864731,-63.1836319,-47.47427368,-50.9681282,32.51314926,1081,-41.18566132,63.37648392,-65.67983246,5.211610317
1082,-56.15878677,-34.93141174,-30.51203537,35.891819,-61.66259384,-25.52171135,-72.14839172,27.52737236,1082,-61.00258636,52.82250595,-66.41415405,-5.353056908
1083,-12.97033978,-16.87345123,18.67638397,-7.94563818,-46.21575928,-22.79411125,-47.93459702,-6.180226326,1083,-24.30805397,-60.80536652,-14.5872736,-53.37632751
1084,-76.2569809,-25.58477211,-40.51960373,38.95672607,-56.93279266,-47.28756332,-69.47228241,27.78609657,1084,-62.90387344,54.53322601,-71.22647095,-5.052119255
1085,-77.25404358,-14.21723461,-45.46011353,51.04817581,-72.78787994,-32.47791672,-63.49730682,32.01951599,1085,-53.73083496,66.35456848,-80.27462769,-3.999377728
1086,-52.37729263,-36.27806091,-25.64365768,31.0788269,-40.10810089,-59.72648239,-63.61694717,0.142224148,1086,-66.26329803,43.99904633,-59.31580734,-9.080492973
1087,-58.06738281,-36.62945938,-24.32400513,38.45913315,-58.45305634,-50.30265808,-49.77125168,32.46831894,1087,-41.23653412,63.4385376,-65.61701202,4.962491035
1088,-9.659017563,-15.87897682,25.85909462,-6.259643078,6.285845757,-63.99012375,-50.15239716,-12.54743576,1088,-24.97721672,-58.17876434,-11.69243717,-39.76243973
1089,-55.22275543,-34.40530777,-41.25025177,38.77851868,-66.76215363,-42.61488342,-68.98654175,27.29540443,1089,-64.77805328,53.89812469,-66.62992096,-9.109302521
1090,-75.80158997,-27.03034973,-41.69810104,38.37161636,-57.73427963,-47.36298752,-62.12333679,4.463492393,1090,-63.76403809,53.20820999,-70.42712402,-7.157297611
1091,-77.19491577,-22.68566895,-38.27463531,41.03544235,-51.23628235,-49.5949173,-64.46443176,32.91378784,1091,-57.18655014,59.47549057,-69.99760437,-11.39776897
1092,-56.11776352,-36.18900299,-29.22321701,35.40481186,-63.40096283,-46.65835953,-72.6905899,29.86461639,1092,-55.97169495,54.92452621,-63.94969559,-4.542253494
1093,-36.87094116,-48.74867249,7.474239826,44.17783737,-38.9839325,-68.22245026,-73.08436584,0.950815022,1093,-33.09665298,-67.13786316,-32.3192482,-23.00096512
1094,-72.67546082,-11.21648312,-27.22309303,48.50194931,-77.09514618,-21.86628914,-1.328532934,30.2598629,1094,-40.67000961,66.57331085,-76.36023712,12.8901453
1095,-47.8698082,-40.14985657,-24.44589233,30.92198563,-52.18593597,-55.90830612,-64.38109589,1.568109393,1095,-65.85475159,43.44933701,-58.64844131,-3.709619284
1096,-75.90858459,-28.53684616,-33.22454834,35.60336685,-44.49786758,-54.98924637,-68.37337494,36.57305527,1096,-57.51655579,55.42729568,-69.414505,-5.058461189
1097,-61.09050751,-14.84127426,-27.92056847,49.62057877,-75.1789856,-23.4360714,-26.707201,32.18124008,1097,-41.64102173,66.62689972,-80.49365234,10.57787132
1098,-54.74543381,-36.12475204,-29.06904984,34.70123291,-49.7841301,-55.01922607,-69.23226166,36.97762299,1098,-56.37990952,54.9475174,-63.1000061,-5.635883331
1099,-17.11555672,-36.49998093,18.60977745,-5.753409386,-13.16668224,-84.04785156,-39.72740555,-68.9527359,1099,-32.2522583,-49.66109848,-27.35714722,-28.22332573
1100,-71.07614136,-15.10348988,-35.38113403,46.78843307,-78.13150787,-11.461339,-55.92729568,38.71560669,1100,-44.03713989,67.7397995,-79.10080719,3.22989583
1101,-15.62281418,-34.72745514,20.68936539,-6.69427681,2.23649025,-65.26345062,-46.16547394,-30.79873466,1101,-31.77483559,-49.75037766,-26.7270813,-24.37992477
1102,-22.3875103,8.077055931,84.5736084,-9.025502205,21.07925415,-67.29275513,-41.21288681,-11.35971069,1102,1.234201431,-51.92881393,4.942620277,-35.08163452
1103,-53.14146042,-36.68754959,-29.20435143,34.32838821,-42.7197113,-59.61794662,-72.36522675,29.18259239,1103,-59.95023346,52.85785675,-62.21563339,-6.743441582
1104,-74.72209167,-22.49929047,-42.56171036,46.69224167,-74.22644043,-14.74067974,-48.11985397,38.20425797,1104,-57.77160263,60.19709778,-75.05885315,-6.094095707
1105,-60.15089798,-14.06222916,-8.011309624,48.0426178,-78.45675659,7.246293068,10.26101494,19.32608986,1105,-22.27243233,55.75339508,-69.49243927,22.70496559
1106,-54.37115097,-37.84708023,-23.85886383,34.70944595,-58.11882782,-49.28211212,-50.45393753,33.53557968,1106,-58.08650208,50.85533905,-61.39427185,-6.287899971
1107,-65.42803955,-1.072831988,-37.21667099,46.89156342,-72.66611481,-26.60630798,-64.97121429,38.63914108,1107,-40.6849823,72.22816467,-74.67720795,17.17301559
1108,-73.93502045,-29.1846981,-43.03757095,43.33086014,-66.0247879,-42.2154541,-67.57550812,27.94600868,1108,-65.41593933,54.14536285,-68.90348053,-8.068232536
1109,-57.03627777,-35.2098732,-28.84697723,33.86075592,-63.57107925,-46.4614563,-72.69409943,28.75233078,1109,-60.1015358,52.54057312,-65.53367615,-3.799428463
1110,-35.40265274,-48.01665497,7.357885361,43.82500458,-40.26343155,-68.88465881,-60.28458023,-24.75048828,1110,-34.97492599,-63.08944321,-31.72323418,-24.40491295
1111,-72.76739502,-10.93425941,-27.81098747,49.23613739,-76.87201691,-25.66733742,-27.01373672,31.67577553,1111,-41.14787292,66.90725708,-80.48490906,3.354439735
1112,-78.77573395,-15.49864197,-8.177350044,48.00059891,-77.18938446,-2.20083046,-1.647705555,25.53869438,1112,-27.02283859,56.23423767,-76.70805359,2.530112982
1113,-71.94667816,-11.41090202,-37.4906311,48.29300308,-78.37757874,-14.34642982,-52.01810837,37.0918808,1113,-43.53212357,68.17372131,-73.39503479,15.44903278
1114,-77.10807037,-14.96331596,-41.47676086,48.11181259,-72.46968842,-32.64217377,-54.57019806,35.74610901,1114,-52.06606293,64.66583252,-79.68981171,-4.653469086
1115,-26.68909454,-47.65253067,26.18002319,-4.557461739,-41.14546967,-71.10490417,-34.05092621,2.39546752,1115,-24.77898407,-59.659935,-33.24520493,-27.24489975
1116,-60.16946411,-12.83396721,-8.242308617,48.01683807,-80.08944702,-8.913471222,9.930198669,19.55458069,1116,-17.23077965,54.28551865,-67.51086426,21.98251534
1117,-54.19894028,-36.67077255,-28.19717407,33.68051529,-49.36889648,-55.70700836,-72.44274902,28.67278671,1117,-65.23364258,46.55431366,-62.71639633,-5.494104385
1118,-33.38645172,-47.31100082,10.34893799,42.08037949,-27.48043251,-75.23162079,-48.93214035,-30.24260521,1118,-34.16698074,-58.97468185,-30.4256649,-27.81336403
1119,-35.17256927,-47.89036179,7.967946529,43.56049347,-20.97269249,-72.213974,-60.39974213,-18.20832443,1119,-33.33452988,-63.22158432,-31.61481667,-24.33334351
1120,-47.61063004,-40.20755386,-24.62745285,31.53269958,-51.37352371,-56.36579514,-73.92588043,28.48030853,1120,-63.115448,46.58718872,-58.64606094,-5.382762909
1121,-50.30358505,-39.24503326,-24.04930687,31.66553497,-58.71463394,-50.26248169,-63.29326248,41.88298035,1121,-58.56978607,49.78733826,-60.69447327,-4.114684105
1122,-26.86098862,-46.72653198,23.86803627,-3.81508112,-34.00213242,-73.11618805,-44.18487549,-1.100012422,1122,-29.36022949,-61.49390411,-28.18852615,-22.31492424
1123,-54.21466064,-34.86446762,-24.53830528,34.92746735,-48.478405,-54.27859116,-48.15858078,34.7852211,1123,-60.2580719,49.71251678,-66.01237488,-10.48578358
1124,-73.18864441,-28.11026764,-25.75201988,35.90789795,-73.48617554,-15.41988659,-42.05174255,33.95720291,1124,-55.6380806,58.27988052,-73.03043365,-7.227626324
1125,-17.61816978,-29.15267181,10.4781723,43.22024918,-40.5118103,-73.65449524,-48.79475784,-4.297852993,1125,-29.66923141,-64.62282562,-19.60831451,-49.94384003
1126,-19.43038368,-31.75773048,48.93891525,-17.42551422,-26.43723297,-78.86535645,-48.3798027,-11.05237675,1126,-17.21456909,-55.80135727,-22.99817085,-36.30172348
1127,-78.158638,-23.42310333,-38.30487823,39.20104599,-51.62293243,-48.98341751,-63.10675049,37.94409943,1127,-55.76596451,56.86795425,-71.3134079,-12.16217709
1128,-43.65969086,-40.55143738,-22.82858849,29.00108337,-26.16484642,-70.05647278,-61.11856461,-4.953362942,1128,-68.61827087,39.94289017,-54.2878418,-4.799180984
1129,-78.11227417,-15.11289406,-7.422884464,48.28765106,-78.0560379,-17.8098259,-27.10348892,24.5268116,1129,-26.73243904,56.04086685,-79.5539856,-3.011017561
1130,-55.9668045,-35.19480896,-30.19890785,33.79201126,-58.01669693,-48.84118271,-72.42373657,29.48018837,1130,-58.65064621,54.53953552,-66.21995544,-4.704900742
1131,-26.19243813,-47.15437698,24.01187515,-4.236139297,-45.7803421,-30.04885674,-40.50112915,1.974087954,1131,-25.58742332,-59.92739105,-32.2409668,-50.97306442
1132,-70.64768219,-14.31639862,-31.86575508,42.48308563,-73.87719727,-33.43425751,-50.18545532,34.55441666,1132,-43.19694519,66.77701569,-76.85583496,-0.730928063
1133,-19.3196907,-31.52328491,9.216284752,42.27229309,-26.18114662,-79.10420227,-50.89630127,-56.84978104,1133,-35.72803879,-20.15340614,-22.69059753,-35.45932388
1134,-75.69855499,-27.09886932,-41.75343323,39.36866379,-59.12499619,-46.50629807,-68.23777008,27.11131668,1134,-66.08016205,53.03427505,-70.9407959,-7.659808636
1135,-34.94847107,-47.65872955,8.395195961,43.34602356,-26.97889709,-74.31159973,-69.20679474,-12.73270416,1135,-33.83594894,-62.63921356,-31.31159592,-24.01922035
1136,-74.40021515,-25.74429893,-39.28336334,39.17352676,-64.67168427,-42.59727859,-70.3927002,29.51651764,1136,-58.25706482,57.15638733,-73.54055786,-6.149390221
1137,-76.99511719,-13.82820415,-30.53995323,54.14315796,-67.90573883,-35.86041641,-28.26614952,33.6803627,1137,-49.86091614,64.30220032,-80.70275879,-2.982117653
1138,-87.04043579,4.15369463,-65.733284,44.0715065,-62.49757767,-4.78091526,-56.55627823,2.90213275,1138,-88.15994263,37.54311371,-73.91678619,-34.32168198
1139,-51.60316086,-37.0337944,-26.47373962,31.304142,-49.90411758,-54.58559418,-59.77730179,-3.776135206,1139,-66.49932861,44.88436127,-60.08440781,-8.095641136
1140,-51.05272293,-39.67419815,-24.34373283,31.02198029,-40.12124634,-61.1913147,-64.51667023,1.683154941,1140,-65.47834015,44.04253769,-59.95343399,-3.262207985
1141,-74.82951355,-30.57985497,-42.41375732,39.80387497,-53.43634033,-50.19511414,-61.40472031,1.593672872,1141,-65.92326355,51.7917366,-68.14801788,-10.27921486
1142,-75.70535278,-20.26544189,-46.15820313,50.52460861,-75.85033417,-30.4512291,-66.34806061,29.59414101,1142,-56.1292038,62.95555878,-76.81993866,-5.391527653
1143,-59.66439056,-14.88185978,-30.79245949,52.67280579,-81.94522858,-3.143296957,15.80269909,24.3423233,1143,-28.43221855,76.25614929,-68.76235199,23.79034996
1144,-60.39979935,-35.05917358,-5.14985466,50.71983719,-60.21813583,-24.26874542,-41.63059235,22.21105385,1144,-28.29372406,49.00009918,-64.21338654,7.728580475
1145,-17.22110939,-36.73120117,19.8932972,-6.412228584,-4.730656147,-79.40607452,-46.21839142,-30.73228645,1145,-30.91770363,-50.70384979,-27.2287941,-24.69824982
1146,-75.42254639,-21.33091927,-41.43809128,45.3100853,-77.92980194,-12.59160709,-64.14564514,32.41402435,1146,-56.58018875,60.8032074,-75.64302063,-5.705883503
1147,-43.06376266,-40.52573776,-23.14477348,28.96228027,-28.46151161,-61.35164642,-37.53606415,-40.38080597,1147,-68.79998016,39.81456757,-53.54359818,-4.683950901
1148,97.06936646,12.29885674,46.41213608,70.86400604,-27.3430481,1.011677742,-57.91775513,26.70010567,1148,2.558679342,-59.67557907,27.2260437,-10.05188465
1149,-38.14505005,-45.84465027,4.606472015,43.25352478,-26.62225914,-73.12416077,-68.01680756,-38.13687134,1149,-78.0017395,3.144970179,-33.44849014,-13.62995338
1150,-47.62016678,-40.25651932,-20.50868416,31.15524483,-52.52952576,-55.78289795,-48.4151268,29.9359169,1150,-58.13923645,49.24110413,-58.70915222,-4.053408623
1151,-51.56399536,-37.44111633,-26.37305069,31.33246994,-44.55312347,-58.56929016,-63.72340012,0.732672036,1151,-65.99595642,45.0599556,-60.73371506,-7.351792812
1152,-25.78242302,-46.73460388,25.52946472,-5.688869476,-41.37730026,-71.315979,-42.98940659,-2.23161459,1152,-24.89803505,-58.91960144,-31.85211563,-48.33898926
1153,-17.84376144,-29.32758713,10.32149601,43.11544037,-45.29600906,-26.91838646,-68.86644745,-11.45998764,1153,-30.20483971,-64.11808014,-19.76640129,-49.75586319
1154,-26.2402916,-47.30952072,26.12056541,-4.617410183,-47.2287941,-28.25862503,-33.13186264,2.952698708,1154,-22.56154633,-61.82155609,-32.16490936,-51.19867706
1155,-37.21273422,-48.68833923,6.713384151,44.19245529,-39.46170044,-64.69470215,-65.561409,-18.86932755,1155,-34.87944412,-63.37347031,-32.36310577,-20.48088646
1156,-77.76067352,-27.28157806,-42.07783508,38.33201981,-41.66027832,-55.33934021,-61.2675972,-0.796696663,1156,-64.50015259,51.46450424,-67.6089859,-12.06131744
1157,-20.28986549,-4.13530302,24.83380508,-3.293201685,13.28730583,-74.97783661,-49.630867,-26.80304337,1157,-33.31593704,-51.89180756,-3.119410753,-40.77719116
1158,-33.6770668,-43.88962173,-5.203747749,18.40243149,-27.35710716,-73.74514771,-41.72093201,-45.66591263,1158,-75.47192383,-20.37484169,-33.39902115,-12.62119675
1159,-7.046370506,-21.024086,35.88505554,-11.56230354,5.961271763,-62.50654221,-14.94011497,-84.40782166,1159,-22.86693001,-41.72888184,-11.50844288,-33.02408981
1160,-35.33707047,-42.23436737,-3.128862858,16.44437218,-19.71247292,-72.07811737,-55.9540863,-43.23033142,1160,-71.58366394,-19.88984299,-40.91765976,-4.608716011
1161,-6.45678997,-16.1952858,41.4819603,-12.38148403,8.714781761,-72.83359528,-30.45745087,-76.99983978,1161,-19.5951252,-46.95478821,-5.045829296,-36.81364059
1162,-36.8695755,-41.85620117,-4.537545681,17.55438232,-13.71705246,-70.49154663,-61.13341904,-36.2802124,1162,-74.71491241,-20.3433609,-45.46605301,-4.101272106
1163,-36.44478226,-41.86222458,-4.492524624,17.15934563,-18.89885139,-71.54838562,-68.7191391,-33.10651779,1163,-75.70355225,-19.22336769,-42.18391037,-3.410862207
1164,-15.6940136,-31.45746994,26.71676826,-11.88858223,-21.26498604,-83.1053009,-51.38337708,-23.74422836,1164,-25.12751389,-48.70991135,-20.63415909,-36.29410934
1165,-13.14980888,-31.86626816,25.92059708,-9.129225731,4.754365444,-42.96561813,-34.51423264,-72.66078949,1165,-31.02695274,-48.1052475,-23.18992043,-23.64126396
1166,-5.535009861,-15.68008614,33.54636002,-13.06425285,6.668069363,-67.79610443,-41.73295212,-72.27391052,1166,-19.88469315,-47.60933304,-6.743082047,-36.6475563
1167,-7.26177597,-19.71898842,37.48453903,-12.61616421,6.444862366,-64.91187286,-38.92747116,-73.29489136,1167,-20.20407104,-49.2464447,-8.845802307,-32.0263176
1168,-84.96608734,-2.732595921,-24.3901577,34.84989166,-42.46038055,-45.5445137,-51.14616776,35.23830795,1168,-60.18893814,49.78850937,-73.5267334,-20.88421249
1169,-34.47467041,-42.33541107,-2.6574018,16.37883186,-13.75242996,-71.71354675,-43.55740738,-52.00995636,1169,-70.68389893,-19.76169777,-39.26371002,-4.808371544
1170,-10.20494747,-38.20268631,18.40393257,-2.649158478,4.344668388,-57.89856339,-25.79840088,-70.98262787,1170,-34.82962418,-10.31084061,-26.74621201,-17.79305077
1171,-9.55623436,-15.62939835,53.90779495,-13.89644623,9.949521065,-73.94180298,-27.78786659,-80.27025604,1171,-13.23670387,-46.22092819,-4.522297859,-35.78962708
1172,-8.109527588,-17.12511635,41.05901718,-12.25333786,6.769784451,-82.06772614,-24.27590942,-80.86476135,1172,-19.14918518,-45.00505066,-4.814162731,-37.61392212
1173,-85.69530487,-1.509809732,-62.53521729,43.04431152,-41.1986351,-45.06867218,-55.55315399,1.162938595,1173,-88.79519653,34.52532959,-74.27845001,-22.57461929
1174,-7.032804966,-13.16870403,26.07314682,-6.736946583,12.0278883,-48.33016205,-47.01922226,-28.48836899,1174,-26.62322807,-51.77615738,-9.140464783,-34.47177124
1175,-25.38274002,-45.42650223,24.05536842,-4.267868996,-6.175271034,-81.66458893,-54.75672531,-16.45689774,1175,-31.55974388,-52.34841156,-28.58177757,-21.29540253
1176,-19.37551117,-32.29670715,20.40322876,-6.626830578,-36.46715164,-73.65000916,-46.64637756,-30.37969017,1176,-31.604599,-26.13272095,-24.97210693,-29.15206337
1177,-6.391506672,-27.4276638,34.0677948,-8.673377991,9.466986656,-44.4587822,-3.72622776,-79.33500671,1177,-26.53014565,-23.84191513,-14.63037682,-16.87145424
1178,-6.539684772,-23.05399704,34.83731461,-10.75624466,7.63275671,-57.62810898,-20.83958626,-82.13967133,1178,-23.62637329,-38.76657486,-9.840758324,-30.21531487
1179,-6.951577187,-21.55461311,27.19736671,-10.29572296,5.990307331,-62.17458725,-28.64172173,-76.02509308,1179,-30.34252739,-48.02006149,-11.13795376,-32.0124855
1180,-3.716888428,-17.5877552,64.07572937,-7.52331543,7.988752842,-69.86196899,10.01205444,-77.13312531,1180,-0.383217245,-38.82680511,1.888060927,-29.81534195
1181,-87.48339081,4.974380493,-66.64144897,44.80762863,-60.78472137,-4.649269104,-60.1933136,26.43817711,1181,-88.03942871,37.9347229,-74.34298706,-35.01881409
1182,-7.685959339,-10.97125435,43.79611588,-11.71417904,6.773141384,-82.95400238,-15.65680218,-85.67153168,1182,-19.36551666,-46.6096611,-4.308022022,-38.71048737
1183,-37.48218536,15.22822666,81.36748505,-7.09280014,23.93307877,-56.31837845,-8.714417458,-90.52858734,1183,0.293844461,-50.15631866,12.92669678,-23.01663208
1184,-75.46114349,-17.33333969,-16.59169579,29.01592827,-59.53363419,-43.19881058,-82.03172302,8.073107719,1184,-62.99391937,41.00088882,-73.45316315,-11.63423538
1185,-21.20503616,9.186476707,84.01369476,-8.132300377,26.49274063,-40.60591888,-31.42787743,-81.49030304,1185,0.86194545,-50.9125061,7.422339916,-24.85343361
1186,-8.067737579,-16.36531258,55.10502243,-12.35739899,7.08510685,-62.396492,-37.11491013,-75.37747955,1186,-12.95046043,-47.3605957,-6.626399994,-32.83475876
1187,-14.28377724,-28.57151222,18.40881538,-5.0285182,-2.330528498,-84.69013977,-40.2639122,-68.44437408,1187,-31.77147293,-24.73555565,-16.28764915,-41.87431717
1188,-8.40586853,-23.89456177,22.66137505,-9.753325462,7.143046379,-69.87600708,-33.1948204,-73.29325867,1188,-30.31900597,-27.88913918,-10.54440498,-31.5982914
1189,-5.660498142,-7.887671947,59.42645645,-11.94809341,20.15961647,-55.07837677,-36.45298004,-76.57657623,1189,-7.107554436,-45.7693634,1.742587447,-27.98959923
1190,-47.50958252,-38.32918549,-15.76704407,28.17679405,-39.82013321,-60.69878387,-72.87034607,-21.97587395,1190,-76.72229767,18.1289463,-53.42118454,-10.9830122
1191,-27.52882957,-37.28040314,59.27685928,-12.58197212,-4.941180706,-25.97843361,-45.60422516,-10.50917339,1191,-4.893239021,-46.5079689,-35.63479233,8.844759941
1192,-86.76354218,-4.562858105,-64.37471008,41.30557251,-31.80234528,-51.16424561,-32.59440613,-36.21186447,1192,-91.4203949,29.91945839,-64.43783569,-25.90369797
1193,-7.795219421,-19.14307404,39.05702591,-12.18973351,6.936579704,-69.40914917,-23.89651871,-81.05524445,1193,-20.90755463,-46.02680969,-9.875354767,-39.1951828
1194,-5.543354511,-24.06558228,36.12763214,-9.085689545,9.366900444,-31.19441414,-4.508181572,-80.46883392,1194,-26.13750458,-26.30932999,-11.9020586,-14.62134171
1195,-87.23190308,1.915437698,-64.56821442,42.15548325,-30.87342072,-47.49046326,-34.39257813,-35.74544525,1195,-89.99031067,32.36820221,-69.2126236,-33.42150879
1196,-4.216113567,-21.31205559,37.97141647,-9.754014015,11.39649296,-41.58111191,-5.626383305,-82.97705841,1196,-23.95034981,-30.12078667,-10.53103638,-14.42756462
1197,-12.3138876,-29.43329239,18.41547966,-2.848748922,4.535510063,-64.28434753,-21.28551102,-71.25927734,1197,-31.24580956,-16.35023499,-23.3006134,-23.34122276
1198,-21.08605385,9.27507782,83.54714203,-9.403774261,26.52093124,-39.91728973,-44.11382294,-16.00645447,1198,0.716665745,-51.11844254,12.82837009,-14.56777382
1199,-16.5945034,-31.89011955,48.52850723,-17.2621727,-6.179319859,-83.87982178,-49.56441498,-14.18154049,1199,-20.39336967,-50.08511353,-23.3189621,-30.65961456
1200,-6.919206619,-24.87855911,38.00028992,-12.32716179,9.663883209,-46.97025299,-28.52229309,-77.29769897,1200,-21.11556625,-46.3192482,-12.7672987,-29.18501282
1201,-83.92910004,-2.990131617,-43.68349075,42.12621689,-64.35813141,-34.81121445,-66.04190063,29.73250198,1201,-66.21598053,53.65210724,-75.53042603,-20.00509834
1202,-35.44147873,-42.11424637,-4.273866653,17.1469574,-18.19671059,-71.62561798,-68.13594818,-33.58049011,1202,-74.87081146,-19.68439293,-41.104496,-3.230363607
1203,-83.85264587,-3.021208048,-43.65683746,41.78387451,-62.84166336,-35.81197357,-66.58216095,29.0503006,1203,-66.39822388,53.32096863,-75.50034332,-19.76780319
1204,-5.021718502,-12.69609928,44.1679306,-11.37628651,13.3293848,-33.17652893,-10.9532156,-86.15805054,1204,-17.0210495,-43.24832535,-5.479356766,-23.73234749
1205,-7.962329865,-28.73267937,28.65720749,-9.139427185,8.127365112,-45.55945587,-19.75809097,-81.48218536,1205,-27.33250809,-26.68763351,-15.70836544,-17.56248283
1206,-86.92523956,0.742075622,-63.03585052,42.00720215,-33.60213089,-47.30443573,-37.05859375,-34.18140793,1206,-89.78810883,32.3959198,-68.93251801,-32.22035217
1207,-6.293507099,-10.54705524,55.71817398,-12.54329014,17.23102188,-44.07647324,-29.26984024,-79.50665283,1207,-12.99783421,-47.21904755,-1.976631284,-27.87948036
1208,-85.61514282,-6.297627926,-60.0447464,41.54997253,-43.21763611,-52.16324615,-56.39621353,2.332231522,1208,-88.32303619,32.84740448,-69.61688232,-20.0876503
1209,-86.47166443,-1.463155627,-47.97040176,42.96564102,-29.15710449,-48.73748016,-28.1730423,-36.59391022,1209,-91.58518982,27.60236168,-66.44477081,-29.84444618
1210,-8.829102516,-20.46264648,21.23144341,-10.8900404,0.062640242,-85.78142548,-40.40934753,-69.29324341,1210,-29.83518028,-26.04119873,-4.780289173,-37.94992447
1211,-10.93920803,-23.80904198,53.72900391,-15.04435635,6.967669487,-67.6523819,-44.18222427,-25.56989098,1211,-10.80131245,-42.12633514,-7.763796329,-29.18177986
