BE_BL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BL_BE,F_source_embedded,,F_target_embedded,
2190,10.70926762,-45.13327408,22.40084839,29.36210823,21.51655006,83.14611053,16.6699295,88.49655151,2190,50.42930984,9.284748077,34.78032303,31.02801704
2191,26.83505249,-33.24486542,23.0390892,31.57990074,57.57371521,46.94880295,57.00882339,61.25986481,2191,57.76784897,9.753136635,38.00328445,48.34389496
2192,16.65942001,-46.51428223,54.5336113,12.29933453,73.51361084,39.98448181,34.56001663,76.8396225,2192,39.53953552,29.13490677,53.00233078,30.30391121
2193,22.24677467,-32.56541061,32.35397339,27.21454811,46.41454697,63.638134,28.88443184,82.04696655,2193,49.55412674,12.93253994,34.6905365,47.04135132
2194,25.1442318,-29.5546875,30.90717316,29.28447914,28.94849586,76.49630737,33.67165756,79.28840637,2194,53.99462891,16.5104847,30.53736687,50.23733902
2195,19.39875793,-31.39572716,22.01530838,28.36420059,20.26284981,82.33032227,28.51667976,82.78440094,2195,47.18624878,6.018274307,32.03446579,45.64650726
2196,18.67914963,-33.42462158,28.55766106,27.70434189,38.0179863,72.18010712,32.46998215,80.41236115,2196,48.11153793,6.629195213,36.08937454,41.36732864
2197,18.66464806,-37.78746414,31.62934685,29.28706932,37.5218277,71.85398865,45.35133362,72.56385803,2197,54.50262451,12.52658939,34.8690834,45.73423004
2198,14.87265205,-48.66556549,56.65935135,12.45417309,71.47427368,44.95236588,36.79556656,73.37068939,2198,39.35213852,37.47694778,52.38696289,24.53153992
2199,14.95881653,-48.08060074,9.731248856,33.50717163,64.16171265,52.8705368,61.47657776,58.18840408,2199,48.8381958,3.55605197,51.56407166,28.64692116
2200,-51.5343895,19.40362549,95.29781342,6.489685059,69.27715302,11.16881371,33.79543686,-32.47614288,2200,18.52565002,-1.248012543,16.73417473,15.6807642
2201,31.2212429,-29.25125122,33.94580841,28.02890205,43.00598145,66.8990097,49.08382034,69.68791962,2201,55.17564774,12.64888573,31.78151512,52.06588364
2202,14.54852676,-48.99367142,54.49122238,12.22141171,76.65706635,34.43597794,33.76478958,77.12921906,2202,39.15128708,29.25930977,52.47068024,24.21197319
2203,16.2650795,-48.76998901,50.49541092,14.84965038,73.87557983,39.6339035,19.6882515,84.48769379,2203,39.06142044,22.036623,56.84708023,29.20015717
2204,29.65906334,-30.12044716,37.04012299,27.66633224,42.9591713,67.03378296,41.02105331,74.56997681,2204,54.68467712,17.75823784,31.98530388,51.50092697
2205,20.24199677,-32.38733292,29.52998543,27.77503204,35.28694153,73.03482819,32.81544113,79.98577881,2205,50.34863281,10.05357742,32.18694305,46.44456863
2206,38.78138733,-33.3754921,55.93660736,14.9240799,63.61376953,38.38926315,53.32032013,62.8144455,2206,50.43369675,31.2475338,39.47935104,57.49620438
2207,18.09076881,-38.59569168,30.72006798,28.76076698,39.3273201,72.40158844,38.00297546,76.83930969,2207,53.54069519,12.87716293,36.69122696,40.75831604
2208,22.70018578,-33.85538483,36.32004929,28.83522034,38.20762634,71.11341095,46.97912216,70.98986816,2208,56.03514481,18.79476929,32.7939949,46.77226257
2209,-48.80315399,15.9603653,93.3653717,6.359017849,65.6048584,-20.16732025,-4.756016254,64.43044281,2209,16.24982643,7.798246861,17.6692276,18.18212128
2210,-51.03566742,17.53367424,93.1578598,6.281424522,66.50579071,-18.94843102,-3.185839176,62.12490463,2210,16.37774467,6.843512535,17.54298782,17.83991623
2211,18.11942291,-38.74612427,33.70148849,29.31801987,48.7264595,64.04450989,39.47400284,75.63324738,2211,54.94113922,16.93343735,38.51925278,39.99894714
2212,38.87891769,-37.91365433,49.7171402,18.55394363,76.18236542,13.01037788,46.08516312,71.33895874,2212,49.98781586,25.76987457,50.32207489,58.76735687
2213,16.75595856,-39.88152313,22.61842537,29.17332268,22.04908943,82.18027496,12.01168633,89.44810486,2213,49.28598022,11.95269489,34.99571228,40.23535156
2214,25.09915924,-33.99052811,29.83980942,31.50015259,57.45040131,47.21086884,61.41146088,57.06303406,2214,58.21084976,10.59726906,37.44966888,47.65520096
2215,24.56161499,-37.45790482,23.6415596,31.47173882,55.92388916,48.71763992,61.02840805,57.85760117,2215,57.9470253,8.590233803,37.4815712,46.90058517
2216,22.44514084,-49.19432831,51.57971573,28.8160553,85.8341217,-9.588084221,88.15210724,13.33025455,2216,66.35245514,33.06768417,73.75849152,36.45475388
2217,18.40882301,-44.81535721,21.45998764,34.30049515,72.41169739,40.93062592,81.33740234,25.22145844,2217,59.96190643,6.903912067,52.06167603,32.19592285
2218,28.10330582,-32.74543762,38.19231033,29.28797531,62.4863472,40.46219635,61.17530441,56.9072876,2218,59.46213913,14.59009552,39.85647583,47.64178467
2219,38.69955444,-29.0007,36.28147888,27.19644547,39.62995148,69.10321808,50.85505676,68.0388031,2219,55.80469131,13.34236145,31.46299934,57.21922684
2220,-46.93981171,13.62393665,88.44195557,2.993023157,70.17300415,10.19742012,-4.619905472,66.57169342,2220,12.3799324,13.36598873,17.04219627,20.22251129
2221,28.63747787,-37.35187149,39.78733444,28.99458694,74.04782867,26.30582809,67.54660797,51.1011734,2221,60.96292496,18.39142227,50.57037735,50.07205582
2222,31.00555801,-29.64573479,37.22874451,26.83187294,44.17593384,65.44721985,60.59539795,57.19013596,2222,59.77535629,17.63479614,33.27851486,52.52474976
2223,38.26235962,-38.28186035,55.42539215,16.33130074,76.34892273,12.13638496,66.85115814,50.73855591,2223,56.86330032,28.38465309,51.37139511,58.49200439
2224,37.5950737,-29.26645851,47.76833725,20.64062691,40.28217697,68.73658752,56.57995605,60.73540878,2224,59.70519638,16.77542496,32.01263428,56.35465622
2225,16.74571228,-44.45151901,54.44967651,17.2288475,80.38693237,24.53108215,65.12000275,52.90181732,2225,60.6885376,16.60390663,57.02196121,30.09275055
2226,36.89468002,-29.22451019,31.87172318,30.23461723,47.32548904,61.65288544,55.47924805,62.69202805,2226,57.11365128,10.02864933,32.83651733,55.62820816
2227,38.87486267,-29.45387077,37.90133667,30.02514458,39.06586075,69.54142761,61.3119812,56.7352829,2227,59.21107101,14.679883,31.37402916,57.06832886
2228,37.72092056,-32.73165131,43.31840515,28.13862038,61.7176857,41.12631226,74.30596924,41.19496918,2228,62.57214737,21.67803955,38.93307114,56.66635895
2229,41.45520782,-37.8506813,51.54468155,25.38875008,76.22608185,18.42555046,75.5500946,36.79547882,2229,60.69869232,27.02693558,48.85694122,58.07495499
2230,40.68228912,-30.39792061,38.05221939,29.43870354,47.51109695,61.01221466,56.39416504,61.20045853,2230,58.89463043,19.517519,33.41823959,57.74983597
2231,-56.08256149,21.00568962,96.26051331,7.398805618,47.76005173,-56.14385223,-1.402820706,61.34305954,2231,16.84217834,6.772173882,19.86012268,24.35428238
2232,24.81700897,-39.10522842,43.39818954,25.64679527,77.62663269,21.08234978,67.49086761,50.86284637,2232,59.40092468,22.85424042,60.47344589,41.5729599
2233,16.92097855,-46.71999741,28.91494751,31.43855476,74.48570251,35.90317154,62.44927979,56.14840317,2233,58.17604065,8.620747566,53.16544724,31.51026154
2234,18.11441612,-45.01699829,21.48143959,34.3253212,67.17599487,48.79767227,75.61231995,39.1017189,2234,60.79127121,7.98496294,51.63468552,31.79297829
2235,16.57894135,-46.11713409,34.38547516,26.80011559,67.46908569,48.91796112,51.64558411,67.4084549,2235,55.39392471,8.146801949,51.42724228,29.75183868
2236,28.66635323,-35.77472687,48.89144897,18.48575592,66.48371124,35.55284882,30.40945816,79.86882019,2236,48.40930939,26.22546577,50.14261246,50.0163269
2237,46.40523529,-36.27238083,56.711483,13.8087616,64.08955383,37.54167938,52.71089935,62.96230698,2237,49.9137001,31.40230751,41.90053558,61.68813705
2238,-55.92854309,21.15801048,95.6037674,8.416152954,47.79261398,-55.97871017,-3.145342588,62.87543106,2238,15.26672363,10.04862022,19.62220573,24.30986404
2239,35.99715424,-31.03522873,48.50520325,24.56509972,56.0497818,47.43391037,72.36728668,44.38193512,2239,60.87824249,25.01073456,34.98748779,54.22001266
2240,39.98690414,-32.35561371,42.14958572,27.42876244,49.6399498,57.84846878,64.72787476,53.71384048,2240,60.52118301,17.99863052,36.06196594,56.90428162
2241,41.29366684,-32.8078537,43.15299988,29.24222755,65.05355072,36.09617996,75.55484009,37.81109619,2241,61.5957756,11.93057251,40.77809143,58.889328
2242,16.60819054,-43.44963074,22.77372742,31.63310242,63.58485794,52.35844421,67.07585907,52.9045105,2242,58.17378616,6.916506767,41.60323334,36.87913132
2243,16.38400078,-46.51168442,27.68523216,29.08467293,69.55750275,46.66120148,47.62983704,71.54225159,2243,55.02563095,7.395231724,51.87381363,28.61679649
2244,29.32269287,-32.596035,51.64004135,16.66683769,65.84135437,36.6055603,51.11486816,66.68782043,2244,50.25698471,24.95863533,39.85148239,47.90465546
2245,33.38384628,-36.09080505,50.26738358,19.03854942,61.96271896,40.7633934,54.49654388,62.24325943,2245,51.25776291,26.04745102,39.85980988,55.39846802
2246,39.72763824,-30.71860504,48.69359207,22.92294312,57.84439468,45.76212692,65.12680817,53.15325928,2246,60.47431183,16.93515778,37.14476013,57.1882019
2247,29.60094261,-31.80745506,41.31978989,27.93198586,59.18376541,45.23667526,66.98708344,51.50473785,2247,60.70299911,18.63101006,38.36000061,49.35104752
2248,36.33701324,-31.3549881,41.17824173,27.56284142,56.46659088,47.15875626,60.56692886,57.31552887,2248,59.00161743,20.14807892,35.34042358,54.59503937
2249,16.01117706,-48.0022583,30.18213654,31.49991035,59.50619888,57.34425735,46.96379471,71.65483093,2249,56.2928772,15.20279503,50.97932816,28.3577919
2250,29.29077148,-36.06293488,39.44501495,29.57041168,67.21914673,34.38453674,65.48417664,53.33776474,2250,59.88263702,12.84098053,49.79150009,50.19722748
2251,51.6832962,-51.94412994,85.58022308,13.02661514,75.06772614,-1.89112556,73.73284912,7.748991489,2251,43.68491745,66.54844666,43.89051437,66.63627625
2252,44.44934464,-34.84660721,64.70985413,9.706445694,72.33039856,26.96553802,50.23863983,58.84097672,2252,46.98970032,54.26151657,42.22476196,60.95864105
2253,37.4093132,-29.0164032,46.95252228,19.81236458,41.88687897,67.39358521,61.28894424,56.51012421,2253,60.53884125,15.07860661,32.22505951,56.37799835
2254,28.7117939,-30.46094513,39.77676773,27.66239357,45.50619888,64.16905212,60.23680115,57.41191483,2254,58.31545639,22.28785324,33.55520248,51.61325073
2255,40.92655182,-30.91780472,49.40881348,20.80189896,55.73009491,47.26782227,58.6530838,58.9156723,2255,57.43437576,19.97650909,36.15091324,58.12003326
2256,16.13969612,-42.75483704,20.41054535,30.65432358,49.34012604,64.09025574,52.86444473,66.69596863,2256,48.32107925,4.111383438,37.87357712,31.70397949
2257,22.65771294,-35.15467453,26.03004456,30.7670269,59.61801147,45.52507782,53.25980377,65.74591827,2257,56.10273743,7.487255096,38.82579803,41.52775955
2258,37.69927597,-37.43065643,55.06360626,16.458395,75.63948822,22.51905251,58.91060257,58.15065765,2258,54.29841995,31.48612213,48.50248718,57.17687607
2259,-55.79558182,21.13984108,96.73072052,7.540649891,47.88032532,-55.82049179,-2.384503603,62.04091263,2259,16.79583931,7.15680027,19.57221985,24.24238014
2260,26.79360199,-31.57239723,37.07675934,29.1001339,46.21992493,63.6627121,55.79835892,61.78363419,2260,57.22198868,14.71003342,34.72843552,48.44778061
2261,49.81239319,-39.23823166,57.83313751,12.1215229,75.97380829,19.23059273,43.99449539,68.44360352,2261,48.34515762,33.43559265,43.61723709,62.28109741
2262,28.39231873,-34.58710098,39.56150818,28.24951172,61.96974564,41.07928085,60.58270264,57.30212021,2262,59.06063843,19.33551598,39.14442444,48.67940903
2263,15.44923496,-47.47351074,10.2714119,33.46091843,57.69743729,59.27198029,60.87901688,58.45048523,2263,58.25616837,7.116624832,50.85296631,29.42438698
2264,17.02835274,-46.20848846,21.47663307,34.31377029,76.20285034,33.51810074,75.99263763,38.21004868,2264,60.7098732,7.902624607,56.83797455,30.0478096
2265,18.98715782,-31.51738548,24.34008026,29.59491539,6.596326828,86.67926025,37.8715744,77.31794739,2265,51.77733231,9.878688812,28.32802391,46.16085434
2266,17.96102905,-44.92125702,21.45907593,34.30981827,49.11155701,64.3250351,72.10580444,46.55639267,2266,60.83835602,8.048053741,41.35438919,37.35856247
2267,16.88126755,-44.25868988,54.88887024,16.73921967,79.61077881,25.46297836,61.87200928,55.29893112,2267,53.30163574,28.87476158,56.50453186,30.15739059
2268,34.9488945,-32.38088226,42.82006454,26.07298088,65.18492126,36.77634811,58.96813965,58.86010361,2268,58.71897125,21.14697456,40.55208206,54.32957458
2269,37.41105652,-29.42650223,32.31070709,29.81455421,48.70950699,59.55408859,52.75106049,65.93371582,2269,55.94332123,12.4438324,33.3032074,56.1531105
2270,27.5876503,-34.06365967,38.93063354,27.35170174,62.8969841,39.60214615,49.95471191,68.82691193,2270,57.31297302,21.40208244,39.15211105,49.34054184
2271,33.45496368,-32.26928329,43.98059464,26.88374519,62.86927032,39.6791687,73.1815567,42.96975708,2271,62.18745422,22.24909973,39.21001434,49.88358307
2272,39.99826431,-32.23126602,42.03295135,29.48235703,56.33938217,46.68270874,71.2509079,47.20621872,2272,60.27436066,10.45064735,35.90738297,57.58864594
2273,28.81585693,-32.18758392,41.64115524,26.66651154,60.30828857,43.79593277,56.30051041,60.93426895,2273,57.82909775,21.42006493,38.32888031,48.97533035
2274,38.65273285,-30.79097748,40.25802612,27.62241173,29.38231277,75.34230042,65.69338226,52.70751953,2274,59.31284714,21.9271698,30.35681915,56.80083466
2275,23.20140839,-49.16910934,46.74224091,30.55864334,89.51625824,-0.968825221,90.81755066,8.615562439,2275,70.01395416,23.44060898,73.96990967,38.2109108
2276,53.56632614,-44.35863876,62.78498077,10.83079815,75.86599731,10.50478268,52.47250748,60.5124054,2276,41.81578445,37.28191757,46.28814697,65.69908142
2277,30.36691666,-29.96148491,42.51716995,26.90683174,44.42193222,65.16220856,69.43976593,48.8411026,2277,60.19537354,22.07930183,33.0615921,51.93519211
2278,29.25992966,-28.92566109,29.86294937,31.75094986,21.40147209,81.18287659,56.61470032,61.3103981,2278,57.10684204,13.98030186,25.15751839,52.35622787
2279,41.60306549,-31.7303524,48.99371719,25.16588783,56.54143524,46.53707886,76.4633255,34.43449402,2279,63.07416153,23.92235565,36.16062927,57.89504623
2280,17.75040054,-39.90645599,22.56762505,31.48913574,53.22712708,59.91506577,57.04889679,61.43584824,2280,57.50255203,7.680364132,40.90766144,37.08463669
2281,36.32653427,-31.50452042,42.5343895,26.16191673,61.44340134,41.64493561,56.13460541,61.19399261,2281,58.19470978,21.31163979,38.39842987,55.55941391
2282,23.06472778,-27.76697731,25.86663055,28.17729568,29.65631485,76.33357239,34.68071365,79.31007385,2282,48.08036041,6.252363682,32.11338806,49.19821548
2283,17.39861298,-43.18534851,21.67041779,33.48340988,75.02591705,33.69588089,75.94880676,39.34566498,2283,58.66833115,6.734341621,52.37844849,31.6714077
2284,41.45970535,-33.19752121,43.12722397,29.38354874,73.62918854,25.6051445,76.25350952,36.06586075,2284,61.88987732,12.12777519,41.78065872,59.13062668
2285,18.53833199,-39.53910446,22.94837189,31.57649612,66.6674118,49.00193787,62.13778305,56.68967438,2285,58.12570953,8.147359848,41.31212997,37.49066162
2286,34.22688293,-33.0762558,40.05223083,28.31248665,63.43951797,38.70972443,67.25005341,51.28732681,2286,60.59829712,20.19392395,40.12163162,55.81158066
2287,15.10485554,-41.3675766,23.02547073,29.52330017,15.35369301,84.18973541,29.6075573,82.19463348,2287,51.59909821,10.9221487,33.41235352,32.6739769
2288,29.47191811,-30.0138607,29.61270905,31.76626015,39.92791367,69.30188751,60.486866,58.16295242,2288,58.15519714,10.91996288,32.34635162,51.64833069
2289,39.14775085,-32.17219162,43.5403595,27.68992805,62.37088013,40.05740738,72.89035034,43.71152496,2289,62.51159286,21.22709846,38.7523613,56.82875824
2290,42.18513489,-30.98066902,49.31035233,20.45664024,57.50535583,45.57307434,52.92303085,64.51130676,2290,56.98027039,19.60591888,35.75799561,58.69245911
2291,28.92181778,-36.47018814,49.32666016,22.05466652,77.03122711,10.31235886,70.29007721,48.05681992,2291,61.51377487,16.11113358,54.50799179,51.08034134
2292,21.9133358,-49.12681198,44.2876091,30.14302826,85.70354462,-9.577760696,81.38071442,24.79146957,2292,59.84022903,9.27499485,74.65194702,37.1984787
2293,34.25102234,-33.34101486,52.54071045,16.54658127,67.11462402,33.97425079,54.6207428,62.08639908,2293,50.90945053,25.6211319,40.98644638,54.65654373
2294,34.26877213,-32.67366028,47.9368515,24.64137459,73.23898315,26.89097786,71.37348938,45.98837662,2294,61.50627899,22.47819328,48.37914276,52.02836227
2295,40.68609619,-29.45191956,47.39889908,19.57457161,57.48929977,45.66973114,40.5208931,74.69782257,2295,53.3718605,17.90236473,33.92343521,57.24600601
2296,37.79964066,-31.19601822,48.14945602,24.40333176,49.3138504,58.41448212,71.01876068,46.02406693,2296,60.46086502,26.65645027,36.01901245,57.02713013
2297,26.21022606,-37.34407425,39.02490234,30.0744915,67.31661987,34.46417618,66.1787262,52.70413589,2297,60.09425735,13.13075447,49.75531387,48.32516861
2298,26.24092484,-37.88281631,36.47513199,25.52138329,76.31439209,23.30353737,71.53475189,46.56059265,2298,60.49150848,10.63988686,51.21516418,48.49126816
2299,37.9006424,-30.39968491,38.5986557,30.60186577,42.91255569,66.28752899,66.12026215,52.46035767,2299,59.47197342,21.69649315,32.11882782,56.90126419
2300,-45.06277466,14.48528194,91.01393127,4.267345428,64.60253906,-21.43685722,-4.80297184,82.09326172,2300,15.50698185,11.67146969,20.71983719,22.19800949
2301,33.11522293,-36.61675644,49.75486755,18.60956001,73.79647827,25.91251373,40.342659,74.34016418,2301,49.22592163,26.62072182,49.24773026,52.30840302
2302,16.90098763,-43.63886261,23.16080093,31.31188583,72.59768677,40.84454346,55.64942169,62.83251953,2302,57.44135666,8.051791191,51.84814453,31.11993027
2303,17.04185867,-45.96357346,21.44725418,34.27469254,68.9697113,46.9009552,75.5116806,39.91008759,2303,60.19407272,7.520925522,52.20797348,31.08350372
2304,31.31874275,-29.95984459,30.1957016,31.45636177,49.80445862,57.78359985,51.56098557,67.59324646,2304,56.51182938,14.97310352,34.72294235,54.45363617
2305,40.81952667,-32.19600296,47.24357605,24.44719124,59.4792099,44.03986359,61.42819595,56.19591141,2305,58.5906868,22.49449158,37.20281982,57.70920181
2306,36.09592056,-32.29384995,40.29814529,28.75262451,65.5402832,35.92630768,61.74089813,56.27565384,2306,59.58272552,15.64733505,40.15872192,55.74340057
2307,28.99768639,-30.67932892,54.69787216,13.40650082,47.2959137,62.18766403,34.38724899,76.89451599,2307,40.46249008,29.52542305,33.89049149,51.1072197
2308,48.8206749,-38.00831223,64.96601105,9.41724205,65.16759491,34.69631958,42.98912048,66.3225708,2308,46.73430634,54.60151672,41.90763855,62.20533752
2309,35.33195877,-32.04056931,41.23841476,28.1982975,60.02641678,44.04948044,60.92799759,57.00247955,2309,59.55114365,15.67247009,38.48939896,51.3447876
2310,38.08658981,-33.30338287,40.4148674,27.26081848,63.02772903,39.25185776,56.17884827,61.2893219,2310,58.65084839,21.27647209,39.44271469,56.45110321
2311,23.20604706,-28.59933853,21.78017616,27.73310661,36.6294632,71.9790802,12.11491585,89.46533203,2311,44.49076843,7.530313969,32.10599518,49.43839264
2312,40.5519104,-38.68611526,56.50075912,15.39474487,76.10915375,9.327914238,64.94778442,51.73312378,2312,54.56839752,31.66248512,51.29637146,59.11877441
2313,41.74965668,-30.71007538,54.97414017,23.46026039,48.80099869,58.94747543,52.15834808,63.64372253,2313,63.48099518,37.36826324,34.36401367,58.03308868
2314,36.60585022,-30.15047264,48.01021194,24.28428268,40.26011658,68.74694824,66.23601532,51.92394257,2314,59.7703476,22.9550705,31.65479851,56.40996552
2315,18.4990654,-39.21324921,46.80002213,18.9527626,50.48661423,59.93247986,32.08044434,79.36528015,2315,48.23174667,15.29340839,38.44134521,41.0393486
2316,40.77724457,-31.35450554,44.37410355,26.43755913,61.22053528,41.90684128,70.85511017,47.16266251,2316,61.76929855,21.89111328,38.06448746,57.64621735
2317,52.03291321,-50.42284393,66.15591431,9.954151154,74.84272766,19.8325386,60.11451721,42.87378311,2317,46.84013748,54.79573059,43.95217514,66.48028564
2318,23.59545326,-33.85530853,51.31338882,14.33129787,49.49473953,60.21084213,15.4953413,84.7153244,2318,40.58150864,30.34696388,35.73791885,46.47431183
2319,45.0768013,-35.22528458,56.688591,13.78022671,65.06903839,35.45637131,51.85275269,63.58229828,2319,49.79085541,31.54296494,41.99386978,61.7498436
2320,28.76997948,-31.13243866,40.09415436,27.66720581,55.92915726,47.94931793,59.69995117,58.37546539,2320,58.91558838,21.13275337,38.1293869,51.39287949
2321,18.32127762,-38.81571198,48.32732391,18.65620422,51.90130997,59.52988434,19.62505531,84.48327637,2321,48.0385704,26.91867447,38.77944183,40.47376251
2322,27.56320381,-33.98429108,29.19633484,31.45392418,61.4919281,41.68750763,60.40382004,58.09519577,2322,57.84343719,9.877640724,38.93526077,50.16074371
2323,28.87408829,-33.01092529,51.87845993,17.12786865,74.32791901,26.43197632,64.94017792,52.97708511,2323,52.71079254,24.31796837,50.0974617,49.78668976
2324,40.21414566,-34.05284882,56.96121597,12.92034149,63.89523315,37.84766388,39.79789352,73.50091553,2324,48.71500397,32.79978561,41.95000076,61.5406189
2325,35.25760651,-32.38339996,43.80503845,26.69130707,65.87326813,35.77070618,72.35877991,44.44014359,2325,60.80692291,24.07482338,40.60890579,55.06759262
2326,29.12062263,-36.36840439,50.66283035,20.97875404,76.60936737,20.84333038,66.85926819,51.37663269,2326,61.01952744,16.48132706,51.89411163,52.31834412
2327,33.03898239,-37.61833572,42.629673,29.4335804,76.46274567,9.837525368,75.52051544,38.38771057,2327,61.57143021,12.04387093,53.0943222,56.16979599
2328,52.10952377,-50.12928772,66.30792236,10.51592827,80.90117645,-8.413796425,74.76741028,24.38073158,2328,47.65743637,54.55275345,47.10512543,68.22951508
2329,16.96994209,-43.18268204,35.88808823,25.46783638,73.46105957,40.06686783,66.67957306,52.53095627,2329,58.4930687,9.016727448,51.74316025,30.07776642
2330,27.36428452,-54.25392532,49.72417068,26.16662979,83.28675079,-8.221485138,85.84279633,17.32113647,2330,68.03619385,25.486866,56.31564713,57.17360687
2331,41.80981445,-33.78010941,43.79949951,26.58008575,64.99632263,35.71757126,71.33666992,46.1944809,2331,61.82420349,21.65691948,41.90134811,61.00621414
2332,34.1836586,-31.94800949,41.93847275,29.10846329,62.21274185,40.59866714,66.12905121,52.71323395,2332,60.23860168,13.03074741,38.86279297,50.41372681
2333,-48.38601685,15.67117405,91.9770813,8.595993042,65.24573517,-20.63069725,69.98319244,10.48437405,2333,16.69016266,16.80171013,17.9797039,18.97378159
2334,31.6390152,-37.39949036,50.30491638,21.47179031,76.91551971,14.13229561,71.9229126,44.99114609,2334,61.996521,14.19356346,53.30587387,53.52249908
2335,40.56876755,-38.3742218,55.67353439,16.72867393,76.26412964,18.00660706,76.08071899,34.54430008,2335,58.48285675,28.06355476,48.99397659,57.77388382
2336,38.84552002,-39.12717819,51.32588577,28.85298347,76.37232971,8.705615997,90.54763794,8.075417519,2336,68.30539703,27.68426132,52.61103439,56.26302719
2337,23.45047569,-49.52682114,60.17640686,24.72911644,85.45709229,-8.492852211,90.52182007,0.081811272,2337,69.63497925,36.05621338,75.54829407,37.91391754
2338,38.6454277,-32.05057526,44.02494812,26.58424759,65.75241852,35.41825485,70.91526031,46.74377823,2338,61.04766464,22.73611259,40.08926773,56.66944885
2339,39.94384766,-38.95378494,51.24383926,28.6327858,76.08586884,7.092374802,88.50939178,13.20234013,2339,67.56619263,27.49351501,52.03388596,60.03643799
2340,27.69779396,-37.31022644,39.60391617,30.10126686,76.58777618,21.83103752,72.88369751,44.048172,2340,60.97124863,12.31691074,51.66623306,49.64094162
2341,45.04593658,-35.34499741,53.00222778,23.64417076,66.01040649,34.30747604,72.85836792,43.44820786,2341,61.15805817,25.12087631,41.97460175,61.0596199
2342,26.72218513,-52.89213943,49.59196091,25.99983597,84.69337463,-8.2598629,80.89904022,25.21335602,2342,66.61090851,24.60095596,94.6799469,19.81959724
2343,39.65380096,-39.40345764,52.52980423,28.94809341,76.2617569,6.964057922,88.55667114,12.9820013,2343,67.27107239,28.79621315,53.35198212,57.18108749
2344,35.30086517,-33.02405167,55.3756218,16.55307579,75.42841339,23.69412994,74.08538818,39.89261246,2344,57.32535553,28.38783455,49.06840515,52.16038895
2345,32.1036377,-36.60564041,51.31904221,18.86272621,74.34233856,25.1337738,51.02430344,65.85723877,2345,49.81597519,30.5015564,48.38101578,51.93632507
2346,27.65917015,-38.55070877,29.91495514,34.66788101,76.90865326,13.71477699,91.30130768,-0.825732887,2346,68.96446228,26.61065865,54.47058487,51.55694199
2347,32.18689728,-36.62475967,50.31065369,21.30575562,73.96216583,25.66431618,70.49199677,47.15444183,2347,61.88559341,14.50883484,48.25679016,51.93730545
2348,44.42271423,-38.40896606,49.54522705,26.86348534,76.10121155,9.857308388,80.56211853,25.71017265,2348,64.03876495,26.2081356,50.37995529,60.11571121
2349,28.91803741,-52.09431076,50.27420425,29.48332024,80.96118927,-18.89420509,91.26953888,-0.038519334,2349,69.3983078,25.75501251,93.93894958,17.32793617
2350,37.1218071,-37.80022812,56.09693909,16.21181297,76.26013184,20.0248127,59.60897827,57.22841644,2350,54.34469223,31.66170311,49.85023499,56.85317612
2351,35.0182457,-36.50811768,55.3980484,16.68815041,76.80697632,14.80438137,74.25701904,39.28988266,2351,57.32050705,28.21296883,50.76750565,53.45864487
2352,29.31344223,-37.43611526,39.40672302,30.16496658,76.3923645,20.84185028,71.373703,46.98062515,2352,60.67038345,12.12058163,51.34941483,52.71744537
2353,43.6230011,-41.30392456,61.61085129,21.58625603,80.7711792,-6.701578617,81.50370789,23.19974899,2353,65.2401123,34.95652008,55.50570297,63.22312164
2354,37.0928154,-30.35964012,43.2334938,26.96888161,55.59609985,47.90695953,66.2372818,52.17241669,2354,60.63799286,18.23072815,35.34191132,55.34586716
2355,37.14964294,-38.28017426,49.1880188,26.97812653,76.64125061,15.83383656,76.06535339,35.89537811,2355,63.20829773,26.04275322,51.76449966,54.9999733
2356,27.513731,-52.64718246,49.58313751,29.88833427,84.91587067,-9.50583744,91.37133789,-0.119947925,2356,69.38816833,25.13549995,94.49920654,19.57014656
2357,-44.0454483,14.78091621,87.5495224,3.8001647,78.35829163,-8.059201241,73.69872284,22.02993011,2357,17.36028099,20.51458168,17.68795586,19.96764183
2358,23.5365715,-49.40599823,63.16334152,23.72293472,86.74229431,-6.641001701,90.46392059,1.599883556,2358,67.33370972,38.00346756,75.50305176,37.90715027
2359,28.66180992,-37.34513092,39.35633469,29.79622269,75.88337708,23.38334656,70.03504944,48.59663391,2359,60.401474,13.18968391,51.06527328,50.19791031
2360,-47.54265594,15.59594727,87.97701263,3.865616083,66.83153534,-19.27776146,73.62505341,7.128085136,2360,17.26147842,19.54045486,17.41862106,18.36232185
2361,37.61408615,-38.39956665,50.24517441,27.52046204,76.44586182,12.19532108,81.79424286,23.0500164,2361,64.21588135,26.71202278,51.86256409,57.37588882
2362,31.24106026,-37.35718155,29.93714142,33.28792572,75.59446716,22.93877792,76.58289337,35.16184235,2362,61.39022827,11.27517796,50.35786057,55.68734741
2363,34.46329117,-36.28146744,42.78351974,29.43472862,76.02169037,22.27349281,74.83531952,40.43395996,2363,60.97341537,10.96830177,49.12807083,51.92635345
2364,38.31257248,-38.11485291,51.30660629,28.0444603,76.33226776,15.41139603,85.87908936,17.01153183,2364,67.00881958,28.90454292,50.65058899,58.08882523
2365,37.86211395,-38.53507233,51.504776,28.57749939,76.29436493,8.869244576,87.28712463,14.87239647,2365,66.82884216,28.51643944,53.10080719,58.04825974
