HI24_HI22,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,HI22_HI24,F_source_embedded,,F_target_embedded,
1740,-32.69348907,54.19935608,8.432016373,9.133893967,-23.79247284,-3.012506962,16.40805054,69.72206879,1740,-14.58406448,7.895971298,-6.608758926,15.05087566
1741,-15.56533527,-44.55091095,-20.82311058,-16.16858482,71.28895569,2.148434877,61.12955475,-49.24003983,1741,-38.82058716,-11.86673737,-42.10003662,-35.61246109
1742,-37.60902786,-79.67961884,-51.512146,-48.15070343,37.13225937,-20.22385597,45.03102875,-73.17677307,1742,-56.59802628,4.763341904,-84.48660278,-5.599444866
1743,-42.96300125,12.44213867,-14.02280903,-15.467659,-12.88566685,62.51515198,43.90900803,-20.1528492,1743,-32.67432022,-10.28060627,1.595206499,-52.97362518
1744,-53.17600632,30.10961342,10.29137325,-22.42199326,-12.3235693,16.49896812,51.13006592,69.43362427,1744,0.277901113,-25.48658562,43.93198013,-35.88223648
1745,22.88819504,39.99422073,48.67895889,-14.30352116,30.8736496,57.82910919,45.83383179,-0.541121542,1745,-19.41451263,36.57807922,43.23551941,8.357581139
1746,-48.80083084,-36.31172943,-65.9779129,-43.67620087,32.96744919,-78.30632782,19.37951851,-82.09616852,1746,-45.89703751,40.00550842,-46.52672958,22.367342
1747,-74.47349548,21.67874908,9.930835724,-70.48719025,3.39353466,38.14648438,35.86651611,-3.267266035,1747,-37.1293869,-80.52340698,-10.68157291,-48.76501083
1748,-59.27807999,0.758442104,-24.53014755,-23.93958282,9.110601425,53.23578262,38.14838028,-24.44903564,1748,-53.13970184,-13.56112766,-39.14993668,-49.61500549
1749,-76.48587036,16.59677696,1.057536125,-47.87532425,5.833857059,28.80128098,60.67873001,13.62457085,1749,-36.29213333,-63.92286682,20.20973587,-64.36695099
1750,-1.454063296,-43.11804199,33.07633972,-38.79364777,62.46247101,40.23000717,53.76809692,-0.73041445,1750,3.482686281,-30.68940544,-21.66149521,-58.75873184
1751,-0.861223102,28.7359581,52.80630875,-21.48736,-66.91931152,34.07669067,32.63368607,44.71992874,1751,-10.35565472,16.6425457,45.7015152,28.1375351
1752,-27.20726967,-78.84495544,-44.71371078,-48.9985466,41.88630295,15.09290218,58.42552567,-64.87718201,1752,-72.32428741,-7.47276783,-90.80283356,-17.36574936
1753,84.17797852,30.20661545,47.61234665,33.42729187,-6.784900188,-63.93126678,-58.72242737,14.81661034,1753,89.10521698,13.14756489,21.98061562,86.41893005
1754,-43.21519089,13.71180725,18.26483917,-93.83302307,-34.26646423,42.49557495,27.11477852,27.50270653,1754,7.2739048,-36.33742142,30.98042488,-49.62226105
1755,56.59908676,23.87429237,15.53092098,68.85618591,-31.22304535,-59.82511139,-59.49179459,-7.878411293,1755,87.29152679,21.39090919,49.68331909,68.21967316
1756,-28.16266632,-76.11808777,-44.23801422,-49.81727982,42.54663086,10.22053432,54.28636169,-62.60058212,1756,-62.99091721,-4.283400536,-90.13367462,-19.0940876
1757,-73.13175201,3.594422817,6.592663288,-69.15031433,13.61754704,51.8196106,46.63048935,11.70779514,1757,-55.62756729,-61.63412094,-49.37299728,-39.29344177
1758,-19.79827881,64.46446991,15.18718719,6.435547352,-10.83854198,-22.72118759,-41.26992416,44.80874252,1758,-10.52441311,39.77300644,17.85057831,59.52814484
1759,-67.89762878,-4.674489021,-22.96547699,-34.09555435,73.08334351,43.90407181,44.30315018,-38.52204514,1759,-45.31111908,-3.280193567,-32.14170074,-34.66942978
1760,69.31018829,21.34901047,16.16201591,67.05846405,-16.91994858,-56.83805084,-58.82398987,28.6334343,1760,80.53934479,-3.653733253,70.02735138,47.46863556
1761,44.3556633,27.51967239,0.43496725,11.32667542,-36.63103867,-5.196667671,60.22291946,56.75230026,1761,-21.02209473,43.24588013,53.51531982,26.42482758
1762,-27.66444969,-71.89422607,-34.03180313,-45.43725967,46.21440887,28.27116203,54.29673386,-48.02502441,1762,-48.29863739,-11.63833332,-89.97122192,-27.44906807
1763,-77.89268494,17.65340042,3.84679985,-52.59168243,7.015160561,34.16233063,55.87144852,26.72903824,1763,-35.10484314,-66.54359436,16.3368187,-66.18964386
1764,52.24702454,21.30374336,10.85261059,74.58843994,-30.65576363,-71.36543274,-58.65955353,-26.37813759,1764,86.79088593,19.31000328,45.3792038,71.00983429
1765,-16.14472389,58.86667633,16.31416512,7.132728577,-4.283354282,-32.14252853,-53.44629288,32.52299118,1765,-1.689399481,45.50636673,16.94193077,63.15458679
1766,49.6866951,38.19365311,15.6517601,64.86361694,-32.17694092,-36.44905472,-30.86967087,62.48779297,1766,64.62683105,-5.353270054,78.95030975,-1.746102095
1767,-26.54698372,13.71718788,25.85422897,-20.91728973,-19.80241966,5.714585304,-4.43695116,90.53218079,1767,11.88643074,-55.69340515,41.8563385,-32.2253685
1768,-58.81336594,0.456293434,-24.03744316,-23.01674271,22.71327972,68.37846375,37.79124069,-38.27193069,1768,-46.88990402,-9.56037426,-45.04234695,-41.71299744
1769,-2.449448109,31.82059097,46.6888504,-25.09287834,-68.18846893,-34.00075912,30.15444756,41.02723694,1769,6.147819042,-7.917127132,4.480340481,59.16182709
1770,-28.88244057,-84.651474,-47.97089005,-54.18820953,41.0811615,18.71784973,59.32326889,-63.39023972,1770,-78.52763367,-7.198495865,-94.82745361,-18.35499954
1771,-18.07573128,19.14061546,42.61602783,-35.84029388,-58.99595261,39.55998611,39.7674942,43.3823967,1771,3.687577486,-29.37023735,2.667888403,-3.299301147
1772,-28.53097916,-82.26668549,-47.69107437,-53.1414299,40.91548157,14.59529781,56.75466919,-55.15140915,1772,-78.60791779,-6.35843277,-94.83570862,-12.70494747
1773,-10.52896976,-11.06381607,1.130800366,-36.92368317,-3.684823513,46.81001663,59.73468781,-4.277256966,1773,-21.96181488,-62.06642914,-6.040330887,-26.3031044
1774,-41.80479813,-0.80208838,24.26332474,-75.58187866,-5.802480221,41.64279175,28.2989521,33.46699905,1774,-23.45465851,-81.44019318,-32.07212448,-65.72330475
1775,81.7052536,39.08808517,27.06009102,74.58190155,-10.1894474,-55.75319672,-56.19338226,0.70484525,1775,87.62008667,8.233510971,67.42855072,34.94638062
1776,-14.94299889,-47.18772888,-3.544030905,-71.87104797,71.7019043,44.45378876,46.25667953,-9.62282753,1776,-62.83810806,-51.58746719,-66.22270203,-23.88280487
1777,-74.65225983,14.6707592,5.816827297,-54.03852463,7.625145912,49.0746727,56.3348465,25.91721153,1777,-30.43648911,-73.16311646,-16.21292305,-49.27376938
1778,32.71955109,20.67624092,57.85656357,-11.30174446,-59.49704361,-16.33476257,-6.742068291,85.15930176,1778,-1.252142549,39.14711761,85.0045166,3.212628126
1779,-41.81689072,9.028484344,17.49752998,-93.54355621,-6.240127087,45.67451096,28.03178024,25.03102875,1779,-9.253499031,-89.51425171,7.655712605,-65.68732452
1780,-76.67017365,9.590615273,7.14069891,-65.51131439,12.44963169,51.01097107,48.93967819,8.536284447,1780,-55.50961304,-56.21792221,-26.77903557,-46.60562134
1781,-41.20741653,72.38208771,-3.295024157,-4.423894882,73.43777466,38.23078537,63.8571701,6.037963867,1781,-17.03551674,-10.62842274,-18.96744156,-13.62879276
1782,-59.44886017,1.045709729,-23.11577225,-23.41877174,8.568778038,52.03574753,41.6522789,-20.4867115,1782,-51.32118988,-22.4771595,-41.19200897,-48.16559219
1783,-77.996315,25.83793449,17.53623009,-94.16516876,-2.376364708,53.95494843,28.84382057,26.74285889,1783,-9.054226875,-89.31023407,1.367815256,-52.20472336
1784,-80.11077881,16.35484505,-11.29515362,-20.0100708,17.31109428,57.46711349,64.81702423,6.925087929,1784,-32.96689606,-30.66168594,-23.88632202,-39.0731163
1785,62.80068207,14.44977283,7.525221348,73.02349854,-7.477611065,-79.43682861,-62.14996338,-26.38636971,1785,65.96445465,53.8957634,-2.418370247,86.04032135
1786,87.32165527,27.32660675,40.80726624,71.72790527,-66.35888672,2.051821232,-58.03071213,43.8745079,1786,60.30158997,28.12890244,62.86735535,3.070876122
1787,-46.62900543,-3.230075121,-5.586607456,-48.90558624,0.158601329,29.20849228,58.30131531,37.45926666,1787,-45.84262848,-56.83751678,18.64706802,-70.99554443
1788,-77.33259583,22.36016846,12.11208534,-72.76826477,3.725481987,35.34922791,43.16115952,26.04023552,1788,-34.54373169,-79.73178864,-9.669199944,-49.05553436
1789,-23.4015789,18.68966484,6.766260147,-45.85885239,-34.961483,52.45783997,44.80805969,-1.256647587,1789,-20.5425396,-63.27539825,7.804583549,-18.89207458
1790,-17.1008358,16.89498901,35.31003571,-40.58780289,-38.61856079,65.73475647,56.80007172,15.59885883,1790,6.867759228,-42.15496826,-7.814854622,-0.033476099
1791,-74.43762207,21.2929039,-14.03447723,-15.55259514,9.406393051,53.69291306,44.19892502,-20.59212303,1791,-31.61274338,-9.751278877,-24.30067635,-40.72056198
1792,-61.11991882,1.897223353,-18.98996735,-29.12402344,6.986407757,47.14597321,62.33742905,-5.02349329,1792,-58.5776062,-28.85817528,-41.64291382,-45.53722763
1793,-72.3937912,35.14398575,0.796280086,-68.60335541,19.03324699,51.52362061,55.6872406,-3.327908993,1793,-56.93666458,-50.45941162,-37.84042358,-31.55570793
1794,-61.03285599,10.9552021,0.591697037,-21.51496124,-1.741946459,14.60435104,34.22284317,73.16490173,1794,0.046071757,-53.52821732,22.65995026,-62.5201683
1795,-54.49317169,9.809624672,5.289121151,-70.88267517,6.662607193,52.97091675,38.19028091,-1.546962738,1795,-56.80367279,-62.06983948,-27.90089798,-42.3082428
1796,-39.6029892,39.82426071,0.204970747,-35.69252014,-2.98079133,52.22968292,69.17781067,5.671458244,1796,-35.47781372,-23.20209885,-4.595554829,-25.17887306
1797,-55.66114426,9.46289444,12.01998425,-73.31526184,-0.965804875,39.09451675,43.52487183,24.89291573,1797,-35.36162186,-79.99713898,-26.42222404,-50.29844666
1798,70.19982147,24.58904648,23.19932747,60.82454681,-18.75557327,-50.52693939,-60.59152222,6.340918541,1798,79.43505859,30.39043808,80.64578247,15.93194389
1799,51.57755661,21.30093193,9.610798836,75.0326767,-40.95633698,-64.96956635,-70.8740387,5.642330647,1799,82.48500824,7.874763489,50.00497818,66.97293091
1800,81.21439362,20.15341949,33.02039719,76.17651367,-15.39256954,-51.34661102,-64.57671356,-0.24198103,1800,83.82258606,17.36239243,78.94886017,17.98109818
1801,-44.39093399,-7.145690441,-6.259888172,-62.17061234,67.59846497,-16.10079002,36.46599579,-45.87215805,1801,-42.88950348,-16.0905056,-62.15016174,-33.67360687
1802,-62.0583992,4.913473606,-12.84005833,-34.5567894,3.485773087,23.08605194,43.93092346,64.65818787,1802,-39.67712021,-50.03578949,20.14194298,-67.70674133
1803,57.8567543,38.86004639,8.125471115,59.93475723,-9.978718758,-40.44401932,-27.11228752,62.78084564,1803,55.58929443,10.99214268,54.49912262,6.936110973
1804,67.17878723,26.85264206,32.39946747,57.73181534,-50.97612762,-27.12659073,-57.16779709,45.2327652,1804,60.35039902,25.67468643,69.45748138,2.85855484
1805,-29.59194756,-77.95949554,-46.50336456,-49.75892639,41.15826416,7.787373543,54.28349686,-66.5270462,1805,-64.92549133,-4.485037804,-91.54062653,-14.44019318
1806,-10.65104008,-44.76321411,23.91288567,-45.265728,-0.843232989,45.45454407,55.08555603,39.54079819,1806,-15.89763165,-68.04721832,-19.48614883,-51.32930374
1807,62.68227386,16.96936607,30.86149597,53.92712784,-43.42675018,-38.53522491,-57.05791855,46.09910202,1807,61.34882736,25.00609589,79.11624908,14.11400223
1808,-37.60585403,46.25238419,8.132873535,7.646010876,-24.45633698,-11.31374645,-19.28384399,66.80537415,1808,-13.8761673,39.76401901,4.4961133,7.929706097
1809,-37.53950119,33.6823616,-2.915570736,-16.03559494,-34.30541229,41.89070511,57.94921112,-12.42415619,1809,-19.3105278,-14.85668945,7.713981628,-19.00995445
1810,-69.96617889,18.25908279,-8.354790688,-75.2868042,51.17460632,61.20791245,30.20195198,-25.38965988,1810,-67.47402191,-39.06472397,-37.02013779,-29.87551308
1811,56.62794495,24.03332138,16.85356903,71.94943237,-31.3303318,-57.69991684,-61.40011215,-8.131972313,1811,86.55405426,19.64154243,49.91363525,67.4848175
1812,-69.66847229,3.379747152,5.994446278,-69.43070984,5.939749241,43.92477417,38.27014923,-1.308100939,1812,-56.2024498,-62.79504013,-27.31298447,-45.8141861
1813,-15.18242168,20.1989994,34.53215027,-45.42409515,-59.50698853,38.88083649,53.0930481,21.40815544,1813,-20.67546272,-26.96834946,7.681286335,-7.956302166
1814,68.96414185,37.06818008,26.77649879,80.48930359,-14.83341122,-45.05328751,-29.59589195,56.28724289,1814,53.45031357,7.3458848,73.67688751,0.300427914
1815,-59.80648804,0.433578521,-40.60012817,-46.05068588,12.85087204,54.69181824,59.05456924,-44.64441299,1815,-72.34725952,-13.49831963,-49.87587738,-41.30915833
1816,70.63034821,29.98108101,28.5339241,78.90931702,-16.12365723,-54.78633118,-48.82391739,40.50049973,1816,62.50612259,-3.493657351,71.28778839,38.88664246
1817,-79.03914642,16.84281921,3.212365627,-43.25882721,9.437608719,35.50328827,58.85970306,16.83982658,1817,-26.45262527,-61.25239944,14.95114613,-67.6785202
1818,-10.12403011,50.77056503,10.30939674,23.29322433,-29.19896126,-71.9740448,-63.22171402,-5.855940342,1818,76.11585236,33.57792282,18.20711136,73.1231308
1819,-73.11878204,14.92787266,4.247572899,-43.3727684,3.919487476,28.85465622,51.91379547,24.73388481,1819,-33.61473083,-62.31112671,20.52852821,-64.29455566
1820,-48.74874115,70.55924225,-23.87851906,-26.67929268,71.15849304,40.21040726,45.1477623,-51.26478195,1820,-45.18635559,-3.69285059,-37.91304779,-28.47659302
1821,64.14808655,15.98077488,7.52520895,73.02349854,-14.97187901,-79.35548401,-62.14996338,-26.38636971,1821,65.9644165,53.89577866,9.13080883,84.32138062
1822,-44.78578186,-11.54526043,0.826539993,-64.3666687,65.72038269,-15.73298168,40.35358429,-33.77045822,1822,-39.90657043,-19.12374306,-74.73854065,-11.41616154
1823,-29.09729385,-72.56851196,-36.76652145,-50.02766418,42.14588165,19.74933243,30.9497242,-29.62612343,1823,-67.19818115,-33.90927124,-93.89862823,-20.38975716
1824,-78.82978058,23.27919006,13.58784103,-90.03294373,-2.117452383,58.08660126,33.40752411,8.631455421,1824,-18.60544968,-87.29333496,-12.43835068,-48.14390564
1825,-14.3765707,41.82003784,22.06725883,-6.862561703,-33.61181641,2.351253986,23.70646858,81.11930084,1825,-17.75845146,42.39586639,-4.904060841,46.09386444
1826,-15.17250156,69.57374573,3.829368353,13.15436077,-38.19919205,41.61532211,71.09336853,11.51764107,1826,12.1292305,38.10863495,41.49390793,13.99455929
1827,74.00482941,49.79653931,38.56885147,59.42860794,-1.228701711,-68.69394684,-63.14006042,-32.8364563,1827,10.09135342,63.60341644,3.534700871,90.86208344
1828,-33.26078796,-63.56036758,-48.58208084,-56.9603653,68.9021225,0.765373349,53.87870026,-60.68134308,1828,-62.80886459,-13.47714329,-67.85899353,-29.93047905
1829,-71.9737854,13.4311409,7.74143362,-65.55033875,5.314849377,32.90496826,57.28895187,26.03684044,1829,-53.91780472,-59.10345459,-12.70336437,-50.82925415
1830,-47.5457077,70.63574219,-19.66792679,-40.13381577,73.38173676,38.51319885,38.44490051,-43.38621902,1830,-45.27668381,-10.45351982,-38.85646439,-28.9318943
1831,37.98038101,23.64443398,14.6436882,68.68141174,-37.63293076,-60.64227676,-59.31045151,-5.385598183,1831,87.78439331,21.4469986,36.77093124,75.79058838
1832,-26.40441895,51.65129089,14.80341625,-3.845440149,-35.59232712,43.17713547,56.93275452,49.0640831,1832,-13.30454826,0.225784212,-14.8894186,38.82237244
1833,-73.48202515,-2.753471136,3.485868692,-75.59082031,76.08586121,26.64151001,53.38312912,-20.22632217,1833,-48.18919754,-69.00595093,-61.31546783,-21.41495895
1834,-45.70917892,57.32287216,-13.84368801,-1.67875278,-6.894658089,14.69785118,39.67128754,68.45533752,1834,-13.68034744,-9.541285515,9.988250732,-4.277909279
1835,-12.50607777,63.84497833,16.73257065,19.51506996,-29.25252533,-51.4370842,-53.82197952,14.89396858,1835,46.63087845,28.69466591,22.77391815,63.3997345
1836,-76.7747345,9.549170494,6.165932655,-54.56376648,12.63637638,51.14296341,58.97964859,18.89014053,1836,-39.45749283,-71.23439789,-26.95756531,-46.57762146
1837,-30.7573719,-84.85227966,-47.63858414,-53.22407913,40.46839905,5.785111904,56.39584732,-55.74442673,1837,-73.41545105,-5.890857697,-90.66962433,-6.948973656
1838,-51.8307991,-5.705871105,-17.41872597,-21.78363991,48.85826874,58.78240204,41.32095718,-38.29613876,1838,-41.76116562,-4.301178932,-57.35400391,-39.64933395
1839,53.10217285,29.75740623,13.42233086,49.39318848,-28.39484406,-40.11679459,-62.80627823,17.82247162,1839,90.22809601,20.60606194,78.12297821,2.540808678
1840,85.97433472,40.25164032,45.54251862,72.36378479,-4.70664072,-61.53394699,-63.8777504,31.28969574,1840,59.55037689,28.17245102,70.47645569,7.954891682
1841,12.76372051,34.85990143,40.50232315,-25.08011818,-19.94834709,77.65196228,48.12195969,-12.59291363,1841,-16.34219742,-2.851558208,47.19586945,10.07573128
1842,-61.98799133,4.189226627,-6.968306065,-68.17815399,6.757544994,40.24232483,40.82821655,-11.64299202,1842,-66.24082184,-47.44281006,-15.13869286,-53.28082657
1843,70.57724762,24.61760712,34.53027725,70.48135376,-16.24170685,-56.5300827,-61.72043228,32.7871666,1843,71.14192963,1.023743033,79.77412415,19.17158318
1844,-2.801314592,24.56372643,48.22683334,-21.26459503,-39.6892662,56.25932312,51.09848022,18.77019691,1844,-22.89673233,16.18883514,-14.52080631,37.88789368
1845,-40.38244629,52.85804749,11.45688152,4.917144299,-16.15050888,-12.0311327,-28.30793381,72.71443939,1845,-14.47721958,47.53184509,-5.551063538,14.85253143
1846,-35.00699615,-75.22730255,-51.84697342,-49.424263,38.08625793,-19.57078743,48.77722168,-66.57532501,1846,-58.75257492,-1.419871211,-85.25859833,-11.17811775
1847,-15.84302902,66.44540405,40.41899872,2.823908329,-29.73695374,-49.92637634,-53.71201706,50.29140854,1847,56.04842377,25.84488678,36.06745148,60.92217636
1848,44.69869995,38.51093674,51.79691696,0.299921095,-58.23577118,-4.550355434,-3.174887419,80.52983093,1848,40.57174301,18.23421288,68.51586914,-5.966149807
1849,-5.099731445,26.51901817,42.30996704,-31.30889893,-39.1096344,63.60874176,55.94820023,5.056914806,1849,-1.34154284,-13.09492779,5.391520023,37.99783707
1850,-66.36585999,0.783560097,-19.79870987,-33.52913284,8.102588654,45.51227188,62.6618576,-16.79319763,1850,-70.0224762,-21.5208149,-41.92034912,-43.53377151
1851,-72.47973633,7.761445045,-34.98633957,-49.74505615,6.55235815,33.57943344,40.59428024,-13.16146088,1851,-65.4312439,-37.20071411,-13.77257252,-51.82061005
1852,-43.33617783,41.74943542,-23.10915375,-20.55153656,-18.12325096,-2.59861207,67.10461426,-9.298075676,1852,-53.64815903,-24.94301414,22.83603859,-12.30564594
1853,-63.30038071,9.093297005,-23.26629829,-23.21183586,9.373826027,53.85481644,41.04821777,-23.47753525,1853,-48.65391541,-13.98707104,-30.44438171,-50.48473358
1854,-35.21417618,-74.96831512,-53.10934448,-50.78551102,34.66330719,-22.63996506,48.5496788,-68.78129578,1854,-58.69300079,-0.211120605,-83.28085327,-12.80311298
1855,-15.64506245,-45.67218781,-6.830078602,-66.70080566,71.63692474,42.56472015,36.47403717,-29.83795738,1855,-64.95638275,-37.7981987,-54.29941559,-39.12141418
1856,-25.69363213,5.04978323,26.56415939,-44.92189789,-7.357654572,47.93355942,57.95588684,15.98178291,1856,-19.58581161,-70.38409424,24.04338264,-58.51978683
1857,-25.91431427,-70.49586487,-39.85486221,-45.07859802,42.72859573,50.27271271,57.88169861,-50.60716248,1857,-60.2901535,-13.16098785,-88.6727066,-30.87804604
1858,44.98739624,47.93722153,49.77233505,-2.45147109,-56.93544006,-1.140233874,30.48695374,57.66205597,1858,40.25287247,16.90715218,51.32239151,18.37111473
1859,-51.76478195,-3.920145273,-0.58126533,-75.19139862,49.58076096,58.73216248,40.07485962,-12.08445263,1859,-59.21752548,-54.50771332,-58.03033066,-40.08724976
1860,36.20448685,48.43930054,42.09210968,-0.534526527,-3.216966391,-79.69730377,-8.116017342,-83.55998993,1860,-7.466506481,81.6727829,-19.8396225,86.85183716
1861,-82.29217529,26.48412895,11.6248045,-91.35810852,50.53041458,25.57445145,30.76695824,-8.722770691,1861,-12.45634556,-87.61482239,-43.39812469,-37.26364136
1862,4.872450352,33.39759827,59.65733719,-18.93083191,-69.46620941,-19.2487011,-38.64535522,73.84480286,1862,-2.881483555,20.18485451,44.38108826,35.37435913
1863,-49.56879044,-9.790781021,-39.15200424,-42.82074738,63.1609726,34.19229126,50.11738586,-55.97677231,1863,-56.19375229,-0.939245999,-81.76069641,-27.84950256
1864,-3.436336994,-1.020680428,-6.247624874,-7.045482635,0.812386751,12.495965,62.26203537,4.857755184,1864,-7.452706337,-17.36921501,0.668941379,-4.065361977
1865,63.90358353,16.79416275,13.89266205,73.42775726,-39.19498444,-67.71944427,-62.87161255,19.78994179,1865,88.10070038,14.14204311,68.73325348,48.91884232
1866,16.94777679,73.76409149,19.67338181,59.94375992,-61.46472931,-21.61631203,-20.42755699,77.14484406,1866,52.40671921,15.68729496,84.70132446,19.86133575
1867,-12.03337479,-81.55026245,-4.49323988,-88.42881775,65.01982117,-44.68514252,65.83628845,-44.87514877,1867,-40.70267487,-81.69960785,-90.99285889,-10.6240406
1868,-68.97515869,20.65770721,-20.70115471,-24.34183693,68.188797,43.00707626,36.6240654,-53.84951782,1868,-39.85334015,2.180642366,-36.93061447,-26.01320076
1869,78.7539978,49.73259735,40.87108231,66.6020813,-4.329926014,-53.3866806,-52.76552582,-34.46103668,1869,38.3590889,41.34988022,37.18415451,39.51105118
1870,-38.11026382,40.61870575,-7.745227814,-30.6506424,-4.513336182,57.75291824,51.91580582,4.364057541,1870,-38.47554779,-33.51010132,9.095297813,-52.68423462
1871,-28.89073753,-80.68534851,-45.53643417,-48.78194046,40.05808258,10.61919117,53.89590836,-69.67288971,1871,-69.87413788,-3.048729181,-93.53936005,-14.86658859
1872,-76.78570557,16.28255272,6.996143341,-51.92749023,7.143269539,34.79588699,55.65553665,25.37637138,1872,-27.59541321,-73.44943237,13.70766544,-70.00057983
1873,71.25691223,47.71687698,50.38540268,-23.29097366,-31.82730865,30.5270195,-15.28869915,75.78627777,1873,-3.84398818,7.611062527,40.81074142,5.63299799
1874,-67.05206299,3.485581875,9.449119568,-63.84870148,5.296593666,40.77584457,57.59809875,27.74235344,1874,-36.93931961,-70.82353973,-35.19508362,-45.95553589
1875,-26.49315071,3.635424614,2.052221775,-62.04262924,23.44023132,77.49502563,55.98417282,-18.44510841,1875,-43.07061005,-75.49835968,-25.60614586,-59.90808487
1876,-70.96349335,9.967752457,5.980961323,-70.1247406,8.280063629,39.91513443,46.54281616,7.705639839,1876,-57.73555374,-59.7231102,-13.75140381,-52.01710129
1877,-37.04528809,3.679990053,29.68935585,-77.54441833,-19.92967987,1.049599171,-17.83870506,45.23748398,1877,-14.52447701,-78.26972961,21.48016167,-48.34903336
1878,-30.6684227,-80.43993378,-43.70578384,-51.89616394,40.88702774,9.875800133,55.96121597,-50.74698257,1878,-72.07959747,-13.93978214,-93.7831955,-9.642239571
1879,66.06300354,18.05078506,13.19278717,64.48204041,-38.78374481,-68.26647949,-57.5037117,18.18189812,1879,84.23104858,3.524735212,69.54590607,48.39573669
1880,-36.8821907,38.64065933,17.66897583,-93.99710846,-19.20166206,19.83222198,28.09109497,28.90923309,1880,-8.961571693,-88.95259094,8.986241341,-18.40018845
1881,-35.40723801,2.340060472,14.00306797,-80.32144928,-7.654829025,42.77184677,37.57508087,13.68310165,1881,-36.35493088,-80.00408936,-13.83478546,-65.04898834
1882,82.49182129,20.54742622,12.09232712,70.25320435,-14.02450275,-49.97649765,-39.97774887,-36.82934189,1882,60.76469421,56.49052048,73.83423615,5.560854435
1883,76.87387085,17.11203957,23.58357048,53.81092834,-17.93037415,-54.20929337,-62.52271271,-27.29571915,1883,58.68241501,54.93749237,68.47459412,48.96707916
1884,76.56485748,16.12479019,10.79785919,50.7095108,-18.7914772,-52.10718155,-61.28980637,-12.17044926,1884,77.49622345,31.6544342,71.44084167,44.62594223
1885,51.45404816,27.02389145,10.95842552,49.64191055,-34.35878754,-65.83807373,-64.19075012,-6.812877178,1885,77.47531891,29.93335724,47.69767761,64.55963898
1886,-38.11026382,40.61870575,-7.745111465,-30.65060425,-4.513324738,57.75292206,51.91574097,4.364010811,1886,-38.47554779,-33.51010132,9.095272064,-52.68424988
1887,-63.39269638,43.12748337,-6.781092167,-22.94534683,3.752782106,37.8755455,67.93270111,9.015872955,1887,-32.29802704,-30.79213524,1.94195652,-53.43024826
1888,66.70540619,42.11539459,19.63917732,18.44543648,-32.53404617,29.93408012,-9.598518372,56.32995987,1888,-17.28072548,36.17073441,43.30477905,8.003137589
1889,-73.27960205,3.261973143,-17.83286667,-35.21481323,13.3641634,50.3711319,62.61418152,-5.067664623,1889,-58.02853394,-39.57450104,-41.40072632,-44.04833984
1890,-66.36580658,0.783600926,-19.79849434,-33.52930832,8.102590561,45.51222992,62.66186142,-16.79317665,1890,-70.0223999,-21.52070618,-41.92036438,-43.53377151
1891,-62.98577881,9.943569183,17.90986824,-81.38048553,3.524558544,35.02478409,25.88478851,32.3188591,1891,-18.02553177,-81.55138397,-11.67269707,-52.7845459
1892,67.7559433,21.22561836,24.44274902,68.53909302,-42.32098389,-40.34401321,-19.58646393,76.88314819,1892,57.14649963,9.500434875,80.85700989,11.93006802
1893,58.85244751,36.54616165,23.77576065,72.2897644,-48.51504135,-22.52490234,-27.37244415,62.03887939,1893,56.25941849,9.244908333,71.19249725,-2.964029312
1894,50.78810501,41.47882843,20.62837219,60.77471924,-39.64825058,-11.12785435,-30.44577599,63.00380325,1894,56.02000809,17.36579514,56.91741562,8.472740173
1895,62.32424164,39.66817093,23.24449348,71.51583862,-48.31592941,5.01814127,-26.92305756,61.16651535,1895,51.39753723,17.39199257,60.36727142,-4.614801407
1896,50.01378632,43.23955536,20.02476311,60.66718674,-40.29156876,-13.79460144,-47.26937866,43.53353119,1896,62.08383942,19.10257721,69.22154999,-5.94748497
1897,50.22329712,43.11042786,20.02476501,60.66718674,-40.82385254,-11.29949188,-47.26937866,43.53353119,1897,62.08270264,19.10151672,62.14785767,-5.24413538
1898,86.4043045,40.30530548,44.46771622,76.3216629,-0.240946412,-68.65796661,-70.86885071,3.417743683,1898,75.87448883,11.65708256,18.66890526,88.62923431
1899,53.14414597,28.61496544,16.00824165,61.97909164,-25.74941635,-46.65336227,-53.22856903,43.3163414,1899,84.13772583,1.531017542,83.91876221,21.50666046
1900,44.85551071,23.65086746,7.237438679,51.39225388,-35.48799515,-63.38450241,-53.58073044,33.50590134,1900,60.10444641,18.15680695,68.72161102,51.16619492
1901,46.91456223,37.01398849,15.92647076,63.32942581,-38.53093338,-37.50280762,-47.15499496,43.74600983,1901,80.27998352,-4.042906761,84.95201874,3.367703915
1902,56.48266983,24.45124817,22.34196663,61.61488724,-39.68000412,-40.51534271,-31.54380226,61.72170639,1902,54.66101074,11.17120934,82.94268799,10.5310421
1903,61.62663651,19.50094986,22.58189964,61.79890442,-39.87299347,-67.76158142,-31.48145485,59.20123291,1903,54.30239105,11.25672626,71.35180664,44.64154816
1904,70.57352448,23.52736092,26.9458828,72.01673889,-19.82224464,-50.79863739,-52.64876938,42.16949463,1904,69.08657074,-5.089699745,79.69438171,15.67700863
1905,70.61973572,24.38311958,34.64574432,70.64217377,-16.19075012,-56.93676376,-54.13554764,42.14091873,1905,70.84963226,0.793382168,71.06430054,43.16360474
